 0.2600000E+01  0.3614096E+01  0.2769835E+01  0.2020250E+01  0.1354781E+01  0.7640346E+00  0.2396560E+00 -0.2257828E+00 -0.6388844E+00 -0.1005517E+01 -0.1330893E+01 -0.1619645E+01 -0.1875886E+01
 0.2800000E+01  0.3889856E+01  0.2981370E+01  0.2174664E+01  0.1458406E+01  0.8225116E+00  0.2580090E+00 -0.2430821E+00 -0.6878570E+00 -0.1082623E+01 -0.1432986E+01 -0.1743927E+01 -0.2019871E+01
 0.3000000E+01  0.4165120E+01  0.3192568E+01  0.2328859E+01  0.1561900E+01  0.8809232E+00  0.2763437E+00 -0.2603661E+00 -0.7367913E+00 -0.1159676E+01 -0.1535017E+01 -0.1868142E+01 -0.2163786E+01
 0.3200000E+01  0.4439852E+01  0.3403403E+01  0.2482819E+01  0.1665254E+01  0.9392647E+00  0.2946590E+00 -0.2776338E+00 -0.7856846E+00 -0.1236672E+01 -0.1636980E+01 -0.1992284E+01 -0.2307627E+01
 0.3400000E+01  0.4714018E+01  0.3613852E+01  0.2636529E+01  0.1768460E+01  0.9975316E+00  0.3129534E+00 -0.2948841E+00 -0.8345341E+00 -0.1313607E+01 -0.1738872E+01 -0.2116348E+01 -0.2451387E+01
 0.3600000E+01  0.4987583E+01  0.3823892E+01  0.2789973E+01  0.1871507E+01  0.1055719E+01  0.3312257E+00 -0.3121159E+00 -0.8833371E+00 -0.1390477E+01 -0.1840687E+01 -0.2240330E+01 -0.2595063E+01
 0.3800000E+01  0.5260513E+01  0.4033499E+01  0.2943137E+01  0.1974386E+01  0.1113823E+01  0.3494747E+00 -0.3293281E+00 -0.9320910E+00 -0.1467278E+01 -0.1942421E+01 -0.2364225E+01 -0.2738649E+01
 0.4000000E+01  0.5532775E+01  0.4242650E+01  0.3096005E+01  0.2077090E+01  0.1171838E+01  0.3676990E+00 -0.3465197E+00 -0.9807929E+00 -0.1544006E+01 -0.2044070E+01 -0.2488027E+01 -0.2882140E+01
 0.4200000E+01  0.5804334E+01  0.4451322E+01  0.3248562E+01  0.2179607E+01  0.1229760E+01  0.3858973E+00 -0.3636895E+00 -0.1029440E+01 -0.1620658E+01 -0.2145629E+01 -0.2611732E+01 -0.3025531E+01
 0.4400000E+01  0.6075157E+01  0.4659491E+01  0.3400793E+01  0.2281930E+01  0.1287585E+01  0.4040684E+00 -0.3808365E+00 -0.1078030E+01 -0.1697230E+01 -0.2247094E+01 -0.2735335E+01 -0.3168817E+01
 0.4600000E+01  0.6345211E+01  0.4867135E+01  0.3552682E+01  0.2384050E+01  0.1345307E+01  0.4222109E+00 -0.3979596E+00 -0.1126560E+01 -0.1773717E+01 -0.2348460E+01 -0.2858831E+01 -0.3311993E+01
 0.4800000E+01  0.6614462E+01  0.5074231E+01  0.3704215E+01  0.2485956E+01  0.1402922E+01  0.4403237E+00 -0.4150578E+00 -0.1175027E+01 -0.1850117E+01 -0.2449722E+01 -0.2982215E+01 -0.3455054E+01
 0.5000000E+01  0.6882878E+01  0.5280756E+01  0.3855377E+01  0.2587641E+01  0.1460426E+01  0.4584054E+00 -0.4321299E+00 -0.1223428E+01 -0.1926425E+01 -0.2550877E+01 -0.3105483E+01 -0.3597995E+01
 0.5200000E+01  0.7150426E+01  0.5486687E+01  0.4006154E+01  0.2689096E+01  0.1517815E+01  0.4764547E+00 -0.4491748E+00 -0.1271761E+01 -0.2002637E+01 -0.2651919E+01 -0.3228629E+01 -0.3740811E+01
 0.5400000E+01  0.7417073E+01  0.5692003E+01  0.4156529E+01  0.2790310E+01  0.1575083E+01  0.4944705E+00 -0.4661916E+00 -0.1320023E+01 -0.2078750E+01 -0.2752844E+01 -0.3351648E+01 -0.3883497E+01
 0.5600000E+01  0.7682789E+01  0.5896680E+01  0.4306490E+01  0.2891277E+01  0.1632226E+01  0.5124513E+00 -0.4831792E+00 -0.1368212E+01 -0.2154760E+01 -0.2853647E+01 -0.3474536E+01 -0.4026047E+01
 0.5800000E+01  0.7947540E+01  0.6100698E+01  0.4456020E+01  0.2991986E+01  0.1689240E+01  0.5303960E+00 -0.5001364E+00 -0.1416324E+01 -0.2230663E+01 -0.2954325E+01 -0.3597287E+01 -0.4168456E+01
 0.6000000E+01  0.8211296E+01  0.6304033E+01  0.4605106E+01  0.3092429E+01  0.1746120E+01  0.5483033E+00 -0.5170621E+00 -0.1464356E+01 -0.2306454E+01 -0.3054872E+01 -0.3719898E+01 -0.4310720E+01
 0.6200000E+01  0.8474025E+01  0.6506665E+01  0.4753733E+01  0.3192598E+01  0.1802862E+01  0.5661719E+00 -0.5339555E+00 -0.1512308E+01 -0.2382132E+01 -0.3155283E+01 -0.3842362E+01 -0.4452834E+01
 0.6400000E+01  0.8735696E+01  0.6708571E+01  0.4901887E+01  0.3292483E+01  0.1859461E+01  0.5840006E+00 -0.5508153E+00 -0.1560174E+01 -0.2457690E+01 -0.3255556E+01 -0.3964674E+01 -0.4594791E+01
 0.6600000E+01  0.8996279E+01  0.6909730E+01  0.5049554E+01  0.3392076E+01  0.1915913E+01  0.6017881E+00 -0.5676405E+00 -0.1607953E+01 -0.2533127E+01 -0.3355684E+01 -0.4086831E+01 -0.4736588E+01
 0.6800000E+01  0.9255744E+01  0.7110121E+01  0.5196719E+01  0.3491369E+01  0.1972213E+01  0.6195332E+00 -0.5844300E+00 -0.1655643E+01 -0.2608437E+01 -0.3455663E+01 -0.4208826E+01 -0.4878219E+01
 0.7000000E+01  0.9514060E+01  0.7309723E+01  0.5343369E+01  0.3590352E+01  0.2028358E+01  0.6372347E+00 -0.6011829E+00 -0.1703239E+01 -0.2683618E+01 -0.3555489E+01 -0.4330656E+01 -0.5019678E+01
 0.7200000E+01  0.9771198E+01  0.7508515E+01  0.5489490E+01  0.3689017E+01  0.2084342E+01  0.6548912E+00 -0.6178979E+00 -0.1750741E+01 -0.2758664E+01 -0.3655158E+01 -0.4452314E+01 -0.5160961E+01
 0.7400000E+01  0.1002713E+02  0.7706476E+01  0.5635067E+01  0.3787356E+01  0.2140162E+01  0.6725016E+00 -0.6345742E+00 -0.1798144E+01 -0.2833573E+01 -0.3754664E+01 -0.4573796E+01 -0.5302063E+01
 0.7600000E+01  0.1028182E+02  0.7903586E+01  0.5780087E+01  0.3885361E+01  0.2195813E+01  0.6900645E+00 -0.6512105E+00 -0.1845446E+01 -0.2908340E+01 -0.3854003E+01 -0.4695098E+01 -0.5442978E+01
 0.7800000E+01  0.1053525E+02  0.8099825E+01  0.5924537E+01  0.3983022E+01  0.2251290E+01  0.7075789E+00 -0.6678059E+00 -0.1892646E+01 -0.2982963E+01 -0.3953170E+01 -0.4816213E+01 -0.5583701E+01
 0.8000000E+01  0.1078739E+02  0.8295172E+01  0.6068403E+01  0.4080332E+01  0.2306590E+01  0.7250435E+00 -0.6843594E+00 -0.1939738E+01 -0.3057436E+01 -0.4052162E+01 -0.4937138E+01 -0.5724227E+01
 0.8200000E+01  0.1103821E+02  0.8489608E+01  0.6211671E+01  0.4177283E+01  0.2361709E+01  0.7424570E+00 -0.7008698E+00 -0.1986723E+01 -0.3131756E+01 -0.4150973E+01 -0.5057866E+01 -0.5864551E+01
 0.8400000E+01  0.1128768E+02  0.8683113E+01  0.6354328E+01  0.4273865E+01  0.2416641E+01  0.7598182E+00 -0.7173361E+00 -0.2033595E+01 -0.3205919E+01 -0.4249599E+01 -0.5178393E+01 -0.6004667E+01
 0.8600000E+01  0.1153577E+02  0.8875668E+01  0.6496362E+01  0.4370072E+01  0.2471383E+01  0.7771259E+00 -0.7337574E+00 -0.2080354E+01 -0.3279922E+01 -0.4348035E+01 -0.5298715E+01 -0.6144570E+01
 0.8800000E+01  0.1178246E+02  0.9067253E+01  0.6637759E+01  0.4465895E+01  0.2525930E+01  0.7943789E+00 -0.7501324E+00 -0.2126995E+01 -0.3353761E+01 -0.4446276E+01 -0.5418825E+01 -0.6284255E+01
 0.9000000E+01  0.1202772E+02  0.9257850E+01  0.6778506E+01  0.4561325E+01  0.2580279E+01  0.8115760E+00 -0.7664603E+00 -0.2173518E+01 -0.3427431E+01 -0.4544319E+01 -0.5538719E+01 -0.6423717E+01
 0.9200000E+01  0.1227153E+02  0.9447440E+01  0.6918590E+01  0.4656356E+01  0.2634425E+01  0.8287160E+00 -0.7827400E+00 -0.2219918E+01 -0.3500929E+01 -0.4642158E+01 -0.5658392E+01 -0.6562951E+01
 0.9400000E+01  0.1251386E+02  0.9636004E+01  0.7057999E+01  0.4750978E+01  0.2688364E+01  0.8457977E+00 -0.7989703E+00 -0.2266193E+01 -0.3574252E+01 -0.4739790E+01 -0.5777839E+01 -0.6701950E+01
 0.9600000E+01  0.1275469E+02  0.9823524E+01  0.7196721E+01  0.4845185E+01  0.2742092E+01  0.8628199E+00 -0.8151504E+00 -0.2312340E+01 -0.3647394E+01 -0.4837208E+01 -0.5897055E+01 -0.6840711E+01
 0.9800000E+01  0.1299398E+02  0.1000998E+02  0.7334742E+01  0.4938968E+01  0.2795605E+01  0.8797815E+00 -0.8312792E+00 -0.2358357E+01 -0.3720353E+01 -0.4934409E+01 -0.6016034E+01 -0.6979227E+01
 0.1000000E+02  0.1323173E+02  0.1019536E+02  0.7472050E+01  0.5032319E+01  0.2848899E+01  0.8966812E+00 -0.8473556E+00 -0.2404242E+01 -0.3793125E+01 -0.5031389E+01 -0.6134772E+01 -0.7117493E+01
 0.1020000E+02  0.1346789E+02  0.1037964E+02  0.7608634E+01  0.5125232E+01  0.2901969E+01  0.9135178E+00 -0.8633787E+00 -0.2449991E+01 -0.3865706E+01 -0.5128141E+01 -0.6253263E+01 -0.7255504E+01
 0.1040000E+02  0.1370246E+02  0.1056281E+02  0.7744482E+01  0.5217698E+01  0.2954812E+01  0.9302903E+00 -0.8793474E+00 -0.2495602E+01 -0.3938092E+01 -0.5224663E+01 -0.6371502E+01 -0.7393254E+01
 0.1060000E+02  0.1393540E+02  0.1074484E+02  0.7879581E+01  0.5309710E+01  0.3007424E+01  0.9469974E+00 -0.8952607E+00 -0.2541071E+01 -0.4010278E+01 -0.5320949E+01 -0.6489485E+01 -0.7530739E+01
 0.1080000E+02  0.1416669E+02  0.1092573E+02  0.8013919E+01  0.5401260E+01  0.3059801E+01  0.9636379E+00 -0.9111175E+00 -0.2586398E+01 -0.4082263E+01 -0.5416994E+01 -0.6607206E+01 -0.7667952E+01
 0.1100000E+02  0.1439632E+02  0.1110545E+02  0.8147486E+01  0.5492341E+01  0.3111938E+01  0.9802108E+00 -0.9269169E+00 -0.2631578E+01 -0.4154040E+01 -0.5512795E+01 -0.6724660E+01 -0.7804889E+01
 0.1120000E+02  0.1462425E+02  0.1128399E+02  0.8280269E+01  0.5582946E+01  0.3163833E+01  0.9967148E+00 -0.9426579E+00 -0.2676610E+01 -0.4225608E+01 -0.5608346E+01 -0.6841841E+01 -0.7941543E+01
 0.1140000E+02  0.1485048E+02  0.1146134E+02  0.8412258E+01  0.5673067E+01  0.3215480E+01  0.1013149E+01 -0.9583395E+00 -0.2721490E+01 -0.4296961E+01 -0.5703642E+01 -0.6958746E+01 -0.8077910E+01
 0.1160000E+02  0.1507497E+02  0.1163747E+02  0.8543441E+01  0.5762697E+01  0.3266877E+01  0.1029512E+01 -0.9739606E+00 -0.2766216E+01 -0.4368097E+01 -0.5798680E+01 -0.7075367E+01 -0.8213984E+01
 0.1180000E+02  0.1529772E+02  0.1181237E+02  0.8673807E+01  0.5851829E+01  0.3318019E+01  0.1045803E+01 -0.9895203E+00 -0.2810786E+01 -0.4439010E+01 -0.5893454E+01 -0.7191701E+01 -0.8349759E+01
 0.1200000E+02  0.1551868E+02  0.1198603E+02  0.8803346E+01  0.5940457E+01  0.3368903E+01  0.1062020E+01 -0.1005017E+01 -0.2855196E+01 -0.4509699E+01 -0.5987959E+01 -0.7307742E+01 -0.8485230E+01
 0.1220000E+02  0.1573786E+02  0.1215843E+02  0.8932046E+01  0.6028572E+01  0.3419524E+01  0.1078163E+01 -0.1020451E+01 -0.2899445E+01 -0.4580157E+01 -0.6082192E+01 -0.7423485E+01 -0.8620392E+01
 0.1240000E+02  0.1595523E+02  0.1232956E+02  0.9059897E+01  0.6116168E+01  0.3469880E+01  0.1094230E+01 -0.1035821E+01 -0.2943529E+01 -0.4650383E+01 -0.6176147E+01 -0.7538925E+01 -0.8755239E+01
 0.1260000E+02  0.1617077E+02  0.1249940E+02  0.9186888E+01  0.6203239E+01  0.3519966E+01  0.1110220E+01 -0.1051125E+01 -0.2987446E+01 -0.4720372E+01 -0.6269820E+01 -0.7654056E+01 -0.8889765E+01
 0.1280000E+02  0.1638446E+02  0.1266794E+02  0.9313010E+01  0.6289778E+01  0.3569778E+01  0.1126133E+01 -0.1066362E+01 -0.3031193E+01 -0.4790119E+01 -0.6363206E+01 -0.7768873E+01 -0.9023965E+01
 0.1300000E+02  0.1659628E+02  0.1283516E+02  0.9438252E+01  0.6375777E+01  0.3619314E+01  0.1141967E+01 -0.1081533E+01 -0.3074768E+01 -0.4859622E+01 -0.6456301E+01 -0.7883372E+01 -0.9157833E+01
 0.1320000E+02  0.1680622E+02  0.1300105E+02  0.9562604E+01  0.6461230E+01  0.3668569E+01  0.1157721E+01 -0.1096634E+01 -0.3118168E+01 -0.4928877E+01 -0.6549099E+01 -0.7997546E+01 -0.9291364E+01
 0.1340000E+02  0.1701427E+02  0.1316561E+02  0.9686057E+01  0.6546131E+01  0.3717540E+01  0.1173393E+01 -0.1111667E+01 -0.3161390E+01 -0.4997879E+01 -0.6641596E+01 -0.8111390E+01 -0.9424552E+01
 0.1360000E+02  0.1722040E+02  0.1332880E+02  0.9808600E+01  0.6630474E+01  0.3766223E+01  0.1188984E+01 -0.1126629E+01 -0.3204432E+01 -0.5066625E+01 -0.6733788E+01 -0.8224899E+01 -0.9557391E+01
 0.1380000E+02  0.1742460E+02  0.1349063E+02  0.9930225E+01  0.6714251E+01  0.3814615E+01  0.1204491E+01 -0.1141520E+01 -0.3247292E+01 -0.5135112E+01 -0.6825669E+01 -0.8338069E+01 -0.9689876E+01
 0.1400000E+02  0.1762685E+02  0.1365107E+02  0.1005092E+02  0.6797457E+01  0.3862712E+01  0.1219914E+01 -0.1156339E+01 -0.3289966E+01 -0.5203334E+01 -0.6917235E+01 -0.8450892E+01 -0.9822001E+01
 0.1420000E+02  0.1782714E+02  0.1381013E+02  0.1017068E+02  0.6880085E+01  0.3910511E+01  0.1235252E+01 -0.1171085E+01 -0.3332453E+01 -0.5271289E+01 -0.7008481E+01 -0.8563365E+01 -0.9953761E+01
 0.1440000E+02  0.1802545E+02  0.1396778E+02  0.1028949E+02  0.6962130E+01  0.3958008E+01  0.1250503E+01 -0.1185757E+01 -0.3374749E+01 -0.5338973E+01 -0.7099402E+01 -0.8675482E+01 -0.1008515E+02
 0.1460000E+02  0.1822178E+02  0.1412401E+02  0.1040735E+02  0.7043584E+01  0.4005200E+01  0.1265667E+01 -0.1200353E+01 -0.3416853E+01 -0.5406381E+01 -0.7189995E+01 -0.8787237E+01 -0.1021616E+02
 0.1480000E+02  0.1841610E+02  0.1427881E+02  0.1052424E+02  0.7124443E+01  0.4052084E+01  0.1280742E+01 -0.1214874E+01 -0.3458761E+01 -0.5473511E+01 -0.7280253E+01 -0.8898626E+01 -0.1034679E+02
 0.1500000E+02  0.1860840E+02  0.1443217E+02  0.1064016E+02  0.7204701E+01  0.4098656E+01  0.1295728E+01 -0.1229318E+01 -0.3500470E+01 -0.5540358E+01 -0.7370173E+01 -0.9009642E+01 -0.1047703E+02
 0.1520000E+02  0.1879867E+02  0.1458409E+02  0.1075510E+02  0.7284351E+01  0.4144914E+01  0.1310623E+01 -0.1243683E+01 -0.3541980E+01 -0.5606918E+01 -0.7459749E+01 -0.9120280E+01 -0.1060687E+02
 0.1540000E+02  0.1898691E+02  0.1473454E+02  0.1086905E+02  0.7363387E+01  0.4190852E+01  0.1325427E+01 -0.1257970E+01 -0.3583286E+01 -0.5673188E+01 -0.7548977E+01 -0.9230535E+01 -0.1073632E+02
 0.1560000E+02  0.1917309E+02  0.1488353E+02  0.1098200E+02  0.7441805E+01  0.4236470E+01  0.1340138E+01 -0.1272178E+01 -0.3624386E+01 -0.5739163E+01 -0.7637852E+01 -0.9340402E+01 -0.1086536E+02
 0.1580000E+02  0.1935720E+02  0.1503103E+02  0.1109395E+02  0.7519599E+01  0.4281762E+01  0.1354756E+01 -0.1286304E+01 -0.3665279E+01 -0.5804841E+01 -0.7726369E+01 -0.9449875E+01 -0.1099398E+02
 0.1600000E+02  0.1953924E+02  0.1517704E+02  0.1120489E+02  0.7596762E+01  0.4326727E+01  0.1369279E+01 -0.1300349E+01 -0.3705960E+01 -0.5870217E+01 -0.7814523E+01 -0.9558948E+01 -0.1112219E+02
 0.1620000E+02  0.1971920E+02  0.1532155E+02  0.1131480E+02  0.7673291E+01  0.4371361E+01  0.1383707E+01 -0.1314312E+01 -0.3746429E+01 -0.5935287E+01 -0.7902311E+01 -0.9667617E+01 -0.1124998E+02
 0.1640000E+02  0.1989705E+02  0.1546456E+02  0.1142369E+02  0.7749179E+01  0.4415660E+01  0.1398038E+01 -0.1328191E+01 -0.3786681E+01 -0.6000048E+01 -0.7989726E+01 -0.9775875E+01 -0.1137733E+02
 0.1660000E+02  0.2007280E+02  0.1560604E+02  0.1153154E+02  0.7824421E+01  0.4459623E+01  0.1412271E+01 -0.1341986E+01 -0.3826716E+01 -0.6064496E+01 -0.8076765E+01 -0.9883717E+01 -0.1150425E+02
 0.1680000E+02  0.2024644E+02  0.1574600E+02  0.1163835E+02  0.7899012E+01  0.4503245E+01  0.1426406E+01 -0.1355695E+01 -0.3866529E+01 -0.6128627E+01 -0.8163422E+01 -0.9991139E+01 -0.1163073E+02
 0.1700000E+02  0.2041795E+02  0.1588442E+02  0.1174410E+02  0.7972947E+01  0.4546524E+01  0.1440442E+01 -0.1369319E+01 -0.3906120E+01 -0.6192437E+01 -0.8249692E+01 -0.1009813E+02 -0.1175676E+02
 0.1720000E+02  0.2058733E+02  0.1602130E+02  0.1184881E+02  0.8046221E+01  0.4589457E+01  0.1454378E+01 -0.1382855E+01 -0.3945485E+01 -0.6255923E+01 -0.8335572E+01 -0.1020469E+02 -0.1188233E+02
 0.1740000E+02  0.2075457E+02  0.1615663E+02  0.1195245E+02  0.8118829E+01  0.4632041E+01  0.1468212E+01 -0.1396304E+01 -0.3984622E+01 -0.6319080E+01 -0.8421055E+01 -0.1031082E+02 -0.1200745E+02
 0.1760000E+02  0.2091967E+02  0.1629040E+02  0.1205502E+02  0.8190766E+01  0.4674273E+01  0.1481944E+01 -0.1409664E+01 -0.4023528E+01 -0.6381906E+01 -0.8506137E+01 -0.1041650E+02 -0.1213210E+02
 0.1780000E+02  0.2108260E+02  0.1642261E+02  0.1215651E+02  0.8262028E+01  0.4716150E+01  0.1495573E+01 -0.1422934E+01 -0.4062201E+01 -0.6444395E+01 -0.8590814E+01 -0.1052173E+02 -0.1225628E+02
 0.1800000E+02  0.2124338E+02  0.1655324E+02  0.1225693E+02  0.8332610E+01  0.4757670E+01  0.1509097E+01 -0.1436114E+01 -0.4100638E+01 -0.6506545E+01 -0.8675081E+01 -0.1062651E+02 -0.1237998E+02
 0.1820000E+02  0.2140199E+02  0.1668230E+02  0.1235625E+02  0.8402508E+01  0.4798829E+01  0.1522517E+01 -0.1449202E+01 -0.4138838E+01 -0.6568352E+01 -0.8758932E+01 -0.1073082E+02 -0.1250320E+02
 0.1840000E+02  0.2155843E+02  0.1680977E+02  0.1245448E+02  0.8471716E+01  0.4839626E+01  0.1535831E+01 -0.1462198E+01 -0.4176797E+01 -0.6629811E+01 -0.8842363E+01 -0.1083467E+02 -0.1262592E+02
 0.1860000E+02  0.2171268E+02  0.1693564E+02  0.1255162E+02  0.8540231E+01  0.4880057E+01  0.1549039E+01 -0.1475101E+01 -0.4214513E+01 -0.6690919E+01 -0.8925369E+01 -0.1093805E+02 -0.1274815E+02
 0.1880000E+02  0.2186476E+02  0.1705992E+02  0.1264765E+02  0.8608049E+01  0.4920119E+01  0.1562138E+01 -0.1487910E+01 -0.4251984E+01 -0.6751673E+01 -0.9007946E+01 -0.1104095E+02 -0.1286988E+02
 0.1900000E+02  0.2201464E+02  0.1718260E+02  0.1274256E+02  0.8675164E+01  0.4959810E+01  0.1575129E+01 -0.1500625E+01 -0.4289208E+01 -0.6812068E+01 -0.9090088E+01 -0.1114337E+02 -0.1299110E+02
 0.1920000E+02  0.2216233E+02  0.1730367E+02  0.1283637E+02  0.8741573E+01  0.4999128E+01  0.1588011E+01 -0.1513243E+01 -0.4326181E+01 -0.6872102E+01 -0.9171790E+01 -0.1124530E+02 -0.1311180E+02
 0.1940000E+02  0.2230783E+02  0.1742312E+02  0.1292905E+02  0.8807273E+01  0.5038069E+01  0.1600783E+01 -0.1525766E+01 -0.4362902E+01 -0.6931769E+01 -0.9253048E+01 -0.1134674E+02 -0.1323198E+02
 0.1960000E+02  0.2245112E+02  0.1754095E+02  0.1302061E+02  0.8872258E+01  0.5076632E+01  0.1613443E+01 -0.1538190E+01 -0.4399368E+01 -0.6991067E+01 -0.9333857E+01 -0.1144767E+02 -0.1335164E+02
 0.1980000E+02  0.2259221E+02  0.1765717E+02  0.1311104E+02  0.8936526E+01  0.5114814E+01  0.1625992E+01 -0.1550517E+01 -0.4435577E+01 -0.7049991E+01 -0.9414212E+01 -0.1154810E+02 -0.1347075E+02
 0.2000000E+02  0.2273110E+02  0.1777175E+02  0.1320033E+02  0.9000072E+01  0.5152612E+01  0.1638428E+01 -0.1562745E+01 -0.4471526E+01 -0.7108538E+01 -0.9494108E+01 -0.1164802E+02 -0.1358933E+02
 0.2020000E+02  0.2286777E+02  0.1788470E+02  0.1328849E+02  0.9062892E+01  0.5190024E+01  0.1650751E+01 -0.1574873E+01 -0.4507213E+01 -0.7166704E+01 -0.9573541E+01 -0.1174743E+02 -0.1370736E+02
 0.2040000E+02  0.2300224E+02  0.1799602E+02  0.1337550E+02  0.9124984E+01  0.5227048E+01  0.1662959E+01 -0.1586900E+01 -0.4542636E+01 -0.7224486E+01 -0.9652505E+01 -0.1184630E+02 -0.1382484E+02
 0.2060000E+02  0.2313449E+02  0.1810569E+02  0.1346136E+02  0.9186344E+01  0.5263681E+01  0.1675052E+01 -0.1598826E+01 -0.4577792E+01 -0.7281879E+01 -0.9730995E+01 -0.1194465E+02 -0.1394176E+02
 0.2080000E+02  0.2326453E+02  0.1821372E+02  0.1354608E+02  0.9246967E+01  0.5299922E+01  0.1687029E+01 -0.1610650E+01 -0.4612679E+01 -0.7338880E+01 -0.9809007E+01 -0.1204247E+02 -0.1405811E+02
 0.2100000E+02  0.2339236E+02  0.1832011E+02  0.1362964E+02  0.9306851E+01  0.5335767E+01  0.1698889E+01 -0.1622371E+01 -0.4647295E+01 -0.7395485E+01 -0.9886536E+01 -0.1213975E+02 -0.1417389E+02
 0.2120000E+02  0.2351797E+02  0.1842485E+02  0.1371204E+02  0.9365993E+01  0.5371215E+01  0.1710632E+01 -0.1633988E+01 -0.4681637E+01 -0.7451692E+01 -0.9963576E+01 -0.1223647E+02 -0.1428908E+02
 0.2140000E+02  0.2364136E+02  0.1852794E+02  0.1379328E+02  0.9424390E+01  0.5406263E+01  0.1722256E+01 -0.1645501E+01 -0.4715703E+01 -0.7507494E+01 -0.1004012E+02 -0.1233265E+02 -0.1440370E+02
 0.2160000E+02  0.2376254E+02  0.1862937E+02  0.1387335E+02  0.9482037E+01  0.5440910E+01  0.1733761E+01 -0.1656908E+01 -0.4749491E+01 -0.7562890E+01 -0.1011617E+02 -0.1242827E+02 -0.1451772E+02
 0.2180000E+02  0.2388150E+02  0.1872914E+02  0.1395226E+02  0.9538933E+01  0.5475153E+01  0.1745147E+01 -0.1668209E+01 -0.4782999E+01 -0.7617876E+01 -0.1019172E+02 -0.1252333E+02 -0.1463114E+02
 0.2200000E+02  0.2399825E+02  0.1882726E+02  0.1402999E+02  0.9595075E+01  0.5508990E+01  0.1756412E+01 -0.1679404E+01 -0.4816223E+01 -0.7672447E+01 -0.1026676E+02 -0.1261781E+02 -0.1474395E+02
 0.2220000E+02  0.2411278E+02  0.1892372E+02  0.1410655E+02  0.9650459E+01  0.5542420E+01  0.1767556E+01 -0.1690491E+01 -0.4849162E+01 -0.7726601E+01 -0.1034129E+02 -0.1271172E+02 -0.1485615E+02
 0.2240000E+02  0.2422510E+02  0.1901852E+02  0.1418194E+02  0.9705082E+01  0.5575439E+01  0.1778578E+01 -0.1701469E+01 -0.4881815E+01 -0.7780332E+01 -0.1041529E+02 -0.1280505E+02 -0.1496774E+02
