 0.7545028E+00  0.6564465E-07 -0.6564465E-07  0.0000000E+00
 0.8718659E+00  0.1024056E-03  0.1024056E-03  0.0000000E+00
 0.9892290E+00  0.2595091E-02  0.2595091E-02  0.0000000E+00
 0.1106592E+01  0.3116313E-01  0.3116313E-01  0.0000000E+00
 0.1223955E+01  0.1626079E+00  0.1626079E+00  0.0000000E+00
 0.1341318E+01  0.3716411E+00  0.3716411E+00  0.0000000E+00
 0.1458682E+01  0.3716411E+00  0.3716411E+00  0.0000000E+00
 0.1576045E+01  0.1626079E+00  0.1626079E+00  0.0000000E+00
 0.1693408E+01  0.3116313E-01  0.3116313E-01  0.0000000E+00
 0.1810771E+01  0.2595091E-02  0.2595091E-02  0.0000000E+00
 0.1928134E+01  0.1024056E-03  0.1024056E-03  0.0000000E+00
 0.2045497E+01  0.6564498E-07 -0.6564498E-07  0.0000000E+00
