-0.1951301E+01  0.1592399E-04
-0.1944630E+01  0.8194787E-03
-0.1937959E+01  0.4172390E-01
-0.1931288E+01  0.2101810E+01
-0.1924616E+01  0.1047522E+03
-0.1917945E+01  0.5165288E+04
-0.1911274E+01  0.2519922E+06
-0.1904603E+01  0.1216301E+08
-0.1897932E+01  0.5808397E+09
-0.1891261E+01  0.2744308E+11
-0.1884590E+01  0.1282835E+13
-0.1877919E+01  0.5932942E+14
-0.1871247E+01  0.2714756E+16
-0.1864576E+01  0.1229002E+18
-0.1857905E+01  0.5504730E+19
-0.1851234E+01  0.2439387E+21
-0.1844563E+01  0.1069514E+23
-0.1837892E+01  0.4639317E+24
-0.1831221E+01  0.1991052E+26
-0.1824550E+01  0.8454204E+27
-0.1817879E+01  0.3551600E+29
-0.1811207E+01  0.1476171E+31
-0.1804536E+01  0.6070310E+32
-0.1797865E+01  0.2469712E+34
-0.1791194E+01  0.9941296E+35
-0.1784523E+01  0.3959142E+37
-0.1777852E+01  0.1559985E+39
-0.1771181E+01  0.6081368E+40
-0.1764510E+01  0.2345543E+42
-0.1757839E+01  0.8950491E+43
-0.1751167E+01  0.3379183E+45
-0.1744496E+01  0.1262228E+47
-0.1737825E+01  0.4664717E+48
-0.1731154E+01  0.1705588E+50
-0.1724483E+01  0.6169987E+51
-0.1717812E+01  0.2208288E+53
-0.1711141E+01  0.7819674E+54
-0.1704470E+01  0.2739573E+56
-0.1697799E+01  0.9495949E+57
-0.1691127E+01  0.3256531E+59
-0.1684456E+01  0.1104927E+61
-0.1677785E+01  0.3709138E+62
-0.1671114E+01  0.1231896E+64
-0.1664443E+01  0.4047960E+65
-0.1657772E+01  0.1316012E+67
-0.1651101E+01  0.4232966E+68
-0.1644430E+01  0.1347073E+70
-0.1637759E+01  0.4241297E+71
-0.1631087E+01  0.1321197E+73
-0.1624416E+01  0.4071908E+74
-0.1617745E+01  0.1241622E+76
-0.1611074E+01  0.3745783E+77
-0.1604403E+01  0.1118039E+79
-0.1597732E+01  0.3301662E+80
-0.1591061E+01  0.9646496E+81
-0.1584390E+01  0.2788483E+83
-0.1577718E+01  0.7974945E+84
-0.1571047E+01  0.2256570E+86
-0.1564376E+01  0.6317294E+87
-0.1557705E+01  0.1749745E+89
-0.1551034E+01  0.4794904E+90
-0.1544363E+01  0.1300009E+92
-0.1537692E+01  0.3487178E+93
-0.1531021E+01  0.9254719E+94
-0.1524350E+01  0.2430041E+96
-0.1517678E+01  0.6312850E+97
-0.1511007E+01  0.1622552E+99
-0.1504336E+01  0.4126037+100
-0.1497665E+01  0.1038075+102
-0.1490994E+01  0.2583962+103
-0.1484323E+01  0.6363625+104
-0.1477652E+01  0.1550545+106
-0.1470981E+01  0.3737882+107
-0.1464310E+01  0.8915139+108
-0.1457638E+01  0.2103740+110
-0.1450967E+01  0.4911535+111
-0.1444296E+01  0.1134498+113
-0.1437625E+01  0.2592697+114
-0.1430954E+01  0.5862204+115
-0.1424283E+01  0.1311389+117
-0.1417612E+01  0.2902442+118
-0.1410941E+01  0.6355603+119
-0.1404270E+01  0.1376928+121
-0.1397598E+01  0.2951395+122
-0.1390927E+01  0.6258995+123
-0.1384256E+01  0.1313238+125
-0.1377585E+01  0.2726109+126
-0.1370914E+01  0.5598924+127
-0.1364243E+01  0.1137699+129
-0.1357572E+01  0.2287238+130
-0.1350901E+01  0.4549427+131
-0.1344229E+01  0.8952892+132
-0.1337558E+01  0.1743137+134
-0.1330887E+01  0.3357846+135
-0.1324216E+01  0.6399581+136
-0.1317545E+01  0.1206712+138
-0.1310874E+01  0.2251215+139
-0.1304203E+01  0.4155198+140
-0.1297532E+01  0.7588010+141
-0.1290861E+01  0.1370962+143
-0.1284189E+01  0.2450666+144
-0.1277518E+01  0.4334153+145
-0.1270847E+01  0.7583780+146
-0.1264176E+01  0.1312891+148
-0.1257505E+01  0.2248706+149
-0.1250834E+01  0.3810642+150
-0.1244163E+01  0.6388884+151
-0.1237492E+01  0.1059774+153
-0.1230821E+01  0.1739253+154
-0.1224149E+01  0.2824058+155
-0.1217478E+01  0.4536760+156
-0.1210807E+01  0.7210732+157
-0.1204136E+01  0.1133899+159
