 0.1640000E+02  0.2860216+156  0.1607499+157  0.5275736+157  0.1000799+158  0.1394220+158  0.1843152+158  0.2577702+158  0.3357790+158  0.3770801+158  0.3636764+158  0.3053663+158  0.2249999+158  0.1442720+158  0.7886210+157  0.3676798+157  0.1880685+157  0.1265470+157  0.6643490+156  0.1958357+156  0.5173446+155
 0.1660000E+02  0.3086988+156  0.1737166+157  0.5699171+157  0.1094662+158  0.1538115+158  0.2011178+158  0.2759205+158  0.3558451+158  0.3975841+158  0.3817215+158  0.3187062+158  0.2329963+158  0.1478571+158  0.7991642+157  0.3731981+157  0.1978220+157  0.1319702+157  0.6693975+156  0.1960396+156  0.5422906+155
 0.1680000E+02  0.3319666+156  0.1880711+157  0.6164818+157  0.1197676+158  0.1696912+158  0.2197856+158  0.2958737+158  0.3775177+158  0.4194992+158  0.4008986+158  0.3328212+158  0.2414318+158  0.1516731+158  0.8115397+157  0.3811069+157  0.2089132+157  0.1374674+157  0.6741476+156  0.1975025+156  0.5653921+155
 0.1700000E+02  0.3558927+156  0.2039550+157  0.6678199+157  0.1310969+158  0.1872331+158  0.2405312+158  0.3178400+158  0.4009605+158  0.4429446+158  0.4212908+158  0.3477641+158  0.2503390+158  0.1557456+158  0.8260382+157  0.3916020+157  0.2212513+157  0.1430287+157  0.6788605+156  0.2002940+156  0.5863703+155
 0.1720000E+02  0.3805731+156  0.2215309+157  0.7245670+157  0.1435832+158  0.2066339+158  0.2635951+158  0.3420564+158  0.4263572+158  0.4680516+158  0.4429883+158  0.3635919+158  0.2597531+158  0.1601032+158  0.8429717+157  0.4048441+157  0.2347479+157  0.1486499+157  0.6838361+156  0.2044372+156  0.6050146+155
 0.1740000E+02  0.4061382+156  0.2409869+157  0.7874554+157  0.1573755+158  0.2281180+158  0.2892496+158  0.3687908+158  0.4539145+158  0.4949657+158  0.4660896+158  0.3803661+158  0.2697129+158  0.1647773+158  0.8626710+157  0.4209556+157  0.2493212+157  0.1543330+157  0.6894108+156  0.2099101+156  0.6211760+155
 0.1760000E+02  0.4327597+156  0.2625412+157  0.8573298+157  0.1726454+158  0.2519421+158  0.3178041+158  0.3983455+158  0.4838655+158  0.5238483+158  0.4907017+158  0.3981535+158  0.2802605+158  0.1698027+158  0.8854815+157  0.4400214+157  0.2648990+157  0.1600859+157  0.6959536+156  0.2166507+156  0.6347634+155
 0.1780000E+02  0.4606583+156  0.2864474+157  0.9351661+157  0.1895910+158  0.2784007+158  0.3496102+158  0.4310633+158  0.5164732+158  0.5548788+158  0.5169419+158  0.4170263+158  0.2914422+158  0.1752176+158  0.9117595+157  0.4620929+157  0.2814197+157  0.1659228+157  0.7038590+156  0.2245651+156  0.6457419+155
 0.1800000E+02  0.4901125+156  0.3130009+157  0.1022092+158  0.2084412+158  0.3078316+158  0.3850686+158  0.4673322+158  0.5520349+158  0.5882572+158  0.5449382+158  0.4370630+158  0.3033084+158  0.1810636+158  0.9418673+157  0.4871943+157  0.2988327+157  0.1718637+157  0.7135379+156  0.2335377+156  0.6541324+155
 0.1820000E+02  0.5214684+156  0.3425464+157  0.1119415+158  0.2294610+158  0.3406233+158  0.4246364+158  0.5075927+158  0.5908872+158  0.6242064+158  0.5748311+158  0.4583489+158  0.3159142+158  0.1873860+158  0.9761683+157  0.5153301+157  0.3170986+157  0.1779351+157  0.7254046+156  0.2434406+156  0.6600126+155
 0.1840000E+02  0.5551502+156  0.3754859+157  0.1228647+158  0.2529577+158  0.3772229+158  0.4688361+158  0.5523455+158  0.6334116+158  0.6629759+158  0.6067748+158  0.4809764+158  0.3293198+158  0.1942339+158  0.1015023+158  0.5464927+157  0.3361886+157  0.1841697+157  0.7398631+156  0.2541422+156  0.6635195+155
 0.1860000E+02  0.5916714+156  0.4122886+157  0.1351544+158  0.2792879+158  0.4181464+158  0.5182660+158  0.6021604+158  0.6800414+158  0.7048457+158  0.6409391+158  0.5050467+158  0.3435909+158  0.2016603+158  0.1058787+158  0.5806687+157  0.3560844+157  0.1906062+157  0.7572911+156  0.2655133+156  0.6648515+155
 0.1880000E+02  0.6316456+156  0.4535023+157  0.1490146+158  0.3088660+158  0.4639898+158  0.5736124+158  0.6576866+158  0.7312689+158  0.7501301+158  0.6775113+158  0.5306699+158  0.3587995+158  0.2097221+158  0.1107804+158  0.6178446+157  0.3767776+157  0.1972890+157  0.7780251+156  0.2774322+156  0.6642720+155
 0.1900000E+02  0.6757978+156  0.4997666+157  0.1646825+158  0.3421743+158  0.5154424+158  0.6356634+158  0.7196654+158  0.7876549+158  0.7991829+158  0.7166985+158  0.5579661+158  0.3750236+158  0.2184800+158  0.1162411+158  0.6580112+157  0.3982694+157  0.2042682+157  0.8023479+156  0.2897877+156  0.6621123+155
 0.1920000E+02  0.7249752+156  0.5518277+157  0.1824342+158  0.3797748+158  0.5733036+158  0.7053261+158  0.7889441+158  0.8498383+158  0.8524039+158  0.7587299+158  0.5870669+158  0.3923489+158  0.2279990+158  0.1222934+158  0.7011660+157  0.4205706+157  0.2115985+157  0.8304783+156  0.3024813+156  0.6587742+155
 0.1940000E+02  0.7801570+156  0.6105570+157  0.2025917+158  0.4223234+158  0.6385009+158  0.7836461+158  0.8664928+158  0.9185487+158  0.9102447+158  0.8038605+158  0.6181166+158  0.4108681+158  0.2383475+158  0.1289688+158  0.7473160+157  0.4437014+157  0.2193391+157  0.8625668+156  0.3154279+156  0.6547304+155
 0.1960000E+02  0.8424644+156  0.6769713+157  0.2255310+158  0.4705866+158  0.7121131+158  0.8718303+158  0.9534242+158  0.9946199+158  0.9732177+158  0.8523742+158  0.6512735+158  0.4306829+158  0.2495984+158  0.1362983+158  0.7964783+157  0.4676909+157  0.2275523+157  0.8986946+156  0.3285568+156  0.6505227+155
 0.1980000E+02  0.9131706+156  0.7522574+157  0.2516918+158  0.5254615+158  0.7953965+158  0.9712751+158  0.1051016+159  0.1079006+159  0.1041905+159  0.9045881+158  0.6867115+158  0.4519034+158  0.2618280+158  0.1443121+158  0.8486813+157  0.4925779+157  0.2363027+157  0.9388775+156  0.3418116+156  0.6467546+155
 0.2000000E+02  0.9937119+156  0.8378008+157  0.2815890+158  0.5879997+158  0.8898170+158  0.1083598+159  0.1160740+159  0.1172801+159  0.1116968+159  0.9608573+158  0.7246225+158  0.4746498+158  0.2751169+158  0.1530404+158  0.9039647+157  0.5184098+157  0.2456560+157  0.9830726+156  0.3551503+156  0.6440779+155
 0.2020000E+02  0.1085701+157  0.9352195+157  0.3158269+158  0.6594362+158  0.9970880+158  0.1210677+159  0.1284290+159  0.1277261+159  0.1199164+159  0.1021581+159  0.7652183+158  0.4990526+158  0.2895491+158  0.1625131+158  0.9623797+157  0.5452435+157  0.2556777+157  0.1031187+157  0.3685452+156  0.6431708+155
 0.2040000E+02  0.1190944+157  0.1046404+158  0.3551157+158  0.7412234+158  0.1119215+159  0.1354694+159  0.1423623+159  0.1393829+159  0.1289356+159  0.1087208+159  0.8087334+158  0.5252538+158  0.3052131+158  0.1727604+158  0.1023989+158  0.5731447+157  0.2664314+157  0.1083088+157  0.3819820+156  0.6447078+155
 0.2060000E+02  0.1311465+157  0.1173564+158  0.4002919+158  0.8350728+158  0.1258552+159  0.1518193+159  0.1581004+159  0.1524165+159  0.1388535+159  0.1158247+159  0.8554279+158  0.5534077+158  0.3222007+158  0.1838131+158  0.1088867+158  0.6021877+157  0.2779784+157  0.1138611+157  0.3954599+156  0.6493209+155
 0.2080000E+02  0.1449533+157  0.1319285+158  0.4523422+158  0.9430048+158  0.1417863+159  0.1704141+159  0.1759056+159  0.1670186+159  0.1497837+159  0.1235274+159  0.9055911+158  0.5836819+158  0.3406080+158  0.1957024+158  0.1157099+158  0.6324552+157  0.2903755+157  0.1197569+157  0.4089907+156  0.6575585+155
 0.2100000E+02  0.1607704+157  0.1486596+158  0.5124333+158  0.1067409+159  0.1600405+159  0.1916007+159  0.1960822+159  0.1834103+159  0.1618568+159  0.1318944+159  0.9595457+158  0.6162588+158  0.3605351+158  0.2084603+158  0.1228781+158  0.6640379+157  0.3036743+157  0.1259761+157  0.4225979+156  0.6698452+155
 0.2120000E+02  0.1788866+157  0.1679047+158  0.5819475+158  0.1211118+159  0.1810019+159  0.2157855+159  0.2189845+159  0.2018473+159  0.1752237+159  0.1410004+159  0.1017653+159  0.6513366+158  0.3820861+158  0.2221197+158  0.1304019+158  0.6970335+157  0.3179204+157  0.1324974+157  0.4363157+156  0.6864522+155
 0.2140000E+02  0.1996299+157  0.1900805+158  0.6625253+158  0.1377495+159  0.2051246+159  0.2434453+159  0.2450250+159  0.2226260+159  0.1900582+159  0.1509309+159  0.1080318+159  0.6891309+158  0.4053697+158  0.2367144+158  0.1382930+158  0.7315461+157  0.3331522+157  0.1392994+157  0.4501876+156  0.7074818+155
 0.2160000E+02  0.2233750+157  0.2156769+158  0.7561188+158  0.1570542+159  0.2329465+159  0.2751407+159  0.2746851+159  0.2460900+159  0.2065615+159  0.1617841+159  0.1147996+159  0.7298765+158  0.4304986+158  0.2522792+158  0.1465640+158  0.7676848+157  0.3494005+157  0.1463603+157  0.4642647+156  0.7328697+155
 0.2180000E+02  0.2505512+157  0.2452704+158  0.8650551+158  0.1795032+159  0.2651064+159  0.3115324+159  0.3085280+159  0.2726389+159  0.2249667+159  0.1736730+159  0.1221202+159  0.7738296+158  0.4575903+158  0.2688495+158  0.1552285+158  0.8055625+157  0.3666881+157  0.1536586+157  0.4786040+156  0.7624026+155
 0.2200000E+02  0.2816531+157  0.2795404+158  0.9921144+158  0.2056671+159  0.3023639+159  0.3533999+159  0.3472136+159  0.3027378+159  0.2455443+159  0.1867279+159  0.1300521+159  0.8212697+158  0.4867673+158  0.2864619+158  0.1643006+158  0.8452942+157  0.3850290+157  0.1611733+157  0.4932660+156  0.7957460+155
 0.2220000E+02  0.3172525+157  0.3192890+158  0.1140626+159  0.2362290+159  0.3456250+159  0.4016653+159  0.3915161+159  0.3369291+159  0.2686091+159  0.2011001+159  0.1386616+159  0.8725029+158  0.5181569+158  0.3051534+158  0.1737954+158  0.8869952+157  0.4044291+157  0.1688836+157  0.5083122+156  0.8324770+155
 0.2240000E+02  0.3580124+157  0.3654643+158  0.1314583+159  0.2720092+159  0.3959723+159  0.4574215+159  0.4423466+159  0.3758464+159  0.2945271+159  0.2169646+159  0.1480244+159  0.9278649+158  0.5518918+158  0.3249617+158  0.1837285+158  0.9307787+157  0.4248849+157  0.1767694+157  0.5238025+156  0.8721150+155
 0.2260000E+02  0.4047037+157  0.4191884+158  0.1518790+159  0.3139944+159  0.4547027+159  0.5219658+159  0.5007781+159  0.4202315+159  0.3237257+159  0.2345256+159  0.1582273+159  0.9877254+158  0.5881107+158  0.3459248+158  0.1941157+158  0.9767536+157  0.4463845+157  0.1848112+157  0.5397926+156  0.9141490+155
 0.2280000E+02  0.4582251+157  0.4817918+158  0.1759034+159  0.3633745+159  0.5233732+159  0.5968426+159  0.5680776+159  0.4709536+159  0.3567036+159  0.2540207+159  0.1693703+159  0.1052492+159  0.6269582+158  0.3680811+158  0.2049730+158  0.1025022+158  0.4689068+157  0.1929898+157  0.5563307+156  0.9580587+155
 0.2300000E+02  0.5196264+157  0.5548537+158  0.2042304+159  0.4215875+159  0.6038578+159  0.6838929+159  0.6457435+159  0.5290339+159  0.3940445+159  0.2757279+159  0.1815683+159  0.1122618+159  0.6685861+158  0.3914687+158  0.2163166+158  0.1075675+158  0.4924218+157  0.2012866+157  0.5734551+156  0.1003330+156
 0.2320000E+02  0.5901355+157  0.6402519+158  0.2377055+159  0.4903751+159  0.6984176+159  0.7853167+159  0.7355516+159  0.5956738+159  0.4364319+159  0.2999723+159  0.1949548+159  0.1198608+159  0.7131536+158  0.4161254+158  0.2281619+158  0.1128793+158  0.5168902+157  0.2096831+157  0.5911913+156  0.1049463+156
 0.2340000E+02  0.6711917+157  0.7402211+158  0.2773538+159  0.5718521+159  0.8097875+159  0.9037483+159  0.8396099+159  0.6722890+159  0.4846677+159  0.3271350+159  0.2096846+159  0.1281024+159  0.7608288+158  0.4420886+158  0.2405237+158  0.1184437+158  0.5422637+157  0.2181610+157  0.6095496+156  0.1095984+156
 0.2360000E+02  0.7644840+157  0.8574254+158  0.3244202+159  0.6685915+159  0.9412834+159  0.1042349+160  0.9604259+159  0.7605513+159  0.5396938+159  0.3576634+159  0.2259380+159  0.1370504+159  0.8117896+158  0.4693945+158  0.2534157+158  0.1242651+158  0.5684843+157  0.2267020+157  0.6285232+156  0.1142442+156
 0.2380000E+02  0.8719967+157  0.9950440+158  0.3804198+159  0.7837318+159  0.1096937+160  0.1204921+160  0.1100988+160  0.8624374+159  0.6026178+159  0.3920833+159  0.2439258+159  0.1467767+159  0.8662262+158  0.4980785+158  0.2668498+158  0.1303453+158  0.5954843+157  0.2352872+157  0.6480863+156  0.1188416+156
 0.2400000E+02  0.9960641+157  0.1156876+159  0.4471992+159  0.9211097+159  0.1281662+160  0.1396046+160  0.1264862+160  0.9802896+159  0.6747448+159  0.4310128+159  0.2638948+159  0.1573633+159  0.9243432+158  0.5281747+158  0.2808357+158  0.1366837+158  0.6231858+157  0.2438972+157  0.6681931+156  0.1233511+156
 0.2420000E+02  0.1139435+158  0.1347464+159  0.5270129+159  0.1085426+160  0.1501465+160  0.1621260+160  0.1456317+160  0.1116887+160  0.7576134+159  0.4751800+159  0.2861347+159  0.1689041+159  0.9863634+158  0.5597155+158  0.2953805+158  0.1432764+158  0.6515006+157  0.2525114+157  0.6887768+156  0.1277362+156
 0.2440000E+02  0.1305348+158  0.1572253+159  0.6226176+159  0.1282456+160  0.1763704+160  0.1887267+160  0.1680464+160  0.1275533+160  0.8530408+159  0.5254421+159  0.3109858+159  0.1815077+159  0.1052531+159  0.5927322+158  0.3104875+158  0.1501160+158  0.6803293+157  0.2611076+157  0.7097494+156  0.1319630+156
 0.2460000E+02  0.1497627+158  0.1837765+159  0.7373889+159  0.1519308+160  0.2077423+160  0.2202200+160  0.1943442+160  0.1460161+160  0.9631756+159  0.5828095+159  0.3388490+159  0.1952999+159  0.1123121+159  0.6272549+158  0.3261562+158  0.1571913+158  0.7095609+157  0.2696618+157  0.7310018+156  0.1360001+156
 0.2480000E+02  0.1720783+158  0.2151831+159  0.8754654+159  0.1804756+160  0.2453761+160  0.2575958+160  0.2252632+160  0.1675459+160  0.1090562+160  0.6484736+159  0.3701965+159  0.2104277+159  0.1198441+159  0.6633131+158  0.3423810+158  0.1644867+158  0.7390722+157  0.2781475+157  0.7524038+156  0.1398185+156
 0.2500000E+02  0.1980150+158  0.2523856+159  0.1041927+160  0.2149652+160  0.2906484+160  0.3020612+160  0.2616929+160  0.1927031+160  0.1238214+160  0.7238401+159  0.4055852+159  0.2270633+159  0.1278848+159  0.7009368+158  0.3591508+158  0.1719822+158  0.7687274+157  0.2865352+157  0.7738057+156  0.1433914+156
 0.2520000E+02  0.2282035+158  0.2965148+159  0.1243016+160  0.2567459+160  0.3452643+160  0.3550920+160  0.3047068+160  0.2221574+160  0.1409711+160  0.8105675+159  0.4456717+159  0.2454100+159  0.1364756+159  0.7401579+158  0.3764484+158  0.1796524+158  0.7983768+157  0.2947918+157  0.7950384+156  0.1466943+156
 0.2540000E+02  0.2633900+158  0.3489316+159  0.1486409+160  0.3074910+160  0.4113422+160  0.4184978+160  0.3556033+160  0.2567115+160  0.1609306+160  0.9106143+159  0.4912309+159  0.2657080+159  0.1456657+159  0.7810128+158  0.3942496+158  0.1874669+158  0.8278567+157  0.3028798+157  0.8159155+156  0.1497044+156
 0.2560000E+02  0.3044585+158  0.4112748+159  0.1781552+160  0.3692866+160  0.4915208+160  0.4945028+160  0.4159553+160  0.2973282+160  0.1842057+160  0.1026294+160  0.5431760+159  0.2882423+159  0.1555141+159  0.8235460+158  0.4125228+158  0.1953892+158  0.8569885+157  0.3107575+157  0.8362341+156  0.1524006+156
 0.2580000E+02  0.3524561+158  0.4855196+159  0.2140081+160  0.4447394+160  0.5890959+160  0.5858491+160  0.4876720+160  0.3451642+160  0.2113988+160  0.1160340+160  0.6025839+159  0.3133515+159  0.1660922+159  0.8678150+158  0.4312294+158  0.2033772+158  0.8855778+157  0.3183775+157  0.8557770+156  0.1547632+156
 0.2600000E+02  0.4086245+158  0.5740481+159  0.2576331+160  0.5371154+160  0.7081952+160  0.6959268+160  0.5730752+160  0.4016111+160  0.2432286+160  0.1315984+160  0.6707231+159  0.3414387+159  0.1774875+159  0.9138971+158  0.4503229+158  0.2113825+158  0.9134146+157  0.3256868+157  0.8743139+156  0.1567741+156
 0.2620000E+02  0.4744363+158  0.6797350+159  0.3107968+160  0.6505170+160  0.8540013+160  0.8289400+160  0.6749940+160  0.4683457+160  0.2805524+160  0.1497052+160  0.7490872+159  0.3729832+159  0.1898074+159  0.9618989+158  0.4697504+158  0.2193505+158  0.9402720+157  0.3326264+157  0.8916036+156  0.1584160+156
 0.2640000E+02  0.5516392+158  0.8060513+159  0.3756774+160  0.7901108+160  0.1033038+161  0.9901189+160  0.7968819+160  0.5473905+160  0.3243949+160  0.1708069+160  0.8394338+159  0.4085549+159  0.2031848+159  0.1011969+159  0.4894537+158  0.2272206+158  0.9659072+157  0.3391305+157  0.9073959+156  0.1596726+156
 0.2660000E+02  0.6423073+158  0.9571902+159  0.4549606+160  0.9624194+160  0.1253537+161  0.1185992+161  0.9429638+160  0.6411889+160  0.3759820+160  0.1954396+160  0.9438298+159  0.4488302+159  0.2177837+159  0.1064313+159  0.5093712+158  0.2349263+158  0.9900607+157  0.3451269+157  0.9214337+156  0.1605284+156
 0.2680000E+02  0.7489036+158  0.1138219+160  0.5519577+160  0.1175697+161  0.1525908+161  0.1424734+161  0.1118419+161  0.7526963+160  0.4367811+160  0.2242388+160  0.1064705+160  0.4946105+159  0.2338066+159  0.1119216+159  0.5294418+158  0.2423961+158  0.1012458+158  0.3505366+157  0.9334552+156  0.1609685+156
 0.2700000E+02  0.8743529+158  0.1355262+160  0.6707515+160  0.1440411+161  0.1863344+161  0.1716621+161  0.1329610+161  0.8854920+160  0.5085510+160  0.2579578+160  0.1204914+160  0.5468418+159  0.2515028+159  0.1177068+159  0.5496098+158  0.2495539+158  0.1032810+158  0.3552741+157  0.9431963+156  0.1609784+156
 0.2720000E+02  0.1022128+159  0.1615727+160  0.8163745+160  0.1769863+161  0.2282599+161  0.2074618+161  0.1584372+161  0.1043917+161  0.5934014+160  0.2974907+160  0.1367809+160  0.6066387+159  0.2711774+159  0.1238398+159  0.5698324+158  0.2563212+158  0.1050818+158  0.3592478+157  0.9503934+156  0.1605442+156
 0.2740000E+02  0.1196355+159  0.1928568+160  0.9950283+160  0.2180977+161  0.2804983+161  0.2515138+161  0.1892376+161  0.1233241+161  0.6938654+160  0.3438986+160  0.1557327+160  0.6753090+159  0.2932013+159  0.1303912+159  0.5900889+158  0.2626185+158  0.1066172+158  0.3623609+157  0.9547857+156  0.1596520+156
 0.2760000E+02  0.1401929+159  0.2304615+160  0.1214352+161  0.2695312+161  0.3457648+161  0.3059050+161  0.2265588+161  0.1459873+161  0.8129864+160  0.3984424+160  0.1778090+160  0.7543831+159  0.3180221+159  0.1374538+159  0.6103949+158  0.2683684+158  0.1078561+158  0.3645119+157  0.9561188+156  0.1582888+156
 0.2780000E+02  0.1644663+159  0.2756959+160  0.1483749+161  0.3340346+161  0.4275239+161  0.3732985+161  0.2718857+161  0.1731612+161  0.9544244+160  0.4626202+160  0.2035522+160  0.8456458+159  0.3461740+159  0.1451483+159  0.6308190+158  0.2735000+158  0.1087679+158  0.3655971+157  0.9541482+156  0.1564418+156
 0.2800000E+02  0.1931454+159  0.3301426+160  0.1814791+161  0.4151093+161  0.5302017+161  0.4571067+161  0.3270661+161  0.2057966+161  0.1122584+161  0.5382131+160  0.2335990+160  0.9511730+159  0.3782895+159  0.1536286+159  0.6515055+158  0.2779540+158  0.1093232+158  0.3655115+157  0.9486430+156  0.1540995+156
 0.2820000E+02  0.2270478+159  0.3957136+160  0.2221698+161  0.5172136+161  0.6594605+161  0.5617192+161  0.3944066+161  0.2450538+161  0.1322769+161  0.6273401+160  0.2686967+160  0.1073373+160  0.4151087+159  0.1630875+159  0.6727015+158  0.2816902+158  0.1094956+158  0.3641524+157  0.9393905+156  0.1512513+156
 0.2840000E+02  0.2671421+159  0.4747179+160  0.2721939+161  0.6460150+161  0.8225530+161  0.6928045+161  0.4767959+161  0.2923508+161  0.1561370+161  0.7325218+160  0.3097221+160  0.1215033+160  0.4574893+159  0.1737620+159  0.6947908+158  0.2846977+158  0.1092634+158  0.3614226+157  0.9262025+156  0.1478889+156
 0.2860000E+02  0.3145749+159  0.5699412+160  0.3336940+161  0.8087013+161  0.1028784+162  0.8577096+161  0.5778652+161  0.3494224+161  0.1846095+161  0.8567585+160  0.3577039+160  0.1379373+160  0.5064158+159  0.1859379+159  0.7183312+158  0.2870076+158  0.1086118+158  0.3572347+157  0.9089213+156  0.1440064+156
 0.2880000E+02  0.3707013+159  0.6847421+160  0.4092957+161  0.1014363+162  0.1290115+162  0.1065989+162  0.7021974+161  0.4183950+161  0.2186239+161  0.1003622+161  0.4138492+160  0.1570109+160  0.5630089+159  0.1999519+159  0.7440953+158  0.2887096+158  0.1075371+158  0.3515178+157  0.8874285+156  0.1396023+156
 0.2900000E+02  0.4371207+159  0.8231634+160  0.5022108+161  0.1274453+162  0.1621958+162  0.1330107+162  0.8555994+161  0.5018774+161  0.2593025+161  0.1177364+161  0.4795734+160  0.1791522+160  0.6285345+159  0.2161923+159  0.7731087+158  0.2899738+158  0.1060509+158  0.3442252+157  0.8616564+156  0.1346806+156
 0.2920000E+02  0.5157168+159  0.9900648+160  0.6163623+161  0.1603351+162  0.2044235+162  0.1666360+162  0.1045465+162  0.6030767+161  0.3080004+161  0.1383048+161  0.5565368+160  0.2048537+160  0.7044153+159  0.2350977+159  0.8066795+158  0.2910755+158  0.1041863+158  0.3353452+157  0.8316025+156  0.1292539+156
 0.2940000E+02  0.6087023+159  0.1191275+161  0.7565308+161  0.2019025+162  0.2582792+162  0.2096091+162  0.1281253+162  0.7259406+161  0.3663544+161  0.1626703+161  0.6466849+160  0.2346820+160  0.7922422+159  0.2571527+159  0.8464081+158  0.2924233+158  0.1020071+158  0.3249163+157  0.7973501+156  0.1233461+156
 0.2960000E+02  0.7186698+159  0.1433767+161  0.9285294+161  0.2543841+162  0.3271301+162  0.2647280+162  0.1575131+162  0.8753398+161  0.4363433+161  0.1915509+161  0.7522985+160  0.2692878+160  0.8937903+159  0.2828845+159  0.8941717+158  0.2945864+158  0.9961775+157  0.3130470+157  0.7590968+156  0.1169981+156
 0.2980000E+02  0.8486498+159  0.1725870+161  0.1139411+162  0.3205528+162  0.4153826+162  0.3356593+162  0.1942847+162  0.1057300+162  0.5203624+161  0.2258026+161  0.8760537+160  0.3094202+160  0.1011042+160  0.3128593+159  0.9520792+158  0.2983133+158  0.9717770+157  0.2999444+157  0.7171944+156  0.1102743+156
 0.3000000E+02  0.1002161+160  0.2077475+161  0.1397694+162  0.4038280+162  0.5288186+162  0.4271968+162  0.2404891+162  0.1279287+162  0.6213082+161  0.2664441+161  0.1021082+161  0.3559373+160  0.1146197+160  0.3476761+159  0.1022381+159  0.3045268+158  0.9491554+157  0.2859534+157  0.6722158+156  0.1032743+156
 0.3020000E+02  0.1183275+160  0.2500296+161  0.1713635+162  0.5084095+162  0.6750416+162  0.5455858+162  0.2988107+162  0.1550584+162  0.7426905+161  0.3146899+161  0.1191052+161  0.4098241+160  0.1301707+160  0.3879668+159  0.1107377+159  0.3142866+158  0.9314156+157  0.2716099+157  0.6250475+156  0.9614866+155
 0.3040000E+02  0.1396690+160  0.3008165+161  0.2099543+162  0.6394340+162  0.8640493+162  0.6989210+162  0.3727924+162  0.1882791+162  0.8887719+161  0.3719904+161  0.1390275+161  0.4722148+160  0.1480310+160  0.4344009+159  0.1209330+159  0.3287126+158  0.9225036+157  0.2577054+157  0.5770297+156  0.8912133+155
 0.3060000E+02  0.1647775+160  0.3617303+161  0.2570110+162  0.8031459+162  0.1108926+163  0.8976053+162  0.4671382+162  0.2290447+162  0.1064729+162  0.4400755+161  0.1623800+161  0.5444094+160  0.1685053+160  0.4876814+159  0.1330377+159  0.3488693+158  0.9270067+157  0.2453558+157  0.5301706+156  0.8252152+155
 0.3080000E+02  0.1942670+160  0.4346717+161  0.3142845+162  0.1007111+163  0.1426679+163  0.1154894+163  0.5881454+162  0.2791910+162  0.1276878+162  0.5210198+161  0.1897579+161  0.6279103+160  0.1919366+160  0.5485617+159  0.1472522+159  0.3756659+158  0.9496720+157  0.2360364+157  0.4874155+156  0.7681730+155
 0.3100000E+02  0.2288337+160  0.5218561+161  0.3838515+162  0.1260447+163  0.1839137+163  0.1487488+163  0.7442963+162  0.3410482+162  0.1532942+162  0.6173103+161  0.2218616+161  0.7244488+160  0.2187091+160  0.6178452+159  0.1637615+159  0.4097769+158  0.9946356+157  0.2315060+157  0.4528856+156  0.7263103+155
 0.3120000E+02  0.2692614+160  0.6258514+161  0.4681656+162  0.1574092+163  0.2373846+163  0.1916223+163  0.9470811+162  0.4175931+162  0.1842377+162  0.7319315+161  0.2595159+161  0.8360177+160  0.2492526+160  0.6963887+159  0.1827357+159  0.4516230+158  0.1064689+158  0.2335371+157  0.4317600+156  0.7068733+155
 0.3140000E+02  0.3164311+160  0.7496329+161  0.5701237+162  0.1961151+163  0.3064934+163  0.2466982+163  0.1212154+163  0.5126631+162  0.2216824+162  0.8684819+161  0.3036962+161  0.9649243+160  0.2840519+160  0.7851184+159  0.2043358+159  0.5014129+158  0.1160961+158  0.2434809+157  0.4292713+156  0.7164617+155
 0.3160000E+02  0.3713377+160  0.8966568+161  0.6931535+162  0.2437356+163  0.3953971+163  0.3172164+163  0.1560948+163  0.6312593+162  0.2670729+162  0.1031335+162  0.3555667+161  0.1113871+161  0.3236634+160  0.8850692+159  0.2287273+159  0.5592331+158  0.1283199+158  0.2619190+157  0.4488440+156  0.7588270+155
 0.3180000E+02  0.4350643+160  0.1070843+162  0.8412380+162  0.3021368+163  0.5090512+163  0.4072891+163  0.2022703+163  0.7799030+162  0.3221848+162  0.1225725+162  0.4164857+161  0.1285913+161  0.3686893+160  0.9972826+159  0.2560472+159  0.6249911+158  0.1429920+158  0.2885281+157  0.4904651+156  0.8333872+155
 0.3200000E+02  0.5087462+160  0.1276528+162  0.1018919+163  0.3735025+163  0.6532776+163  0.5222917+163  0.2637095+163  0.9671369+162  0.3891925+162  0.1457868+162  0.4880173+161  0.1484431+161  0.4197583+160  0.1122732+160  0.2863824+159  0.6983839+158  0.1598676+158  0.3222869+157  0.5509994+156  0.9359416+155
 0.3220000E+02  0.5938156+160  0.1519089+162  0.1231811+163  0.4605461+163  0.8352163+163  0.6697773+163  0.3458792+163  0.1204716+163  0.4709560+162  0.1735889+162  0.5722197+161  0.1713984+161  0.4777753+160  0.1263070+160  0.3199996+159  0.7796451+158  0.1788628+158  0.3624441+157  0.6273350+156  0.1063218+156
 0.3240000E+02  0.6916633+160  0.1804174+162  0.1486059+163  0.5663495+163  0.1063240+164  0.8602905+163  0.4560332+163  0.1508271+163  0.5709737+162  0.2069354+162  0.6714195+161  0.1979440+161  0.5436249+160  0.1419664+160  0.3570407+159  0.8685834+158  0.1997699+158  0.4079127+157  0.7157837+156  0.1210829+156
 0.3260000E+02  0.8042091+160  0.2139140+162  0.1789494+163  0.6948106+163  0.1347972+164  0.1109438+164  0.6039415+163  0.1900077+163  0.6940404+162  0.2471432+162  0.7888909+161  0.2287984+161  0.6187496+160  0.1595287+160  0.3980244+159  0.9661110+158  0.2227176+158  0.4585944+157  0.8152962+156  0.1378744+156
