 0.8800000E+01  0.1677387+156  0.3421477+156  0.2534687+156  0.6546069+156  0.1792598+157  0.3260834+157  0.4853413+157  0.6390075+157  0.7692919+157  0.8572826+157  0.8861222+157  0.8503669+157  0.7623430+157  0.6372693+157  0.4831839+157  0.3159192+157  0.1657641+157  0.6021769+156  0.1072732+156  0.4887145+155
 0.9000000E+01  0.1671870+156  0.3530330+156  0.2503313+156  0.6086336+156  0.1793499+157  0.3333395+157  0.5004857+157  0.6607685+157  0.7947454+157  0.8825698+157  0.9076171+157  0.8660322+157  0.7719855+157  0.6413382+157  0.4830522+157  0.3129914+157  0.1617167+157  0.5704567+156  0.1040533+156  0.5284690+155
 0.9200000E+01  0.1663126+156  0.3650885+156  0.2567221+156  0.5597719+156  0.1793181+157  0.3408157+157  0.5163029+157  0.6835865+157  0.8214301+157  0.9090131+157  0.9300201+157  0.8823088+157  0.7819349+157  0.6454310+157  0.4827626+157  0.3098768+157  0.1575791+157  0.5396619+156  0.1046573+156  0.5636367+155
 0.9400000E+01  0.1650613+156  0.3781141+156  0.2729766+156  0.5081976+156  0.1791736+157  0.3485271+157  0.5328297+157  0.7075187+157  0.8494113+157  0.9366704+157  0.9533735+157  0.8992200+157  0.7921945+157  0.6495398+157  0.4823030+157  0.3065686+157  0.1533559+157  0.5100253+156  0.1086474+156  0.5941294+155
 0.9600000E+01  0.1633843+156  0.3919214+156  0.2984969+156  0.4543761+156  0.1789335+157  0.3564930+157  0.5501066+157  0.7326269+157  0.8787586+157  0.9656038+157  0.9777222+157  0.9167904+157  0.8027676+157  0.6536562+157  0.4816612+157  0.3030602+157  0.1490531+157  0.4818130+156  0.1153057+156  0.6199016+155
 0.9800000E+01  0.1612376+156  0.4063372+156  0.3321558+156  0.3993280+156  0.1786250+157  0.3647378+157  0.5681784+157  0.7589778+157  0.9095469+157  0.9958797+157  0.1003115+158  0.9350460+157  0.8136579+157  0.6577717+157  0.4808247+157  0.2993457+157  0.1446778+157  0.4553273+156  0.1238508+156  0.6409436+155
 0.1000000E+02  0.1585827+156  0.4212067+156  0.3727457+156  0.3451740+156  0.1782881+157  0.3732911+157  0.5870948+157  0.7866434+157  0.9418565+157  0.1027570+158  0.1029603+158  0.9540148+157  0.8248693+157  0.6618778+157  0.4797816+157  0.2954197+157  0.1402390+157  0.4309067+156  0.1335893+156  0.6572778+155
 0.1020000E+02  0.1553859+156  0.4363946+156  0.4192394+156  0.2962222+156  0.1779782+157  0.3821895+157  0.6069107+157  0.8157011+157  0.9757733+157  0.1060749+158  0.1057242+158  0.9737263+157  0.8364062+157  0.6659657+157  0.4785198+157  0.2912778+157  0.1357472+157  0.4089205+156  0.1439693+156  0.6689571+155
 0.1040000E+02  0.1516191+156  0.4517864+156  0.4708678+156  0.2606827+156  0.1777704+157  0.3914772+157  0.6276869+157  0.8462346+157  0.1011389+158  0.1095501+158  0.1086091+158  0.9942119+157  0.8482733+157  0.6700266+157  0.4770278+157  0.2869166+157  0.1312154+157  0.3897566+156  0.1545747+156  0.6760632+155
 0.1060000E+02  0.1472594+156  0.4672885+156  0.5271018+156  0.2509341+156  0.1777630+157  0.4012069+157  0.6494907+157  0.8783342+157  0.1048803+158  0.1131911+158  0.1116212+158  0.1015505+158  0.8604759+157  0.6740517+157  0.4752941+157  0.2823336+157  0.1266588+157  0.3737988+156  0.1650982+156  0.6787059+155
 0.1080000E+02  0.1422898+156  0.4828292+156  0.5876061+156  0.2767360+156  0.1780817+157  0.4114420+157  0.6723964+157  0.9120971+157  0.1088121+158  0.1170073+158  0.1147675+158  0.1037641+158  0.8730200+157  0.6780322+157  0.4733081+157  0.2775278+157  0.1220956+157  0.3613934+156  0.1753137+156  0.6770234+155
 0.1100000E+02  0.1366993+156  0.4983587+156  0.6521945+156  0.3365918+156  0.1788836+157  0.4222571+157  0.6964864+157  0.9476283+157  0.1129456+158  0.1210087+158  0.1180550+158  0.1060657+158  0.8859121+157  0.6819598+157  0.4710598+157  0.2724998+157  0.1175471+157  0.3528072+156  0.1850537+156  0.6711821+155
 0.1120000E+02  0.1304840+156  0.5138508+156  0.7207941+156  0.4223808+156  0.1803596+157  0.4337401+157  0.7218517+157  0.9850410+157  0.1172928+158  0.1252059+158  0.1214914+158  0.1084594+158  0.8991596+157  0.6858262+157  0.4685399+157  0.2672519+157  0.1130387+157  0.3481853+156  0.1941932+156  0.6613770+155
 0.1140000E+02  0.1236483+156  0.5293037+156  0.7934199+156  0.5274123+156  0.1827359+157  0.4459938+157  0.7485932+157  0.1024457+158  0.1218668+158  0.1296103+158  0.1250849+158  0.1109493+158  0.9127707+157  0.6896236+157  0.4657404+157  0.2617888+157  0.1085999+157  0.3475204+156  0.2026386+156  0.6478334+155
 0.1160000E+02  0.1162068+156  0.5447415+156  0.8701580+156  0.6480065+156  0.1862720+157  0.4591376+157  0.7768223+157  0.1066009+158  0.1266816+158  0.1342342+158  0.1288442+158  0.1135401+158  0.9267549+157  0.6933447+157  0.4626546+157  0.2561174+157  0.1042649+157  0.3506438+156  0.2103197+156  0.6308083+155
 0.1180000E+02  0.1081883+156  0.5602166+156  0.9511546+156  0.7824796+156  0.1912548+157  0.4733094+157  0.8066626+157  0.1109839+158  0.1317519+158  0.1390904+158  0.1327787+158  0.1162364+158  0.9411224+157  0.6969831+157  0.4592770+157  0.2502478+157  0.1000738+157  0.3572429+156  0.2171849+156  0.6105931+155
 0.1200000E+02  0.9964097+155  0.5758121+156  0.1036609+157  0.9302493+156  0.1979898+157  0.4886680+157  0.8382507+157  0.1156101+158  0.1370937+158  0.1441930+158  0.1368981+158  0.1190433+158  0.9558851+157  0.7005333+157  0.4556046+157  0.2441934+157  0.9607208+156  0.3668983+156  0.2231971+156  0.5875177+155
 0.1220000E+02  0.9064343+155  0.5916439+156  0.1126770+157  0.1091347+157  0.2067894+157  0.5053942+157  0.8717383+157  0.1204961+158  0.1427242+158  0.1495567+158  0.1412131+158  0.1219663+158  0.9710563+157  0.7039908+157  0.4516364+157  0.2379718+157  0.9231153+156  0.3791300+156  0.2283317+156  0.5619562+155
 0.1240000E+02  0.8132285+155  0.6078640+156  0.1221936+157  0.1266171+157  0.2179599+157  0.5236934+157  0.9072930+157  0.1256600+158  0.1486616+158  0.1551973+158  0.1457348+158  0.1250111+158  0.9866508+157  0.7073528+157  0.4473742+157  0.2316054+157  0.8884971+156  0.3934410+156  0.2325747+156  0.5343349+155
 0.1260000E+02  0.7188960+155  0.6246629+156  0.1322451+157  0.1455371+157  0.2317919+157  0.5437975+157  0.9451009+157  0.1311212+158  0.1549257+158  0.1611319+158  0.1504752+158  0.1281838+158  0.1002686+158  0.7106184+157  0.4428231+157  0.2251224+157  0.8574916+156  0.4093494+156  0.2359221+156  0.5051432+155
 0.1280000E+02  0.6270202+155  0.6422728+156  0.1428715+157  0.1659781+157  0.2485546+157  0.5659665+157  0.9853683+157  0.1369009+158  0.1615375+158  0.1673785+158  0.1554470+158  0.1314908+158  0.1019180+158  0.7137886+157  0.4379922+157  0.2185577+157  0.8307560+156  0.4264094+156  0.2383788+156  0.4749494+155
 0.1300000E+02  0.5438161+155  0.6609694+156  0.1541179+157  0.1880394+157  0.2684955+157  0.5904903+157  0.1028324+158  0.1430221+158  0.1685197+158  0.1739564+158  0.1606637+158  0.1349393+158  0.1036156+158  0.7168673+157  0.4328954+157  0.2119541+157  0.8089497+156  0.4442208+156  0.2399588+156  0.4444204+155
 0.1320000E+02  0.4797146+155  0.6810733+156  0.1660353+157  0.2118351+157  0.2918460+157  0.6176905+157  0.1074222+158  0.1495097+158  0.1758966+158  0.1808863+158  0.1661397+158  0.1385364+158  0.1053637+158  0.7198616+157  0.4275521+157  0.2053637+157  0.7926936+156  0.4624323+156  0.2406846+156  0.4143458+155
 0.1340000E+02  0.4494991+155  0.7029514+156  0.1786812+157  0.2374942+157  0.3188296+157  0.6479221+157  0.1123345+158  0.1563907+158  0.1836944+158  0.1881904+158  0.1718904+158  0.1422902+158  0.1071652+158  0.7227825+157  0.4219883+157  0.1988499+157  0.7825198+156  0.4807394+156  0.2405879+156  0.3856635+155
 0.1360000E+02  0.4661932+155  0.7270155+156  0.1921203+157  0.2651609+157  0.3496726+157  0.6815752+157  0.1176006+158  0.1636948+158  0.1919413+158  0.1958923+158  0.1779321+158  0.1462092+158  0.1090233+158  0.7256455+157  0.4162380+157  0.1924884+157  0.7788205+156  0.4988811+156  0.2397096+156  0.3594761+155
 0.1380000E+02  0.5309160+155  0.7537213+156  0.2064252+157  0.2949966+157  0.3846140+157  0.7190772+157  0.1232553+158  0.1714542+158  0.2006676+158  0.2040173+158  0.1842822+158  0.1503022+158  0.1109415+158  0.7284714+157  0.4103441+157  0.1863690+157  0.7818052+156  0.5166348+156  0.2381004+156  0.3370379+155
 0.1400000E+02  0.6336799+155  0.7835647+156  0.2216776+157  0.3271807+157  0.4239151+157  0.7608946+157  0.1293374+158  0.1797041+158  0.2099060+158  0.2125925+158  0.1909593+158  0.1545791+158  0.1129240+158  0.7312874+157  0.4043607+157  0.1805975+157  0.7914776+156  0.5338127+156  0.2358215+156  0.3196774+155
 0.1420000E+02  0.7630381+155  0.8170779+156  0.2379692+157  0.3619133+157  0.4678678+157  0.8075365+157  0.1358902+158  0.1884831+158  0.2196919+158  0.2216469+158  0.1979832+158  0.1590503+158  0.1149754+158  0.7341283+157  0.3983543+157  0.1752960+157  0.8076378+156  0.5502581+156  0.2329455+156  0.3086233+155
 0.1440000E+02  0.9108681+155  0.8548247+156  0.2554031+157  0.3994179+157  0.5168021+157  0.8595577+157  0.1429616+158  0.1978333+158  0.2300633+158  0.2312117+158  0.2053750+158  0.1637270+158  0.1171010+158  0.7370373+157  0.3924058+157  0.1706027+157  0.8299095+156  0.5658426+156  0.2295569+156  0.3047431+155
 0.1460000E+02  0.1072185+156  0.8973958+156  0.2740957+157  0.4399439+157  0.5710928+157  0.9175632+157  0.1506053+158  0.2078013+158  0.2410615+158  0.2413203+158  0.2131573+158  0.1686212+158  0.1193069+158  0.7400676+157  0.3866129+157  0.1666697+157  0.8577841+156  0.5804638+156  0.2257535+156  0.3082940+155
 0.1480000E+02  0.1243971+156  0.9454049+156  0.2941779+157  0.4837711+157  0.6311662+157  0.9822138+157  0.1588810+158  0.2184379+158  0.2527312+158  0.2520084+158  0.2213541+158  0.1737459+158  0.1215998+158  0.7432840+157  0.3810920+157  0.1636586+157  0.8906713+156  0.5940446+156  0.2216471+156  0.3188331+155
 0.1500000E+02  0.1424338+156  0.9994870+156  0.3157978+157  0.5312130+157  0.6975067+157  0.1054233+158  0.1678556+158  0.2297993+158  0.2651209+158  0.2633147+158  0.2299913+158  0.1791152+158  0.1239877+158  0.7467643+157  0.3759800+157  0.1617330+157  0.9279469+156  0.6065323+156  0.2173643+156  0.3353533+155
 0.1520000E+02  0.1612046+156  0.1060298+157  0.3391232+157  0.5826228+157  0.7706643+157  0.1134415+158  0.1776035+158  0.2419477+158  0.2782833+158  0.2752804+158  0.2390964+158  0.1847442+158  0.1264793+158  0.7506011+157  0.3714359+157  0.1610481+157  0.9689918+156  0.6178989+156  0.2130465+156  0.3565538+155
 0.1540000E+02  0.1806247+156  0.1128520+157  0.3643439+157  0.6383982+157  0.8512633+157  0.1223634+158  0.1882081+158  0.2549516+158  0.2922755+158  0.2879502+158  0.2486990+158  0.1906494+158  0.1290847+158  0.7549039+157  0.3676415+157  0.1617392+157  0.1013219+157  0.6281416+156  0.2088502+156  0.3810944+155
 0.1560000E+02  0.2006355+156  0.1204864+157  0.3916757+157  0.6989891+157  0.9400109+157  0.1322857+158  0.1997628+158  0.2688870+158  0.3071600+158  0.3013719+158  0.2588306+158  0.1968487+158  0.1318152+158  0.7598003+157  0.3648013+157  0.1639103+157  0.1060093+157  0.6372841+156  0.2049446+156  0.4077529+155
 0.1580000E+02  0.2211972+156  0.1290085+157  0.4213642+157  0.7649050+157  0.1037709+158  0.1433155+158  0.2123719+158  0.2838382+158  0.3230047+158  0.3155974+158  0.2695254+158  0.2033614+158  0.1346838+158  0.7654384+157  0.3631400+157  0.1676260+157  0.1109135+157  0.6453782+156  0.2015089+156  0.4354870+155
 0.1600000E+02  0.2422857+156  0.1384994+157  0.4536893+157  0.8367244+157  0.1145266+158  0.1555723+158  0.2261526+158  0.2998990+158  0.3398841+158  0.3306822+158  0.2808196+158  0.2102086+158  0.1377048+158  0.7719882+157  0.3628985+157  0.1729084+157  0.1159934+157  0.6525055+156  0.1987271+156  0.4634383+155
 0.1620000E+02  0.2638918+156  0.1490473+157  0.4889706+157  0.9151055+157  0.1263713+158  0.1691891+158  0.2412362+158  0.3171737+158  0.3578794+158  0.3466869+158  0.2927525+158  0.2174131+158  0.1408948+158  0.7796432+157  0.3643277+157  0.1797394+157  0.1212140+157  0.6587797+156  0.1967799+156  0.4909109+155
