 0.8005000E+00 -0.4367282E+01 -0.4040841E+01 -0.3714136E+01 -0.3387373E+01 -0.3060807E+01 -0.2734710E+01 -0.2409299E+01 -0.2081343E+01 -0.1755485E+01 -0.1428032E+01 -0.1100703E+01 -0.7738772E+00 -0.4471053E+00 -0.1206039E+00
 0.8010000E+00 -0.4367559E+01 -0.4041272E+01 -0.3714462E+01 -0.3387536E+01 -0.3061002E+01 -0.2735403E+01 -0.2411188E+01 -0.2081872E+01 -0.1756731E+01 -0.1428452E+01 -0.1100385E+01 -0.7733316E+00 -0.4463865E+00 -0.1199836E+00
 0.8015000E+00 -0.4367837E+01 -0.4041701E+01 -0.3714786E+01 -0.3387699E+01 -0.3061198E+01 -0.2736093E+01 -0.2413081E+01 -0.2082404E+01 -0.1757955E+01 -0.1428880E+01 -0.1100067E+01 -0.7727852E+00 -0.4456668E+00 -0.1193635E+00
 0.8020000E+00 -0.4368117E+01 -0.4042129E+01 -0.3715110E+01 -0.3387863E+01 -0.3061394E+01 -0.2736781E+01 -0.2414979E+01 -0.2082939E+01 -0.1759158E+01 -0.1429314E+01 -0.1099749E+01 -0.7722377E+00 -0.4449461E+00 -0.1187437E+00
 0.8025000E+00 -0.4368398E+01 -0.4042555E+01 -0.3715433E+01 -0.3388027E+01 -0.3061591E+01 -0.2737466E+01 -0.2416880E+01 -0.2083477E+01 -0.1760342E+01 -0.1429756E+01 -0.1099431E+01 -0.7716894E+00 -0.4442246E+00 -0.1181241E+00
 0.8030000E+00 -0.4368681E+01 -0.4042980E+01 -0.3715756E+01 -0.3388191E+01 -0.3061788E+01 -0.2738148E+01 -0.2418785E+01 -0.2084018E+01 -0.1761506E+01 -0.1430206E+01 -0.1099112E+01 -0.7711401E+00 -0.4435021E+00 -0.1175049E+00
 0.8035000E+00 -0.4368965E+01 -0.4043403E+01 -0.3716077E+01 -0.3388356E+01 -0.3061986E+01 -0.2738828E+01 -0.2420692E+01 -0.2084561E+01 -0.1762653E+01 -0.1430663E+01 -0.1098794E+01 -0.7705900E+00 -0.4427788E+00 -0.1168860E+00
 0.8040000E+00 -0.4369252E+01 -0.4043826E+01 -0.3716398E+01 -0.3388521E+01 -0.3062184E+01 -0.2739505E+01 -0.2422602E+01 -0.2085108E+01 -0.1763782E+01 -0.1431129E+01 -0.1098475E+01 -0.7700389E+00 -0.4420545E+00 -0.1162674E+00
 0.8045000E+00 -0.4369540E+01 -0.4044246E+01 -0.3716717E+01 -0.3388687E+01 -0.3062383E+01 -0.2740180E+01 -0.2424515E+01 -0.2085658E+01 -0.1764895E+01 -0.1431602E+01 -0.1098156E+01 -0.7694869E+00 -0.4413294E+00 -0.1156490E+00
 0.8050000E+00 -0.4369830E+01 -0.4044666E+01 -0.3717037E+01 -0.3388853E+01 -0.3062582E+01 -0.2740852E+01 -0.2426429E+01 -0.2086211E+01 -0.1765992E+01 -0.1432084E+01 -0.1097837E+01 -0.7689339E+00 -0.4406034E+00 -0.1150310E+00
 0.8055000E+00 -0.4370121E+01 -0.4045084E+01 -0.3717355E+01 -0.3389019E+01 -0.3062782E+01 -0.2741521E+01 -0.2428345E+01 -0.2086766E+01 -0.1767073E+01 -0.1432574E+01 -0.1097517E+01 -0.7683801E+00 -0.4398765E+00 -0.1144133E+00
 0.8060000E+00 -0.4370415E+01 -0.4045502E+01 -0.3717672E+01 -0.3389186E+01 -0.3062982E+01 -0.2742189E+01 -0.2430262E+01 -0.2087325E+01 -0.1768140E+01 -0.1433073E+01 -0.1097198E+01 -0.7678253E+00 -0.4391487E+00 -0.1137959E+00
 0.8065000E+00 -0.4370711E+01 -0.4045918E+01 -0.3717989E+01 -0.3389353E+01 -0.3063183E+01 -0.2742853E+01 -0.2432180E+01 -0.2087887E+01 -0.1769193E+01 -0.1433581E+01 -0.1096878E+01 -0.7672696E+00 -0.4384201E+00 -0.1131787E+00
 0.8070000E+00 -0.4371010E+01 -0.4046333E+01 -0.3718305E+01 -0.3389521E+01 -0.3063384E+01 -0.2743515E+01 -0.2434099E+01 -0.2088452E+01 -0.1770232E+01 -0.1434098E+01 -0.1096558E+01 -0.7667130E+00 -0.4376906E+00 -0.1125619E+00
 0.8075000E+00 -0.4371310E+01 -0.4046747E+01 -0.3718621E+01 -0.3389689E+01 -0.3063586E+01 -0.2744175E+01 -0.2436017E+01 -0.2089020E+01 -0.1771259E+01 -0.1434623E+01 -0.1096238E+01 -0.7661555E+00 -0.4369603E+00 -0.1119454E+00
 0.8080000E+00 -0.4371613E+01 -0.4047160E+01 -0.3718935E+01 -0.3389858E+01 -0.3063788E+01 -0.2744833E+01 -0.2437935E+01 -0.2089591E+01 -0.1772272E+01 -0.1435159E+01 -0.1095918E+01 -0.7655971E+00 -0.4362291E+00 -0.1113292E+00
 0.8085000E+00 -0.4371918E+01 -0.4047572E+01 -0.3719249E+01 -0.3390026E+01 -0.3063991E+01 -0.2745488E+01 -0.2439853E+01 -0.2090166E+01 -0.1773274E+01 -0.1435703E+01 -0.1095598E+01 -0.7650378E+00 -0.4354970E+00 -0.1107133E+00
 0.8090000E+00 -0.4372226E+01 -0.4047983E+01 -0.3719562E+01 -0.3390196E+01 -0.3064194E+01 -0.2746141E+01 -0.2441769E+01 -0.2090743E+01 -0.1774263E+01 -0.1436258E+01 -0.1095278E+01 -0.7644775E+00 -0.4347642E+00 -0.1100978E+00
 0.8095000E+00 -0.4372536E+01 -0.4048394E+01 -0.3719875E+01 -0.3390365E+01 -0.3064398E+01 -0.2746791E+01 -0.2443684E+01 -0.2091324E+01 -0.1775242E+01 -0.1436823E+01 -0.1094957E+01 -0.7639163E+00 -0.4340305E+00 -0.1094825E+00
 0.8100000E+00 -0.4372849E+01 -0.4048803E+01 -0.3720187E+01 -0.3390535E+01 -0.3064602E+01 -0.2747440E+01 -0.2445597E+01 -0.2091908E+01 -0.1776209E+01 -0.1437398E+01 -0.1094636E+01 -0.7633543E+00 -0.4332959E+00 -0.1088676E+00
 0.8105000E+00 -0.4373165E+01 -0.4049212E+01 -0.3720498E+01 -0.3390706E+01 -0.3064807E+01 -0.2748086E+01 -0.2447507E+01 -0.2092495E+01 -0.1777166E+01 -0.1437983E+01 -0.1094315E+01 -0.7627913E+00 -0.4325606E+00 -0.1082529E+00
 0.8110000E+00 -0.4373483E+01 -0.4049620E+01 -0.3720809E+01 -0.3390877E+01 -0.3065012E+01 -0.2748729E+01 -0.2449416E+01 -0.2093085E+01 -0.1778113E+01 -0.1438579E+01 -0.1093994E+01 -0.7622274E+00 -0.4318244E+00 -0.1076386E+00
 0.8115000E+00 -0.4373804E+01 -0.4050028E+01 -0.3721119E+01 -0.3391048E+01 -0.3065218E+01 -0.2749371E+01 -0.2451321E+01 -0.2093679E+01 -0.1779050E+01 -0.1439186E+01 -0.1093673E+01 -0.7616626E+00 -0.4310874E+00 -0.1070246E+00
 0.8120000E+00 -0.4374128E+01 -0.4050434E+01 -0.3721428E+01 -0.3391219E+01 -0.3065425E+01 -0.2750010E+01 -0.2453223E+01 -0.2094276E+01 -0.1779977E+01 -0.1439805E+01 -0.1093352E+01 -0.7610969E+00 -0.4303496E+00 -0.1064109E+00
 0.8125000E+00 -0.4374455E+01 -0.4050840E+01 -0.3721737E+01 -0.3391391E+01 -0.3065631E+01 -0.2750648E+01 -0.2455122E+01 -0.2094876E+01 -0.1780895E+01 -0.1440435E+01 -0.1093031E+01 -0.7605303E+00 -0.4296110E+00 -0.1057976E+00
 0.8130000E+00 -0.4374784E+01 -0.4051246E+01 -0.3722045E+01 -0.3391564E+01 -0.3065839E+01 -0.2751283E+01 -0.2457017E+01 -0.2095480E+01 -0.1781805E+01 -0.1441077E+01 -0.1092709E+01 -0.7599627E+00 -0.4288716E+00 -0.1051845E+00
 0.8135000E+00 -0.4375117E+01 -0.4051651E+01 -0.3722352E+01 -0.3391737E+01 -0.3066047E+01 -0.2751916E+01 -0.2458907E+01 -0.2096086E+01 -0.1782705E+01 -0.1441730E+01 -0.1092387E+01 -0.7593943E+00 -0.4281314E+00 -0.1045718E+00
 0.8140000E+00 -0.4375452E+01 -0.4052055E+01 -0.3722659E+01 -0.3391910E+01 -0.3066255E+01 -0.2752547E+01 -0.2460794E+01 -0.2096697E+01 -0.1783597E+01 -0.1442397E+01 -0.1092066E+01 -0.7588250E+00 -0.4273905E+00 -0.1039594E+00
 0.8145000E+00 -0.4375791E+01 -0.4052459E+01 -0.3722966E+01 -0.3392083E+01 -0.3066464E+01 -0.2753176E+01 -0.2462675E+01 -0.2097310E+01 -0.1784481E+01 -0.1443076E+01 -0.1091744E+01 -0.7582548E+00 -0.4266487E+00 -0.1033473E+00
 0.8150000E+00 -0.4376133E+01 -0.4052863E+01 -0.3723271E+01 -0.3392257E+01 -0.3066673E+01 -0.2753803E+01 -0.2464551E+01 -0.2097928E+01 -0.1785358E+01 -0.1443768E+01 -0.1091422E+01 -0.7576836E+00 -0.4259062E+00 -0.1027355E+00
 0.8155000E+00 -0.4376478E+01 -0.4053266E+01 -0.3723577E+01 -0.3392432E+01 -0.3066883E+01 -0.2754427E+01 -0.2466422E+01 -0.2098548E+01 -0.1786226E+01 -0.1444473E+01 -0.1091099E+01 -0.7571116E+00 -0.4251629E+00 -0.1021240E+00
 0.8160000E+00 -0.4376826E+01 -0.4053668E+01 -0.3723881E+01 -0.3392607E+01 -0.3067094E+01 -0.2755050E+01 -0.2468287E+01 -0.2099172E+01 -0.1787087E+01 -0.1445192E+01 -0.1090777E+01 -0.7565386E+00 -0.4244188E+00 -0.1015129E+00
 0.8165000E+00 -0.4377177E+01 -0.4054071E+01 -0.3724185E+01 -0.3392782E+01 -0.3067304E+01 -0.2755671E+01 -0.2470146E+01 -0.2099800E+01 -0.1787941E+01 -0.1445926E+01 -0.1090455E+01 -0.7559648E+00 -0.4236740E+00 -0.1009021E+00
 0.8170000E+00 -0.4377532E+01 -0.4054472E+01 -0.3724489E+01 -0.3392957E+01 -0.3067516E+01 -0.2756290E+01 -0.2471999E+01 -0.2100431E+01 -0.1788788E+01 -0.1446673E+01 -0.1090132E+01 -0.7553900E+00 -0.4229285E+00 -0.1002916E+00
