 0.8000000E+00  0.3869668E-01  0.1460639E+00  0.2462974E+00  0.3186386E+00  0.4437187E+00  0.6144091E+00  0.7334032E+00  0.6981430E+00  0.1077120E+01  0.2334797E+01  0.3465257E+01  0.3801334E+01  0.3221702E+01  0.2822243E+01  0.3071174E+01  0.2651612E+01  0.1519424E+01  0.5553747E+00  0.1384375E+00
 0.8005000E+00  0.3884909E-01  0.1463871E+00  0.2466153E+00  0.3199653E+00  0.4473535E+00  0.6195085E+00  0.7342372E+00  0.6973078E+00  0.1070077E+01  0.2315410E+01  0.3447152E+01  0.3796221E+01  0.3227620E+01  0.2838844E+01  0.3100809E+01  0.2681622E+01  0.1529119E+01  0.5512162E+00  0.1372914E+00
 0.8010000E+00  0.3892744E-01  0.1464333E+00  0.2464738E+00  0.3207125E+00  0.4501805E+00  0.6234311E+00  0.7335433E+00  0.6947501E+00  0.1060958E+01  0.2292133E+01  0.3422830E+01  0.3783944E+01  0.3227275E+01  0.2849957E+01  0.3124743E+01  0.2707002E+01  0.1536211E+01  0.5460286E+00  0.1358879E+00
 0.8015000E+00  0.3900534E-01  0.1464759E+00  0.2463297E+00  0.3214672E+00  0.4530216E+00  0.6273757E+00  0.7328498E+00  0.6921074E+00  0.1051920E+01  0.2269076E+01  0.3398562E+01  0.3771566E+01  0.3226781E+01  0.2861030E+01  0.3148882E+01  0.2732724E+01  0.1543530E+01  0.5409023E+00  0.1344918E+00
 0.8020000E+00  0.3908270E-01  0.1465148E+00  0.2461830E+00  0.3222286E+00  0.4558738E+00  0.6313378E+00  0.7321582E+00  0.6893863E+00  0.1042971E+01  0.2246257E+01  0.3374371E+01  0.3759101E+01  0.3226139E+01  0.2872053E+01  0.3173202E+01  0.2758766E+01  0.1551072E+01  0.5358432E+00  0.1331045E+00
 0.8025000E+00  0.3915949E-01  0.1465501E+00  0.2460338E+00  0.3229965E+00  0.4587366E+00  0.6353169E+00  0.7314699E+00  0.6865913E+00  0.1034109E+01  0.2223670E+01  0.3350258E+01  0.3746550E+01  0.3225350E+01  0.2883022E+01  0.3197703E+01  0.2785130E+01  0.1558840E+01  0.5308520E+00  0.1317264E+00
 0.8030000E+00  0.3923570E-01  0.1465815E+00  0.2458820E+00  0.3237709E+00  0.4616096E+00  0.6393122E+00  0.7307860E+00  0.6837267E+00  0.1025333E+01  0.2201310E+01  0.3326222E+01  0.3733916E+01  0.3224415E+01  0.2893936E+01  0.3222385E+01  0.2811819E+01  0.1566836E+01  0.5259298E+00  0.1303574E+00
 0.8035000E+00  0.3931131E-01  0.1466092E+00  0.2457275E+00  0.3245516E+00  0.4644923E+00  0.6433232E+00  0.7301075E+00  0.6807968E+00  0.1016641E+01  0.2179173E+01  0.3302264E+01  0.3721201E+01  0.3223334E+01  0.2904793E+01  0.3247247E+01  0.2838835E+01  0.1575061E+01  0.5210776E+00  0.1289979E+00
 0.8040000E+00  0.3938631E-01  0.1466329E+00  0.2455704E+00  0.3253386E+00  0.4673843E+00  0.6473493E+00  0.7294356E+00  0.6778057E+00  0.1008034E+01  0.2157253E+01  0.3278383E+01  0.3708407E+01  0.3222108E+01  0.2915592E+01  0.3272288E+01  0.2866180E+01  0.1583519E+01  0.5162961E+00  0.1276479E+00
 0.8045000E+00  0.3946067E-01  0.1466527E+00  0.2454105E+00  0.3261317E+00  0.4702852E+00  0.6513896E+00  0.7287712E+00  0.6747572E+00  0.9995099E+00  0.2135547E+01  0.3254580E+01  0.3695536E+01  0.3220738E+01  0.2926331E+01  0.3297510E+01  0.2893857E+01  0.1592212E+01  0.5115864E+00  0.1263077E+00
 0.8050000E+00  0.3953438E-01  0.1466685E+00  0.2452479E+00  0.3269308E+00  0.4731944E+00  0.6554434E+00  0.7281151E+00  0.6716551E+00  0.9910685E+00  0.2114051E+01  0.3230855E+01  0.3682590E+01  0.3219225E+01  0.2937008E+01  0.3322910E+01  0.2921868E+01  0.1601141E+01  0.5069494E+00  0.1249774E+00
 0.8055000E+00  0.3960741E-01  0.1466802E+00  0.2450824E+00  0.3277357E+00  0.4761115E+00  0.6595101E+00  0.7274681E+00  0.6685031E+00  0.9827091E+00  0.2092762E+01  0.3207209E+01  0.3669571E+01  0.3217569E+01  0.2947621E+01  0.3348489E+01  0.2950215E+01  0.1610309E+01  0.5023859E+00  0.1236572E+00
 0.8060000E+00  0.3967975E-01  0.1466878E+00  0.2449141E+00  0.3285463E+00  0.4790359E+00  0.6635888E+00  0.7268310E+00  0.6653046E+00  0.9744315E+00  0.2071676E+01  0.3183642E+01  0.3656482E+01  0.3215770E+01  0.2958168E+01  0.3374246E+01  0.2978901E+01  0.1619717E+01  0.4978970E+00  0.1223472E+00
 0.8065000E+00  0.3975137E-01  0.1466911E+00  0.2447428E+00  0.3293624E+00  0.4819672E+00  0.6676787E+00  0.7262045E+00  0.6620629E+00  0.9662353E+00  0.2050790E+01  0.3160154E+01  0.3643325E+01  0.3213830E+01  0.2968647E+01  0.3400181E+01  0.3007928E+01  0.1629369E+01  0.4934836E+00  0.1210476E+00
 0.8070000E+00  0.3982226E-01  0.1466902E+00  0.2445685E+00  0.3301839E+00  0.4849049E+00  0.6717790E+00  0.7255891E+00  0.6587814E+00  0.9581204E+00  0.2030102E+01  0.3136747E+01  0.3630101E+01  0.3211750E+01  0.2979056E+01  0.3426293E+01  0.3037298E+01  0.1639265E+01  0.4891465E+00  0.1197586E+00
 0.8075000E+00  0.3989238E-01  0.1466850E+00  0.2443912E+00  0.3310106E+00  0.4878483E+00  0.6758888E+00  0.7249855E+00  0.6554631E+00  0.9500866E+00  0.2009609E+01  0.3113421E+01  0.3616813E+01  0.3209529E+01  0.2989394E+01  0.3452582E+01  0.3067013E+01  0.1649409E+01  0.4848866E+00  0.1184804E+00
 0.8080000E+00  0.3996172E-01  0.1466753E+00  0.2442107E+00  0.3318424E+00  0.4907971E+00  0.6800073E+00  0.7243939E+00  0.6521110E+00  0.9421338E+00  0.1989309E+01  0.3090176E+01  0.3603464E+01  0.3207168E+01  0.2999657E+01  0.3479046E+01  0.3097076E+01  0.1659801E+01  0.4807050E+00  0.1172131E+00
 0.8085000E+00  0.4003026E-01  0.1466612E+00  0.2440271E+00  0.3326790E+00  0.4937505E+00  0.6841334E+00  0.7238150E+00  0.6487280E+00  0.9342622E+00  0.1969198E+01  0.3067013E+01  0.3590055E+01  0.3204669E+01  0.3009845E+01  0.3505685E+01  0.3127488E+01  0.1670445E+01  0.4766025E+00  0.1159569E+00
 0.8090000E+00  0.4009797E-01  0.1466425E+00  0.2438403E+00  0.3335202E+00  0.4967082E+00  0.6882663E+00  0.7232489E+00  0.6453168E+00  0.9264716E+00  0.1949277E+01  0.3043934E+01  0.3576588E+01  0.3202032E+01  0.3019954E+01  0.3532499E+01  0.3158253E+01  0.1681342E+01  0.4725801E+00  0.1147119E+00
 0.8095000E+00  0.4016483E-01  0.1466192E+00  0.2436501E+00  0.3343660E+00  0.4996694E+00  0.6924050E+00  0.7226960E+00  0.6418801E+00  0.9187624E+00  0.1929541E+01  0.3020937E+01  0.3563065E+01  0.3199256E+01  0.3029984E+01  0.3559487E+01  0.3189372E+01  0.1692494E+01  0.4686386E+00  0.1134784E+00
 0.8100000E+00  0.4023081E-01  0.1465913E+00  0.2434566E+00  0.3352161E+00  0.5026337E+00  0.6965485E+00  0.7221564E+00  0.6384206E+00  0.9111347E+00  0.1909991E+01  0.2998026E+01  0.3549490E+01  0.3196344E+01  0.3039931E+01  0.3586647E+01  0.3220847E+01  0.1703903E+01  0.4647791E+00  0.1122566E+00
 0.8105000E+00  0.4029590E-01  0.1465586E+00  0.2432597E+00  0.3360702E+00  0.5056005E+00  0.7006958E+00  0.7216304E+00  0.6349406E+00  0.9035886E+00  0.1890623E+01  0.2975199E+01  0.3535863E+01  0.3193296E+01  0.3049793E+01  0.3613980E+01  0.3252680E+01  0.1715572E+01  0.4610023E+00  0.1110465E+00
 0.8110000E+00  0.4036006E-01  0.1465212E+00  0.2430593E+00  0.3369282E+00  0.5085690E+00  0.7048458E+00  0.7211180E+00  0.6314425E+00  0.8961246E+00  0.1871436E+01  0.2952457E+01  0.3522187E+01  0.3190111E+01  0.3059569E+01  0.3641485E+01  0.3284875E+01  0.1727502E+01  0.4573093E+00  0.1098484E+00
 0.8115000E+00  0.4042327E-01  0.1464788E+00  0.2428553E+00  0.3377900E+00  0.5115389E+00  0.7089976E+00  0.7206193E+00  0.6279286E+00  0.8887430E+00  0.1852429E+01  0.2929803E+01  0.3508463E+01  0.3186792E+01  0.3069255E+01  0.3669160E+01  0.3317433E+01  0.1739696E+01  0.4537009E+00  0.1086625E+00
 0.8120000E+00  0.4048551E-01  0.1464316E+00  0.2426478E+00  0.3386552E+00  0.5145093E+00  0.7131499E+00  0.7201343E+00  0.6244011E+00  0.8814441E+00  0.1833601E+01  0.2907235E+01  0.3494695E+01  0.3183337E+01  0.3078851E+01  0.3697006E+01  0.3350356E+01  0.1752155E+01  0.4501781E+00  0.1074890E+00
 0.8125000E+00  0.4054676E-01  0.1463793E+00  0.2424365E+00  0.3395237E+00  0.5174798E+00  0.7173017E+00  0.7196628E+00  0.6208620E+00  0.8742283E+00  0.1814950E+01  0.2884755E+01  0.3480884E+01  0.3179749E+01  0.3088352E+01  0.3725021E+01  0.3383647E+01  0.1764882E+01  0.4467419E+00  0.1063281E+00
 0.8130000E+00  0.4060699E-01  0.1463220E+00  0.2422215E+00  0.3403952E+00  0.5204497E+00  0.7214520E+00  0.7192049E+00  0.6173135E+00  0.8670962E+00  0.1796474E+01  0.2862364E+01  0.3467032E+01  0.3176027E+01  0.3097758E+01  0.3753204E+01  0.3417308E+01  0.1777879E+01  0.4433931E+00  0.1051798E+00
 0.8135000E+00  0.4066617E-01  0.1462596E+00  0.2420028E+00  0.3412696E+00  0.5234183E+00  0.7255995E+00  0.7187602E+00  0.6137573E+00  0.8600483E+00  0.1778174E+01  0.2840062E+01  0.3453141E+01  0.3172173E+01  0.3107066E+01  0.3781555E+01  0.3451341E+01  0.1791147E+01  0.4401328E+00  0.1040446E+00
 0.8140000E+00  0.4072429E-01  0.1461920E+00  0.2417802E+00  0.3421465E+00  0.5263850E+00  0.7297430E+00  0.7183286E+00  0.6101955E+00  0.8530850E+00  0.1760048E+01  0.2817850E+01  0.3439213E+01  0.3168186E+01  0.3116273E+01  0.3810073E+01  0.3485749E+01  0.1804690E+01  0.4369617E+00  0.1029225E+00
 0.8145000E+00  0.4078132E-01  0.1461192E+00  0.2415536E+00  0.3430259E+00  0.5293492E+00  0.7338815E+00  0.7179098E+00  0.6066298E+00  0.8462070E+00  0.1742094E+01  0.2795729E+01  0.3425249E+01  0.3164067E+01  0.3125378E+01  0.3838758E+01  0.3520534E+01  0.1818509E+01  0.4338810E+00  0.1018138E+00
 0.8150000E+00  0.4083723E-01  0.1460410E+00  0.2413231E+00  0.3439073E+00  0.5323102E+00  0.7380136E+00  0.7175035E+00  0.6030618E+00  0.8394150E+00  0.1724313E+01  0.2773699E+01  0.3411253E+01  0.3159817E+01  0.3134377E+01  0.3867607E+01  0.3555700E+01  0.1832607E+01  0.4308915E+00  0.1007186E+00
 0.8155000E+00  0.4089200E-01  0.1459575E+00  0.2410886E+00  0.3447907E+00  0.5352674E+00  0.7421383E+00  0.7171093E+00  0.5994933E+00  0.8327096E+00  0.1706702E+01  0.2751760E+01  0.3397226E+01  0.3155436E+01  0.3143269E+01  0.3896622E+01  0.3591247E+01  0.1846985E+01  0.4279941E+00  0.9963730E-01
