-0.5005005E-01  0.1508399E-05
-0.3003003E-01  0.4173831E-05
-0.1001001E-01  0.1086298E-04
 0.1001001E-01  0.2653894E-04
 0.3003003E-01  0.6071307E-04
 0.5005005E-01  0.1296740E-03
 0.7007007E-01  0.2576264E-03
 0.9009009E-01  0.4738720E-03
 0.1101101E+00  0.8020979E-03
 0.1301301E+00  0.1239271E-02
 0.1501502E+00  0.1728209E-02
 0.1701702E+00  0.2140069E-02
 0.1901902E+00  0.2294740E-02
 0.2102102E+00  0.2043602E-02
 0.2302302E+00  0.1403874E-02
 0.2502503E+00  0.6690917E-03
 0.2702703E+00  0.3691996E-03
 0.2902903E+00  0.9931823E-03
 0.3103103E+00  0.2562948E-02
 0.3303303E+00  0.4376379E-02
 0.3503504E+00  0.5287239E-02
 0.3703704E+00  0.4548791E-02
 0.3903904E+00  0.2637751E-02
 0.4104104E+00  0.1169875E-02
 0.4304304E+00  0.1614818E-02
 0.4504505E+00  0.3816521E-02
 0.4704705E+00  0.6034132E-02
 0.4904905E+00  0.7041688E-02
 0.5105105E+00  0.8319655E-02
 0.5305305E+00  0.1329432E-01
 0.5505506E+00  0.2318846E-01
 0.5705706E+00  0.3354120E-01
 0.5905906E+00  0.3646169E-01
 0.6106106E+00  0.2825421E-01
 0.6306306E+00  0.1498449E-01
 0.6506507E+00  0.8727739E-02
 0.6706707E+00  0.1662490E-01
 0.6906907E+00  0.3367429E-01
 0.7107107E+00  0.4722563E-01
 0.7307307E+00  0.4870006E-01
 0.7507508E+00  0.4066941E-01
 0.7707708E+00  0.3355820E-01
 0.7907908E+00  0.3715359E-01
 0.8108108E+00  0.5460405E-01
 0.8308308E+00  0.8111393E-01
 0.8508509E+00  0.1062813E+00
 0.8708709E+00  0.1198485E+00
 0.8908909E+00  0.1189087E+00
 0.9109109E+00  0.1118554E+00
 0.9309309E+00  0.1180925E+00
 0.9509510E+00  0.1654872E+00
 0.9709710E+00  0.2771458E+00
 0.9909910E+00  0.4359754E+00
 0.1011011E+01  0.5553056E+00
 0.1031031E+01  0.5283407E+00
 0.1051051E+01  0.3676259E+00
 0.1071071E+01  0.2813622E+00
 0.1091091E+01  0.4994036E+00
 0.1111111E+01  0.9447761E+00
 0.1131131E+01  0.1175917E+01
 0.1151151E+01  0.8494926E+00
 0.1171171E+01  0.2625853E+00
 0.1191191E+01  0.1914437E+00
 0.1211211E+01  0.9750370E+00
 0.1231231E+01  0.1904623E+01
 0.1251251E+01  0.1896741E+01
 0.1271271E+01  0.8611699E+00
 0.1291291E+01  0.2167194E-01
 0.1311311E+01  0.5217715E+00
 0.1331331E+01  0.1912200E+01
 0.1351351E+01  0.2555973E+01
 0.1371371E+01  0.1651272E+01
 0.1391391E+01  0.3332593E+00
 0.1411411E+01  0.3113092E+00
 0.1431431E+01  0.1686401E+01
 0.1451451E+01  0.2781541E+01
 0.1471471E+01  0.2265233E+01
 0.1491491E+01  0.8385863E+00
 0.1511512E+01  0.3095536E+00
 0.1531532E+01  0.1286981E+01
 0.1551552E+01  0.2474183E+01
 0.1571572E+01  0.2381912E+01
 0.1591592E+01  0.1169442E+01
 0.1611612E+01  0.3142465E+00
 0.1631632E+01  0.7037894E+00
 0.1651652E+01  0.1639586E+01
 0.1671672E+01  0.1861388E+01
 0.1691692E+01  0.1112082E+01
 0.1711712E+01  0.3033490E+00
 0.1731732E+01  0.2858472E+00
 0.1751752E+01  0.8784911E+00
 0.1771772E+01  0.1241608E+01
 0.1791792E+01  0.9358767E+00
 0.1811812E+01  0.3419136E+00
 0.1831832E+01  0.9099166E-01
 0.1851852E+01  0.3320060E+00
 0.1871872E+01  0.6677454E+00
 0.1891892E+01  0.6847523E+00
 0.1911912E+01  0.3838918E+00
 0.1931932E+01  0.8780226E-01
 0.1951952E+01  0.4643232E-01
 0.1971972E+01  0.2109433E+00
 0.1991992E+01  0.3533952E+00
 0.2012012E+01  0.3240901E+00
 0.2032032E+01  0.1672139E+00
 0.2052052E+01  0.3012361E-01
 0.2072072E+01  0.8503321E-02
 0.2092092E+01  0.8094584E-01
 0.2112112E+01  0.1593344E+00
 0.2132132E+01  0.1761348E+00
 0.2152152E+01  0.1277874E+00
 0.2172172E+01  0.5699448E-01
 0.2192192E+01  0.9009486E-02
 0.2212212E+01  0.2046253E-02
 0.2232232E+01  0.2584957E-01
 0.2252252E+01  0.5782363E-01
 0.2272272E+01  0.7955395E-01
 0.2292292E+01  0.8408565E-01
 0.2312312E+01  0.7423148E-01
 0.2332332E+01  0.5705115E-01
 0.2352352E+01  0.3909984E-01
 0.2372372E+01  0.2426542E-01
 0.2392392E+01  0.1378079E-01
 0.2412412E+01  0.7216575E-02
 0.2432432E+01  0.3504528E-02
 0.2452452E+01  0.1585175E-02
 0.2472472E+01  0.6701663E-03
 0.2492492E+01  0.2655595E-03
 0.2512513E+01  0.9885768E-04
 0.2532533E+01  0.3463812E-04
 0.2552553E+01  0.1144158E-04
 0.2572573E+01  0.3567733E-05
 0.2592593E+01  0.1051412E-05
