 0.1000000E-01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01  0.1006569E+01
 0.2000000E-01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01  0.1013039E+01
 0.3000000E-01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01  0.1019409E+01
 0.4000000E-01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01  0.1025679E+01
 0.5000000E-01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01  0.1031849E+01
 0.6000000E-01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01  0.1037918E+01
 0.7000000E-01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01  0.1043887E+01
 0.8000000E-01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01  0.1049756E+01
 0.9000000E-01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01  0.1055523E+01
 0.1000000E+00  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01  0.1061189E+01
 0.1100000E+00  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01  0.1066754E+01
 0.1200000E+00  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01  0.1072217E+01
 0.1300000E+00  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01  0.1077579E+01
 0.1400000E+00  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01  0.1082839E+01
 0.1500000E+00  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01  0.1087997E+01
 0.1600000E+00  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01  0.1093053E+01
 0.1700000E+00  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01  0.1098007E+01
 0.1800000E+00  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01  0.1102858E+01
 0.1900000E+00  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01  0.1107607E+01
 0.2000000E+00  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01  0.1112254E+01
 0.2100000E+00  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01  0.1116798E+01
 0.2200000E+00  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01  0.1121239E+01
 0.2300000E+00  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01  0.1125578E+01
 0.2400000E+00  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01  0.1129814E+01
 0.2500000E+00  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01  0.1133946E+01
 0.2600000E+00  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01  0.1137976E+01
