 0.1000000E+00  0.2000531E+00  0.2477591E+00  0.2374337E+00  0.1840633E+00  0.1092342E+00  0.3520548E-01 -0.3318287E-01 -0.9754701E-01 -0.1529269E+00 -0.1764996E+00 -0.1451500E+00 -0.4197156E-01
 0.2000000E+00  0.4002209E+00  0.4958897E+00  0.4756272E+00  0.3686598E+00  0.2187642E+00  0.7051114E-01 -0.6646309E-01 -0.1953911E+00 -0.3064022E+00 -0.3537935E+00 -0.2907006E+00 -0.8405403E-01
 0.3000000E+00  0.6011891E+00  0.7441510E+00  0.7142807E+00  0.5533292E+00  0.3282547E+00  0.1058051E+00 -0.9973405E-01 -0.2932050E+00 -0.4599832E+00 -0.5316107E+00 -0.4364272E+00 -0.1269150E+00
 0.4000000E+00  0.8034327E+00  0.9926009E+00  0.9536304E+00  0.7381076E+00  0.4376858E+00  0.1410813E+00 -0.1329911E+00 -0.3909738E+00 -0.6137225E+00 -0.7102195E+00 -0.5824117E+00 -0.1710149E+00
 0.5000000E+00  0.1007507E+01  0.1241289E+01  0.1193919E+01  0.9230306E+00  0.5470378E+00  0.1763340E+00 -0.1662295E+00 -0.4886822E+00 -0.7676720E+00 -0.8898952E+00 -0.7287283E+00 -0.2168911E+00
 0.6000000E+00  0.1214062E+01  0.1490253E+01  0.1435396E+01  0.1108133E+01  0.6562908E+00  0.2115571E+00 -0.1994445E+00 -0.5863151E+00 -0.9218829E+00 -0.1070922E+01 -0.8754424E+00 -0.2651729E+00
 0.7000000E+00  0.1423849E+01  0.1739520E+01  0.1678323E+01  0.1293449E+01  0.7654249E+00  0.2467445E+00 -0.2326312E+00 -0.6838575E+00 -0.1076405E+01 -0.1253596E+01 -0.1022609E+01 -0.3165860E+00
 0.8000000E+00  0.1637708E+01  0.1989103E+01  0.1922972E+01  0.1479012E+01  0.8744203E+00  0.2818902E+00 -0.2657849E+00 -0.7812941E+00 -0.1231287E+01 -0.1438226E+01 -0.1170272E+01 -0.3719441E+00
 0.9000000E+00  0.1856541E+01  0.2239000E+01  0.2169630E+01  0.1664853E+01  0.9832572E+00  0.3169878E+00 -0.2989005E+00 -0.8786099E+00 -0.1386577E+01 -0.1625138E+01 -0.1318467E+01 -0.4321244E+00
 0.1000000E+01  0.2081272E+01  0.2489199E+01  0.2418600E+01  0.1851003E+01  0.1091916E+01  0.3520312E+00 -0.3319730E+00 -0.9757895E+00 -0.1542320E+01 -0.1814674E+01 -0.1467219E+01 -0.4980255E+00
 0.1100000E+01  0.2312783E+01  0.2739675E+01  0.2670201E+01  0.2037489E+01  0.1200376E+01  0.3870139E+00 -0.3649973E+00 -0.1072818E+01 -0.1698559E+01 -0.2007197E+01 -0.1616550E+01 -0.5705096E+00
 0.1200000E+01  0.2551836E+01  0.2990400E+01  0.2924774E+01  0.2224340E+01  0.1308618E+01  0.4219293E+00 -0.3979680E+00 -0.1169680E+01 -0.1855337E+01 -0.2203092E+01 -0.1766480E+01 -0.6503305E+00
 0.1300000E+01  0.2799004E+01  0.3241342E+01  0.3182678E+01  0.2411581E+01  0.1416622E+01  0.4567708E+00 -0.4308797E+00 -0.1266360E+01 -0.2012693E+01 -0.2402767E+01 -0.1917040E+01 -0.7380582E+00
 0.1400000E+01  0.3054591E+01  0.3492478E+01  0.3444295E+01  0.2599234E+01  0.1524368E+01  0.4915317E+00 -0.4637269E+00 -0.1362843E+01 -0.2170665E+01 -0.2606655E+01 -0.2068276E+01 -0.8340105E+00
 0.1500000E+01  0.3318591E+01  0.3743800E+01  0.3710030E+01  0.2787320E+01  0.1631836E+01  0.5262049E+00 -0.4965040E+00 -0.1459114E+01 -0.2329286E+01 -0.2815213E+01 -0.2220268E+01 -0.9382089E+00
 0.1600000E+01  0.3590681E+01  0.3995336E+01  0.3980312E+01  0.2975859E+01  0.1739005E+01  0.5607834E+00 -0.5292050E+00 -0.1555157E+01 -0.2488588E+01 -0.3028928E+01 -0.2373150E+01 -0.1050375E+01
 0.1700000E+01  0.3870267E+01  0.4247166E+01  0.4255592E+01  0.3164865E+01  0.1845857E+01  0.5952598E+00 -0.5618239E+00 -0.1650957E+01 -0.2648601E+01 -0.3248309E+01 -0.2527137E+01 -0.1169979E+01
