 0.2000000E+00 -0.1453420E+00  0.1021614E+00  0.6604447E-01  0.4002822E-01  0.2199172E-01  0.1022484E-01  0.3369288E-02  0.3475656E-03  0.3062496E-03  0.2570532E-02  0.6607895E-02  0.1199906E-01  0.1841477E-01  0.2559729E-01  0.3337512E-01  0.3380138E+00
 0.4000000E+00 -0.2905198E+00  0.2041441E+00  0.1320905E+00  0.8005919E-01  0.4398630E-01  0.2045226E-01  0.6740709E-02  0.6968379E-03  0.6138559E-03  0.5142171E-02  0.1321674E-01  0.2399901E-01  0.3683045E-01  0.5119557E-01  0.6692860E-01  0.6758514E+00
 0.6000000E+00 -0.4353699E+00  0.3057700E+00  0.1981397E+00  0.1200956E+00  0.6598663E-01  0.3068482E-01  0.1011640E-01  0.1049524E-02  0.9241757E-03  0.7716022E-02  0.1982750E-01  0.3600074E-01  0.5524792E-01  0.7679593E-01  0.1008378E+00  0.1013338E+01
 0.8000000E+00 -0.5797302E+00  0.4068628E+00  0.2641934E+00  0.1601403E+00  0.8799557E-01  0.4092509E-01  0.1349849E-01  0.1407330E-02  0.1238566E-02  0.1029319E-01  0.2644112E-01  0.4800514E-01  0.7366808E-01  0.1023997E+00  0.1352782E+00  0.1350299E+01
 0.1000000E+01 -0.7234403E+00  0.5072483E+00  0.3302524E+00  0.2001959E+00  0.1100160E+00  0.5117565E-01  0.1688912E-01  0.1771964E-02  0.1558383E-02  0.1287479E-01  0.3305856E-01  0.6001310E-01  0.9209184E-01  0.1280085E+00  0.1704222E+00  0.1686564E+01
 0.1200000E+01 -0.8663426E+00  0.6067552E+00  0.3963175E+00  0.2402653E+00  0.1320508E+00  0.6143908E-01  0.2029042E-01  0.2145133E-02  0.1884984E-02  0.1546191E-01  0.3968078E-01  0.7202551E-01  0.1105201E+00  0.1536243E+00  0.2064386E+00  0.2021965E+01
 0.1400000E+01 -0.1008283E+01  0.7052160E+00  0.4623886E+00  0.2803511E+00  0.1541029E+00  0.7171796E-01  0.2370454E-01  0.2528545E-02  0.2219726E-02  0.1805568E-01  0.4630872E-01  0.8404326E-01  0.1289537E+00  0.1792497E+00  0.2434914E+00  0.2356340E+01
 0.1600000E+01 -0.1149110E+01  0.8024675E+00  0.5284653E+00  0.3204562E+00  0.1761751E+00  0.8201485E-01  0.2713360E-01  0.2923908E-02  0.2563965E-02  0.2065718E-01  0.5294333E-01  0.9606724E-01  0.1473937E+00  0.2048879E+00  0.2817390E+00  0.2689529E+01
 0.1800000E+01 -0.1288677E+01  0.8983514E+00  0.5945464E+00  0.3605834E+00  0.1982703E+00  0.9233236E-01  0.3057975E-01  0.3332931E-02  0.2919059E-02  0.2326753E-01  0.5958559E-01  0.1080983E+00  0.1658408E+00  0.2305428E+00  0.3213336E+00  0.3021381E+01
 0.2000000E+01 -0.1426843E+01  0.9927148E+00  0.6606299E+00  0.4007354E+00  0.2203915E+00  0.1026731E+00  0.3404513E-01  0.3757323E-02  0.3286365E-02  0.2588784E-01  0.6623643E-01  0.1201375E+00  0.1842961E+00  0.2562189E+00  0.3624206E+00  0.3351747E+01
 0.2200000E+01 -0.1563472E+01  0.1085411E+01  0.7267129E+00  0.4409150E+00  0.2425415E+00  0.1130396E+00  0.3753189E-01  0.4198795E-02  0.3667239E-02  0.2851921E-01  0.7289682E-01  0.1321855E+00  0.2027604E+00  0.2819219E+00  0.4051376E+00  0.3680488E+01
 0.2400000E+01 -0.1698431E+01  0.1176300E+01  0.7927915E+00  0.4811251E+00  0.2647234E+00  0.1234345E+00  0.4104217E-01  0.4659057E-02  0.4063039E-02  0.3116274E-01  0.7956770E-01  0.1442433E+00  0.2212347E+00  0.3076581E+00  0.4496143E+00  0.4007471E+01
 0.2600000E+01 -0.1831596E+01  0.1265248E+01  0.8588609E+00  0.5213685E+00  0.2869399E+00  0.1338603E+00  0.4457811E-01  0.5139820E-02  0.4475121E-02  0.3381955E-01  0.8625003E-01  0.1563118E+00  0.2397199E+00  0.3334350E+00  0.4959716E+00  0.4332571E+01
 0.2800000E+01 -0.1962847E+01  0.1352129E+01  0.9249150E+00  0.5616480E+00  0.3091942E+00  0.1443198E+00  0.4814187E-01  0.5642798E-02  0.4904844E-02  0.3649073E-01  0.9294476E-01  0.1683919E+00  0.2582169E+00  0.3592612E+00  0.5443219E+00  0.4655670E+01
 0.3000000E+01 -0.2092073E+01  0.1436824E+01  0.9909466E+00  0.6019664E+00  0.3314890E+00  0.1548155E+00  0.5173560E-01  0.6169703E-02  0.5353564E-02  0.3917738E-01  0.9965286E-01  0.1804844E+00  0.2767269E+00  0.3851463E+00  0.5947680E+00  0.4976660E+01
 0.3200000E+01 -0.2219166E+01  0.1519223E+01  0.1056947E+01  0.6423266E+00  0.3538275E+00  0.1653500E+00  0.5536146E-01  0.6722250E-02  0.5822640E-02  0.4188063E-01  0.1063753E+00  0.1925903E+00  0.2952507E+00  0.4111011E+00  0.6474035E+00  0.5295438E+01
