 0.2000000E+00  0.3585257E+00  0.2653770E+00  0.1867706E+00  0.1206920E+00  0.6546409E-01  0.1970015E-01 -0.1773520E-01 -0.4775802E-01 -0.7109134E-01 -0.8828646E-01 -0.9973999E-01 -0.1057074E+00
 0.4000000E+00  0.7169622E+00  0.5306998E+00  0.3735106E+00  0.2413687E+00  0.1309221E+00  0.3939918E-01 -0.3546928E-01 -0.9551415E-01 -0.1421803E+00 -0.1765693E+00 -0.1994733E+00 -0.2114019E+00
 0.6000000E+00  0.1075219E+01  0.7959136E+00  0.5601892E+00  0.3620147E+00  0.1963680E+00  0.5909602E-01 -0.5320112E-01 -0.1432665E+00 -0.2132646E+00 -0.2648450E+00 -0.2991931E+00 -0.3170706E+00
 0.8000000E+00  0.1433207E+01  0.1060964E+01  0.7467758E+00  0.4826148E+00  0.2617956E+00  0.7878959E-01 -0.7092960E-01 -0.1910133E+00 -0.2843420E+00 -0.3531099E+00 -0.3988926E+00 -0.4227003E+00
 0.1000000E+01  0.1790835E+01  0.1325796E+01  0.9332394E+00  0.6031537E+00  0.3271991E+00  0.9847882E-01 -0.8865360E-01 -0.2387526E+00 -0.3554101E+00 -0.4413605E+00 -0.4985650E+00 -0.5282777E+00
 0.1200000E+01  0.2148014E+01  0.1590354E+01  0.1119549E+01  0.7236160E+00  0.3925723E+00  0.1181627E+00 -0.1063720E+00 -0.2864826E+00 -0.4264666E+00 -0.5295932E+00 -0.5982035E+00 -0.6337894E+00
 0.1400000E+01  0.2504652E+01  0.1854585E+01  0.1305675E+01  0.8439864E+00  0.4579093E+00  0.1378401E+00 -0.1240836E+00 -0.3342015E+00 -0.4975094E+00 -0.6178044E+00 -0.6978010E+00 -0.7392221E+00
 0.1600000E+01  0.2860659E+01  0.2118432E+01  0.1491585E+01  0.9642497E+00  0.5232042E+00  0.1575100E+00 -0.1417875E+00 -0.3819074E+00 -0.5685360E+00 -0.7059905E+00 -0.7973507E+00 -0.8445620E+00
 0.1800000E+01  0.3215944E+01  0.2381842E+01  0.1677249E+01  0.1084391E+01  0.5884508E+00  0.1771715E+00 -0.1594823E+00 -0.4295987E+00 -0.6395445E+00 -0.7941481E+00 -0.8968457E+00 -0.9497954E+00
 0.2000000E+01  0.3570418E+01  0.2644759E+01  0.1862637E+01  0.1204394E+01  0.6536434E+00  0.1968236E+00 -0.1771669E+00 -0.4772733E+00 -0.7105324E+00 -0.8822736E+00 -0.9962788E+00 -0.1054908E+01
 0.2200000E+01  0.3923989E+01  0.2907128E+01  0.2047716E+01  0.1324245E+01  0.7187760E+00  0.2164652E+00 -0.1948404E+00 -0.5249297E+00 -0.7814977E+00 -0.9703634E+00 -0.1095643E+01 -0.1159887E+01
 0.2400000E+01  0.4276566E+01  0.3168895E+01  0.2232457E+01  0.1443927E+01  0.7838427E+00  0.2360955E+00 -0.2125013E+00 -0.5725660E+00 -0.8524382E+00 -0.1058414E+01 -0.1194932E+01 -0.1264718E+01
 0.2600000E+01  0.4628059E+01  0.3430003E+01  0.2416829E+01  0.1563426E+01  0.8488378E+00  0.2557134E+00 -0.2301487E+00 -0.6201803E+00 -0.9233518E+00 -0.1146422E+01 -0.1294138E+01 -0.1369386E+01
 0.2800000E+01  0.4978378E+01  0.3690399E+01  0.2600801E+01  0.1682727E+01  0.9137552E+00  0.2753182E+00 -0.2477813E+00 -0.6677710E+00 -0.9942363E+00 -0.1234385E+01 -0.1393255E+01 -0.1473879E+01
 0.3000000E+01  0.5327433E+01  0.3950028E+01  0.2784342E+01  0.1801814E+01  0.9785891E+00  0.2949088E+00 -0.2653979E+00 -0.7153362E+00 -0.1065090E+01 -0.1322298E+01 -0.1492275E+01 -0.1578183E+01
 0.3200000E+01  0.5675134E+01  0.4208835E+01  0.2967422E+01  0.1920673E+01  0.1043334E+01  0.3144844E+00 -0.2829973E+00 -0.7628741E+00 -0.1135910E+01 -0.1410158E+01 -0.1591194E+01 -0.1682284E+01
 0.3400000E+01  0.6021392E+01  0.4466767E+01  0.3150010E+01  0.2039287E+01  0.1107983E+01  0.3340441E+00 -0.3005782E+00 -0.8103827E+00 -0.1206694E+01 -0.1497963E+01 -0.1690003E+01 -0.1786170E+01
 0.3600000E+01  0.6366120E+01  0.4723768E+01  0.3332076E+01  0.2157643E+01  0.1172532E+01  0.3535870E+00 -0.3181394E+00 -0.8578603E+00 -0.1277441E+01 -0.1585710E+01 -0.1788699E+01 -0.1889829E+01
 0.3800000E+01  0.6709230E+01  0.4979787E+01  0.3513590E+01  0.2275725E+01  0.1236974E+01  0.3731123E+00 -0.3356794E+00 -0.9053049E+00 -0.1348149E+01 -0.1673395E+01 -0.1887274E+01 -0.1993249E+01
 0.4000000E+01  0.7050638E+01  0.5234770E+01  0.3694520E+01  0.2393517E+01  0.1301302E+01  0.3926190E+00 -0.3531969E+00 -0.9527143E+00 -0.1418815E+01 -0.1761016E+01 -0.1985724E+01 -0.2096421E+01
 0.4200000E+01  0.7390257E+01  0.5488664E+01  0.3874839E+01  0.2511005E+01  0.1365512E+01  0.4121063E+00 -0.3706905E+00 -0.1000087E+01 -0.1489437E+01 -0.1848570E+01 -0.2084045E+01 -0.2199335E+01
 0.4400000E+01  0.7728006E+01  0.5741419E+01  0.4054515E+01  0.2628173E+01  0.1429597E+01  0.4315732E+00 -0.3881587E+00 -0.1047419E+01 -0.1560012E+01 -0.1936055E+01 -0.2182233E+01 -0.2301984E+01
 0.4600000E+01  0.8063804E+01  0.5992983E+01  0.4233519E+01  0.2745007E+01  0.1493551E+01  0.4510188E+00 -0.4056000E+00 -0.1094711E+01 -0.1630540E+01 -0.2023469E+01 -0.2280284E+01 -0.2404360E+01
 0.4800000E+01  0.8397572E+01  0.6243308E+01  0.4411823E+01  0.2861491E+01  0.1557368E+01  0.4704421E+00 -0.4230127E+00 -0.1141958E+01 -0.1701017E+01 -0.2110809E+01 -0.2378195E+01 -0.2506459E+01
 0.5000000E+01  0.8729233E+01  0.6492343E+01  0.4589397E+01  0.2977609E+01  0.1621042E+01  0.4898422E+00 -0.4403952E+00 -0.1189158E+01 -0.1771441E+01 -0.2198074E+01 -0.2475967E+01 -0.2608278E+01
 0.5200000E+01  0.9058713E+01  0.6740042E+01  0.4766213E+01  0.3093348E+01  0.1684565E+01  0.5092180E+00 -0.4577458E+00 -0.1236310E+01 -0.1841810E+01 -0.2285262E+01 -0.2573596E+01 -0.2709815E+01
 0.5400000E+01  0.9385942E+01  0.6986359E+01  0.4942242E+01  0.3208691E+01  0.1747932E+01  0.5285683E+00 -0.4750627E+00 -0.1283409E+01 -0.1912121E+01 -0.2372373E+01 -0.2671084E+01 -0.2811073E+01
 0.5600000E+01  0.9710851E+01  0.7231247E+01  0.5117458E+01  0.3323623E+01  0.1811136E+01  0.5478921E+00 -0.4923439E+00 -0.1330453E+01 -0.1982372E+01 -0.2459404E+01 -0.2768432E+01 -0.2912053E+01
 0.5800000E+01  0.1003337E+02  0.7474664E+01  0.5291832E+01  0.3438130E+01  0.1874171E+01  0.5671882E+00 -0.5095875E+00 -0.1377439E+01 -0.2052560E+01 -0.2546355E+01 -0.2865641E+01 -0.3012762E+01
 0.6000000E+01  0.1035345E+02  0.7716566E+01  0.5465338E+01  0.3552195E+01  0.1937028E+01  0.5864551E+00 -0.5267915E+00 -0.1424363E+01 -0.2122682E+01 -0.2633226E+01 -0.2962715E+01 -0.3113207E+01
