 0.1000000E+00  0.1883368E+00  0.1450491E+00  0.1150616E+00  0.8954888E-01  0.6718448E-01  0.4661722E-01  0.2718489E-01  0.8902422E-02 -0.7705705E-02 -0.2187637E-01 -0.3292180E-01 -0.4053221E-01 -0.4500853E-01 -0.4732524E-01 -0.4855422E-01 -0.5715126E-01
 0.2000000E+00  0.3766608E+00  0.2900919E+00  0.2301185E+00  0.1790948E+00  0.1343667E+00  0.9323223E-01  0.5436795E-01  0.1780417E-01 -0.1541068E-01 -0.4375143E-01 -0.6584294E-01 -0.8106484E-01 -0.9001786E-01 -0.9465054E-01 -0.9710782E-01 -0.1142991E+00
 0.3000000E+00  0.5649588E+00  0.4351216E+00  0.3451660E+00  0.2686349E+00  0.2015443E+00  0.1398428E+00  0.8154733E-01  0.2670458E-01 -0.2311420E-01 -0.6562388E-01 -0.9876273E-01 -0.1215983E+00 -0.1350288E+00 -0.1419760E+00 -0.1456602E+00 -0.1714402E+00
 0.4000000E+00  0.7532178E+00  0.5801319E+00  0.4601994E+00  0.3581661E+00  0.2687152E+00  0.1864468E+00  0.1087212E+00  0.3560298E-01 -0.3081552E-01 -0.8749239E-01 -0.1316805E+00 -0.1621330E+00 -0.1800422E+00 -0.1893017E+00 -0.1942106E+00 -0.2285712E+00
 0.5000000E+00  0.9414247E+00  0.7251163E+00  0.5752140E+00  0.4476855E+00  0.3358769E+00  0.2330420E+00  0.1358878E+00  0.4449869E-01 -0.3851394E-01 -0.1093557E+00 -0.1645956E+00 -0.2026694E+00 -0.2250588E+00 -0.2366276E+00 -0.2427585E+00 -0.2856887E+00
 0.6000000E+00  0.1129567E+01  0.8700680E+00  0.6902052E+00  0.5371903E+00  0.4030273E+00  0.2796262E+00  0.1630451E+00  0.5339105E-01 -0.4620871E-01 -0.1312124E+00 -0.1975074E+00 -0.2432078E+00 -0.2700794E+00 -0.2839540E+00 -0.2913032E+00 -0.3427893E+00
 0.7000000E+00  0.1317630E+01  0.1014981E+01  0.8051682E+00  0.6266773E+00  0.4701640E+00  0.3261971E+00  0.1901915E+00  0.6227940E-01 -0.5389911E-01 -0.1530613E+00 -0.2304151E+00 -0.2837488E+00 -0.3151049E+00 -0.3312808E+00 -0.3398440E+00 -0.3998699E+00
 0.8000000E+00  0.1505603E+01  0.1159848E+01  0.9200983E+00  0.7161438E+00  0.5372848E+00  0.3727526E+00  0.2173251E+00  0.7116307E-01 -0.6158442E-01 -0.1749010E+00 -0.2633181E+00 -0.3242927E+00 -0.3601361E+00 -0.3786081E+00 -0.3883803E+00 -0.4569271E+00
 0.9000000E+00  0.1693472E+01  0.1304663E+01  0.1034991E+01  0.8055867E+00  0.6043874E+00  0.4192905E+00  0.2444441E+00  0.8004141E-01 -0.6926393E-01 -0.1967303E+00 -0.2962158E+00 -0.3648399E+00 -0.4051737E+00 -0.4259360E+00 -0.4369114E+00 -0.5139577E+00
 0.1000000E+01  0.1881224E+01  0.1449419E+01  0.1149841E+01  0.8950032E+00  0.6714696E+00  0.4658086E+00  0.2715466E+00  0.8891375E-01 -0.7693692E-01 -0.2185479E+00 -0.3291073E+00 -0.4053908E+00 -0.4502186E+00 -0.4732647E+00 -0.4854367E+00 -0.5709586E+00
 0.1100000E+01  0.2068847E+01  0.1594110E+01  0.1264644E+01  0.9843902E+00  0.7385291E+00  0.5123048E+00  0.2986308E+00  0.9777944E-01 -0.8460267E-01 -0.2403524E+00 -0.3619922E+00 -0.4459459E+00 -0.4952717E+00 -0.5205941E+00 -0.5339553E+00 -0.6279268E+00
 0.1200000E+01  0.2256327E+01  0.1738728E+01  0.1379396E+01  0.1073745E+01  0.8055635E+00  0.5587767E+00  0.3256951E+00  0.1066378E+00 -0.9226048E-01 -0.2621425E+00 -0.3948696E+00 -0.4865056E+00 -0.5403337E+00 -0.5679244E+00 -0.5824666E+00 -0.6848592E+00
 0.1300000E+01  0.2443652E+01  0.1883268E+01  0.1494091E+01  0.1163064E+01  0.8725707E+00  0.6052222E+00  0.3527375E+00  0.1154883E+00 -0.9990964E-01 -0.2839171E+00 -0.4277389E+00 -0.5270702E+00 -0.5854055E+00 -0.6152557E+00 -0.6309699E+00 -0.7417528E+00
 0.1400000E+01  0.2630809E+01  0.2027723E+01  0.1608725E+01  0.1252345E+01  0.9395483E+00  0.6516392E+00  0.3797563E+00  0.1243302E+00 -0.1075495E+00 -0.3056747E+00 -0.4605993E+00 -0.5676402E+00 -0.6304879E+00 -0.6625882E+00 -0.6794644E+00 -0.7986048E+00
 0.1500000E+01  0.2817786E+01  0.2172086E+01  0.1723293E+01  0.1341585E+01  0.1006494E+01  0.6980254E+00  0.4067498E+00  0.1331629E+00 -0.1151792E+00 -0.3274142E+00 -0.4934503E+00 -0.6082160E+00 -0.6755818E+00 -0.7099218E+00 -0.7279493E+00 -0.8554123E+00
 0.1600000E+01  0.3004570E+01  0.2316349E+01  0.1837790E+01  0.1430781E+01  0.1073406E+01  0.7443787E+00  0.4337161E+00  0.1419858E+00 -0.1227983E+00 -0.3491342E+00 -0.5262910E+00 -0.6487979E+00 -0.7206879E+00 -0.7572567E+00 -0.7764239E+00 -0.9121728E+00
 0.1700000E+01  0.3191149E+01  0.2460508E+01  0.1952213E+01  0.1519929E+01  0.1140281E+01  0.7906969E+00  0.4606536E+00  0.1507982E+00 -0.1304059E+00 -0.3708336E+00 -0.5591208E+00 -0.6893864E+00 -0.7658072E+00 -0.8045931E+00 -0.8248873E+00 -0.9688834E+00
 0.1800000E+01  0.3377510E+01  0.2604554E+01  0.2066555E+01  0.1609028E+01  0.1207118E+01  0.8369778E+00  0.4875604E+00  0.1595996E+00 -0.1380015E+00 -0.3925109E+00 -0.5919389E+00 -0.7299818E+00 -0.8109404E+00 -0.8519311E+00 -0.8733388E+00 -0.1025542E+01
 0.1900000E+01  0.3563642E+01  0.2748481E+01  0.2180812E+01  0.1698073E+01  0.1273914E+01  0.8832192E+00  0.5144349E+00  0.1683892E+00 -0.1455843E+00 -0.4141650E+00 -0.6247447E+00 -0.7705846E+00 -0.8560884E+00 -0.8992708E+00 -0.9217774E+00 -0.1082145E+01
 0.2000000E+01  0.3749530E+01  0.2892282E+01  0.2294980E+01  0.1787063E+01  0.1340667E+01  0.9294191E+00  0.5412754E+00  0.1771667E+00 -0.1531537E+00 -0.4357947E+00 -0.6575374E+00 -0.8111951E+00 -0.9012522E+00 -0.9466123E+00 -0.9702023E+00 -0.1138692E+01
 0.2100000E+01  0.3935165E+01  0.3035951E+01  0.2409054E+01  0.1875993E+01  0.1407374E+01  0.9755752E+00  0.5680801E+00  0.1859313E+00 -0.1607091E+00 -0.4573986E+00 -0.6903163E+00 -0.8518137E+00 -0.9464325E+00 -0.9939558E+00 -0.1018613E+01 -0.1195179E+01
 0.2200000E+01  0.4120533E+01  0.3179479E+01  0.2523029E+01  0.1964862E+01  0.1474034E+01  0.1021685E+01  0.5948475E+00  0.1946824E+00 -0.1682497E+00 -0.4789756E+00 -0.7230806E+00 -0.8924407E+00 -0.9916302E+00 -0.1041302E+01 -0.1067007E+01 -0.1251605E+01
 0.2300000E+01  0.4305622E+01  0.3322862E+01  0.2636901E+01  0.2053666E+01  0.1540643E+01  0.1067748E+01  0.6215757E+00  0.2034196E+00 -0.1757750E+00 -0.5005244E+00 -0.7558296E+00 -0.9330766E+00 -0.1036846E+01 -0.1088650E+01 -0.1115386E+01 -0.1307967E+01
 0.2400000E+01  0.4490421E+01  0.3466090E+01  0.2750664E+01  0.2142402E+01  0.1607201E+01  0.1113760E+01  0.6482632E+00  0.2121421E+00 -0.1832843E+00 -0.5220438E+00 -0.7885625E+00 -0.9737216E+00 -0.1082081E+01 -0.1136000E+01 -0.1163747E+01 -0.1364263E+01
