 0.2000000E+00  0.8410081E+00  0.9426419E+00  0.1044276E+01  0.1145911E+01  0.1247546E+01  0.1349182E+01  0.1450818E+01  0.1552454E+01  0.1654091E+01  0.1755728E+01  0.1857365E+01  0.1959003E+01
 0.4000000E+00  0.8410833E+00  0.9427000E+00  0.1044319E+01  0.1145940E+01  0.1247563E+01  0.1349187E+01  0.1450813E+01  0.1552440E+01  0.1654069E+01  0.1755698E+01  0.1857329E+01  0.1958960E+01
 0.6000000E+00  0.8412086E+00  0.9427970E+00  0.1044390E+01  0.1145988E+01  0.1247590E+01  0.1349196E+01  0.1450805E+01  0.1552417E+01  0.1654032E+01  0.1755649E+01  0.1857268E+01  0.1958889E+01
 0.8000000E+00  0.8413841E+00  0.9429327E+00  0.1044490E+01  0.1146056E+01  0.1247629E+01  0.1349208E+01  0.1450793E+01  0.1552384E+01  0.1653979E+01  0.1755579E+01  0.1857183E+01  0.1958790E+01
 0.1000000E+01  0.8416097E+00  0.9431071E+00  0.1044619E+01  0.1146143E+01  0.1247678E+01  0.1349224E+01  0.1450779E+01  0.1552342E+01  0.1653912E+01  0.1755490E+01  0.1857074E+01  0.1958663E+01
 0.1200000E+01  0.8418853E+00  0.9433203E+00  0.1044775E+01  0.1146249E+01  0.1247738E+01  0.1349243E+01  0.1450760E+01  0.1552290E+01  0.1653831E+01  0.1755381E+01  0.1856940E+01  0.1958507E+01
 0.1400000E+01  0.8422110E+00  0.9435722E+00  0.1044961E+01  0.1146374E+01  0.1247810E+01  0.1349265E+01  0.1450739E+01  0.1552229E+01  0.1653734E+01  0.1755252E+01  0.1856782E+01  0.1958322E+01
 0.1600000E+01  0.8425867E+00  0.9438628E+00  0.1045175E+01  0.1146519E+01  0.1247892E+01  0.1349291E+01  0.1450714E+01  0.1552159E+01  0.1653622E+01  0.1755103E+01  0.1856599E+01  0.1958110E+01
 0.1800000E+01  0.8430123E+00  0.9441921E+00  0.1045417E+01  0.1146683E+01  0.1247985E+01  0.1349321E+01  0.1450686E+01  0.1552079E+01  0.1653496E+01  0.1754934E+01  0.1856393E+01  0.1957869E+01
 0.2000000E+01  0.8434879E+00  0.9445599E+00  0.1045688E+01  0.1146866E+01  0.1248089E+01  0.1349354E+01  0.1450655E+01  0.1551990E+01  0.1653354E+01  0.1754746E+01  0.1856162E+01  0.1957600E+01
 0.2200000E+01  0.8440133E+00  0.9449663E+00  0.1045987E+01  0.1147068E+01  0.1248204E+01  0.1349390E+01  0.1450620E+01  0.1551891E+01  0.1653198E+01  0.1754537E+01  0.1855907E+01  0.1957302E+01
