 0.1000000E-02  0.2000746E+01 -0.7390277E+00  0.5000006E+00  0.1761719E+01
 0.2000000E-02  0.2001485E+01 -0.7397638E+00  0.4999979E+00  0.1761719E+01
 0.3000000E-02  0.2002216E+01 -0.7404905E+00  0.4999934E+00  0.1761719E+01
 0.4000000E-02  0.2002940E+01 -0.7412081E+00  0.4999870E+00  0.1761719E+01
 0.5000000E-02  0.2003657E+01 -0.7419164E+00  0.4999788E+00  0.1761719E+01
 0.6000000E-02  0.2004366E+01 -0.7426155E+00  0.4999687E+00  0.1761719E+01
 0.7000000E-02  0.2005068E+01 -0.7433054E+00  0.4999568E+00  0.1761719E+01
 0.8000000E-02  0.2005762E+01 -0.7439861E+00  0.4999430E+00  0.1761719E+01
 0.9000000E-02  0.2006450E+01 -0.7446578E+00  0.4999274E+00  0.1761719E+01
 0.1000000E-01  0.2007130E+01 -0.7453202E+00  0.4999099E+00  0.1761720E+01
 0.1100000E-01  0.2007803E+01 -0.7459736E+00  0.4998906E+00  0.1761720E+01
 0.1200000E-01  0.2008469E+01 -0.7466180E+00  0.4998694E+00  0.1761720E+01
 0.1300000E-01  0.2009127E+01 -0.7472532E+00  0.4998463E+00  0.1761720E+01
 0.1400000E-01  0.2009779E+01 -0.7478795E+00  0.4998213E+00  0.1761721E+01
 0.1500000E-01  0.2010423E+01 -0.7484967E+00  0.4997944E+00  0.1761721E+01
 0.1600000E-01  0.2011061E+01 -0.7491050E+00  0.4997656E+00  0.1761722E+01
 0.1700000E-01  0.2011691E+01 -0.7497043E+00  0.4997349E+00  0.1761722E+01
 0.1800000E-01  0.2012315E+01 -0.7502946E+00  0.4997023E+00  0.1761723E+01
 0.1900000E-01  0.2012932E+01 -0.7508761E+00  0.4996678E+00  0.1761723E+01
 0.2000000E-01  0.2013541E+01 -0.7514486E+00  0.4996314E+00  0.1761724E+01
 0.2100000E-01  0.2014144E+01 -0.7520123E+00  0.4995931E+00  0.1761725E+01
 0.2200000E-01  0.2014740E+01 -0.7525672E+00  0.4995528E+00  0.1761726E+01
 0.2300000E-01  0.2015329E+01 -0.7531132E+00  0.4995106E+00  0.1761727E+01
 0.2400000E-01  0.2015912E+01 -0.7536504E+00  0.4994665E+00  0.1761728E+01
 0.2500000E-01  0.2016487E+01 -0.7541789E+00  0.4994204E+00  0.1761729E+01
 0.2600000E-01  0.2017056E+01 -0.7546986E+00  0.4993724E+00  0.1761730E+01
 0.2700000E-01  0.2017619E+01 -0.7552096E+00  0.4993225E+00  0.1761731E+01
 0.2800000E-01  0.2018174E+01 -0.7557119E+00  0.4992706E+00  0.1761733E+01
 0.2900000E-01  0.2018723E+01 -0.7562055E+00  0.4992167E+00  0.1761734E+01
 0.3000000E-01  0.2019266E+01 -0.7566904E+00  0.4991609E+00  0.1761736E+01
 0.3100000E-01  0.2019802E+01 -0.7571668E+00  0.4991031E+00  0.1761738E+01
 0.3200000E-01  0.2020331E+01 -0.7576345E+00  0.4990433E+00  0.1761740E+01
 0.3300000E-01  0.2020854E+01 -0.7580936E+00  0.4989816E+00  0.1761742E+01
 0.3400000E-01  0.2021370E+01 -0.7585442E+00  0.4989178E+00  0.1761744E+01
 0.3500000E-01  0.2021880E+01 -0.7589863E+00  0.4988521E+00  0.1761746E+01
 0.3600000E-01  0.2022384E+01 -0.7594198E+00  0.4987845E+00  0.1761749E+01
 0.3700000E-01  0.2022881E+01 -0.7598449E+00  0.4987148E+00  0.1761751E+01
 0.3800000E-01  0.2023372E+01 -0.7602615E+00  0.4986431E+00  0.1761754E+01
 0.3900000E-01  0.2023857E+01 -0.7606697E+00  0.4985695E+00  0.1761757E+01
 0.4000000E-01  0.2024335E+01 -0.7610695E+00  0.4984938E+00  0.1761760E+01
 0.4100000E-01  0.2024807E+01 -0.7614609E+00  0.4984161E+00  0.1761763E+01
 0.4200000E-01  0.2025273E+01 -0.7618439E+00  0.4983364E+00  0.1761766E+01
 0.4300000E-01  0.2025733E+01 -0.7622187E+00  0.4982548E+00  0.1761769E+01
 0.4400000E-01  0.2026187E+01 -0.7625851E+00  0.4981711E+00  0.1761773E+01
 0.4500000E-01  0.2026634E+01 -0.7629432E+00  0.4980853E+00  0.1761777E+01
