 0.1000000E-02 -0.4447487E+01 -0.4120889E+01 -0.3794291E+01 -0.3467693E+01 -0.3141095E+01 -0.2814497E+01 -0.2487898E+01 -0.2161299E+01 -0.1834701E+01 -0.1508101E+01 -0.1181502E+01 -0.8549029E+00 -0.5283035E+00 -0.2017040E+00  0.1248954E+00  0.4514958E+00
 0.2000000E-02 -0.4445478E+01 -0.4118881E+01 -0.3792287E+01 -0.3465692E+01 -0.3139095E+01 -0.2812498E+01 -0.2485899E+01 -0.2159300E+01 -0.1832700E+01 -0.1506099E+01 -0.1179498E+01 -0.8528970E+00 -0.5262954E+00 -0.1996936E+00  0.1269083E+00  0.4535141E+00
 0.3000000E-02 -0.4443464E+01 -0.4116869E+01 -0.3790280E+01 -0.3463689E+01 -0.3137095E+01 -0.2810499E+01 -0.2483901E+01 -0.2157301E+01 -0.1830699E+01 -0.1504096E+01 -0.1177492E+01 -0.8508874E+00 -0.5242819E+00 -0.1976761E+00  0.1289299E+00  0.4555446E+00
 0.4000000E-02 -0.4441444E+01 -0.4114852E+01 -0.3788271E+01 -0.3461685E+01 -0.3135095E+01 -0.2808501E+01 -0.2481903E+01 -0.2155302E+01 -0.1828698E+01 -0.1502092E+01 -0.1175483E+01 -0.8488738E+00 -0.5222631E+00 -0.1956516E+00  0.1309600E+00  0.4575872E+00
 0.5000000E-02 -0.4439418E+01 -0.4112830E+01 -0.3786259E+01 -0.3459681E+01 -0.3133095E+01 -0.2806503E+01 -0.2479905E+01 -0.2153303E+01 -0.1826696E+01 -0.1500086E+01 -0.1173472E+01 -0.8468564E+00 -0.5202388E+00 -0.1936202E+00  0.1329988E+00  0.4596421E+00
 0.6000000E-02 -0.4437386E+01 -0.4110804E+01 -0.3784245E+01 -0.3457675E+01 -0.3131095E+01 -0.2804506E+01 -0.2477909E+01 -0.2151305E+01 -0.1824694E+01 -0.1498079E+01 -0.1171458E+01 -0.8448350E+00 -0.5182092E+00 -0.1915817E+00  0.1350462E+00  0.4617091E+00
 0.7000000E-02 -0.4435349E+01 -0.4108772E+01 -0.3782228E+01 -0.3455668E+01 -0.3129095E+01 -0.2802509E+01 -0.2475913E+01 -0.2149307E+01 -0.1822692E+01 -0.1496070E+01 -0.1169442E+01 -0.8428099E+00 -0.5161741E+00 -0.1895363E+00  0.1371023E+00  0.4637884E+00
 0.8000000E-02 -0.4433306E+01 -0.4106736E+01 -0.3780208E+01 -0.3453660E+01 -0.3127095E+01 -0.2800513E+01 -0.2473917E+01 -0.2147309E+01 -0.1820689E+01 -0.1494060E+01 -0.1167424E+01 -0.8407808E+00 -0.5141337E+00 -0.1874839E+00  0.1391669E+00  0.4658798E+00
 0.9000000E-02 -0.4431258E+01 -0.4104695E+01 -0.3778186E+01 -0.3451651E+01 -0.3125095E+01 -0.2798518E+01 -0.2471923E+01 -0.2145311E+01 -0.1818686E+01 -0.1492049E+01 -0.1165402E+01 -0.8387478E+00 -0.5120878E+00 -0.1854245E+00  0.1412402E+00  0.4679834E+00
 0.1000000E-01 -0.4429204E+01 -0.4102650E+01 -0.3776161E+01 -0.3449642E+01 -0.3123095E+01 -0.2796523E+01 -0.2469929E+01 -0.2143314E+01 -0.1816683E+01 -0.1490037E+01 -0.1163379E+01 -0.8367110E+00 -0.5100366E+00 -0.1833580E+00  0.1433221E+00  0.4700992E+00
