-0.7431243E+01 -0.7125091E+01 -0.6818882E+01 -0.6512665E+01 -0.6206456E+01 -0.5900254E+01 -0.5594056E+01 -0.5287861E+01 -0.4981665E+01 -0.4675470E+01 -0.4369274E+01 -0.4063081E+01 -0.3756897E+01 -0.3450731E+01 -0.3144586E+01 -0.2838440E+01 -0.2532214E+01  0.1655731E+01  0.1652938E+01  0.1654713E+01  0.1657516E+01  0.1660009E+01  0.1662006E+01  0.1663687E+01  0.1665244E+01  0.1666795E+01  0.1668383E+01  0.1669942E+01  0.1671177E+01  0.1671384E+01  0.1669504E+01  0.1664990E+01  0.1660184E+01  0.1664391E+01
-0.7429586E+01 -0.7123438E+01 -0.6817228E+01 -0.6511008E+01 -0.6204796E+01 -0.5898592E+01 -0.5592393E+01 -0.5286196E+01 -0.4979999E+01 -0.4673801E+01 -0.4367604E+01 -0.4061410E+01 -0.3755225E+01 -0.3449061E+01 -0.3142920E+01 -0.2836780E+01 -0.2530550E+01  0.1656503E+01  0.1652763E+01  0.1654110E+01  0.1656843E+01  0.1659438E+01  0.1661588E+01  0.1663423E+01  0.1665126E+01  0.1666818E+01  0.1668551E+01  0.1670261E+01  0.1671637E+01  0.1671935E+01  0.1670017E+01  0.1665253E+01  0.1660015E+01  0.1663984E+01
-0.7427932E+01 -0.7121786E+01 -0.6815575E+01 -0.6509352E+01 -0.6203137E+01 -0.5896931E+01 -0.5590730E+01 -0.5284531E+01 -0.4978332E+01 -0.4672132E+01 -0.4365933E+01 -0.4059738E+01 -0.3753553E+01 -0.3447390E+01 -0.3141255E+01 -0.2835120E+01 -0.2528885E+01  0.1654392E+01  0.1651650E+01  0.1653385E+01  0.1656254E+01  0.1658930E+01  0.1661176E+01  0.1663132E+01  0.1664972E+01  0.1666807E+01  0.1668682E+01  0.1670527E+01  0.1672012E+01  0.1672355E+01  0.1670372E+01  0.1665436E+01  0.1660103E+01  0.1664612E+01
-0.7426277E+01 -0.7120135E+01 -0.6813922E+01 -0.6507697E+01 -0.6201479E+01 -0.5895270E+01 -0.5589067E+01 -0.5282866E+01 -0.4976665E+01 -0.4670464E+01 -0.4364262E+01 -0.4058065E+01 -0.3751880E+01 -0.3445720E+01 -0.3139589E+01 -0.2833460E+01 -0.2527221E+01  0.1655200E+01  0.1651468E+01  0.1652772E+01  0.1655580E+01  0.1658363E+01  0.1660764E+01  0.1662874E+01  0.1664858E+01  0.1666834E+01  0.1668855E+01  0.1670849E+01  0.1672472E+01  0.1672897E+01  0.1670860E+01  0.1665657E+01  0.1659899E+01  0.1664263E+01
-0.7424624E+01 -0.7118485E+01 -0.6812270E+01 -0.6506042E+01 -0.6199821E+01 -0.5893610E+01 -0.5587404E+01 -0.5281201E+01 -0.4974998E+01 -0.4668795E+01 -0.4362591E+01 -0.4056392E+01 -0.3750207E+01 -0.3444048E+01 -0.3137924E+01 -0.2831801E+01 -0.2525556E+01  0.1652914E+01  0.1650264E+01  0.1652008E+01  0.1654976E+01  0.1657848E+01  0.1660347E+01  0.1662579E+01  0.1664700E+01  0.1666820E+01  0.1668983E+01  0.1671112E+01  0.1672843E+01  0.1673305E+01  0.1671187E+01  0.1665788E+01  0.1659913E+01  0.1664839E+01
-0.7422970E+01 -0.7116835E+01 -0.6810619E+01 -0.6504387E+01 -0.6198164E+01 -0.5891950E+01 -0.5585742E+01 -0.5279537E+01 -0.4973331E+01 -0.4667125E+01 -0.4360920E+01 -0.4054719E+01 -0.3748533E+01 -0.3442377E+01 -0.3136258E+01 -0.2830141E+01 -0.2523891E+01  0.1653763E+01  0.1650081E+01  0.1651388E+01  0.1654302E+01  0.1657286E+01  0.1659942E+01  0.1662327E+01  0.1664591E+01  0.1666851E+01  0.1669159E+01  0.1671437E+01  0.1673302E+01  0.1673838E+01  0.1671650E+01  0.1665966E+01  0.1659677E+01  0.1664559E+01
-0.7421319E+01 -0.7115186E+01 -0.6808968E+01 -0.6502734E+01 -0.6196507E+01 -0.5890290E+01 -0.5584080E+01 -0.5277872E+01 -0.4971665E+01 -0.4665456E+01 -0.4359248E+01 -0.4053045E+01 -0.3746859E+01 -0.3440705E+01 -0.3134592E+01 -0.2828481E+01 -0.2522226E+01  0.1651298E+01  0.1648784E+01  0.1650587E+01  0.1653684E+01  0.1656765E+01  0.1659521E+01  0.1662028E+01  0.1664430E+01  0.1666834E+01  0.1669286E+01  0.1671698E+01  0.1673668E+01  0.1674234E+01  0.1671947E+01  0.1666043E+01  0.1659620E+01  0.1665097E+01
-0.7419667E+01 -0.7113537E+01 -0.6807318E+01 -0.6501081E+01 -0.6194851E+01 -0.5888631E+01 -0.5582418E+01 -0.5276208E+01 -0.4969998E+01 -0.4663787E+01 -0.4357576E+01 -0.4051371E+01 -0.3745184E+01 -0.3439032E+01 -0.3132925E+01 -0.2826822E+01 -0.2520561E+01  0.1652195E+01  0.1648607E+01  0.1649966E+01  0.1653011E+01  0.1656209E+01  0.1659122E+01  0.1661782E+01  0.1664326E+01  0.1666869E+01  0.1669465E+01  0.1672026E+01  0.1674127E+01  0.1674756E+01  0.1672382E+01  0.1666177E+01  0.1659354E+01  0.1664897E+01
-0.7418017E+01 -0.7111890E+01 -0.6805669E+01 -0.6499428E+01 -0.6193195E+01 -0.5886973E+01 -0.5580757E+01 -0.5274544E+01 -0.4968331E+01 -0.4662117E+01 -0.4355904E+01 -0.4049697E+01 -0.3743509E+01 -0.3437360E+01 -0.3131259E+01 -0.2825163E+01 -0.2518896E+01  0.1649549E+01  0.1647220E+01  0.1649127E+01  0.1652381E+01  0.1655682E+01  0.1658696E+01  0.1661479E+01  0.1664161E+01  0.1666849E+01  0.1669590E+01  0.1672285E+01  0.1674488E+01  0.1675139E+01  0.1672649E+01  0.1666201E+01  0.1659231E+01  0.1665411E+01
-0.7416367E+01 -0.7110243E+01 -0.6804021E+01 -0.6497777E+01 -0.6191540E+01 -0.5885314E+01 -0.5579096E+01 -0.5272880E+01 -0.4966664E+01 -0.4660447E+01 -0.4354231E+01 -0.4048022E+01 -0.3741833E+01 -0.3435687E+01 -0.3129593E+01 -0.2823504E+01 -0.2517231E+01  0.1650503E+01  0.1647054E+01  0.1648507E+01  0.1651712E+01  0.1655132E+01  0.1658305E+01  0.1661239E+01  0.1664062E+01  0.1666889E+01  0.1669773E+01  0.1672614E+01  0.1674945E+01  0.1675650E+01  0.1673056E+01  0.1666292E+01  0.1658940E+01  0.1665304E+01
-0.7414719E+01 -0.7108597E+01 -0.6802373E+01 -0.6496126E+01 -0.6189885E+01 -0.5883656E+01 -0.5577435E+01 -0.5271216E+01 -0.4964997E+01 -0.4658777E+01 -0.4352558E+01 -0.4046347E+01 -0.3740157E+01 -0.3434013E+01 -0.3127927E+01 -0.2821845E+01 -0.2515565E+01  0.1647672E+01  0.1645576E+01  0.1647632E+01  0.1651067E+01  0.1654598E+01  0.1657874E+01  0.1660931E+01  0.1663893E+01  0.1666866E+01  0.1669895E+01  0.1672871E+01  0.1675301E+01  0.1676018E+01  0.1673292E+01  0.1666261E+01  0.1658755E+01  0.1665811E+01
-0.7413070E+01 -0.7106952E+01 -0.6800726E+01 -0.6494475E+01 -0.6188231E+01 -0.5881999E+01 -0.5575774E+01 -0.5269552E+01 -0.4963330E+01 -0.4657107E+01 -0.4350885E+01 -0.4044671E+01 -0.3738481E+01 -0.3432340E+01 -0.3126260E+01 -0.2820187E+01 -0.2513899E+01  0.1648691E+01  0.1645429E+01  0.1647019E+01  0.1650404E+01  0.1654056E+01  0.1657490E+01  0.1660697E+01  0.1663799E+01  0.1666909E+01  0.1670081E+01  0.1673203E+01  0.1675755E+01  0.1676516E+01  0.1673668E+01  0.1666309E+01  0.1658442E+01  0.1665809E+01
-0.7411425E+01 -0.7105308E+01 -0.6799080E+01 -0.6492825E+01 -0.6186578E+01 -0.5880342E+01 -0.5574114E+01 -0.5267888E+01 -0.4961663E+01 -0.4655437E+01 -0.4349212E+01 -0.4042995E+01 -0.3736804E+01 -0.3430666E+01 -0.3124594E+01 -0.2818528E+01 -0.2512233E+01  0.1645675E+01  0.1643862E+01  0.1646108E+01  0.1649747E+01  0.1653516E+01  0.1657054E+01  0.1660385E+01  0.1663626E+01  0.1666883E+01  0.1670202E+01  0.1673458E+01  0.1676106E+01  0.1676870E+01  0.1673872E+01  0.1666225E+01  0.1658200E+01  0.1666325E+01
-0.7409778E+01 -0.7103664E+01 -0.6797434E+01 -0.6491176E+01 -0.6184925E+01 -0.5878685E+01 -0.5572453E+01 -0.5266225E+01 -0.4959996E+01 -0.4653767E+01 -0.4347538E+01 -0.4041318E+01 -0.3735127E+01 -0.3428992E+01 -0.3122928E+01 -0.2816870E+01 -0.2510566E+01  0.1646766E+01  0.1643740E+01  0.1645504E+01  0.1649090E+01  0.1652981E+01  0.1656677E+01  0.1660158E+01  0.1663537E+01  0.1666931E+01  0.1670391E+01  0.1673790E+01  0.1676558E+01  0.1677355E+01  0.1674219E+01  0.1666231E+01  0.1657871E+01  0.1666444E+01
-0.7408134E+01 -0.7102022E+01 -0.6795790E+01 -0.6489528E+01 -0.6183272E+01 -0.5877029E+01 -0.5570794E+01 -0.5264561E+01 -0.4958329E+01 -0.4652096E+01 -0.4345864E+01 -0.4039641E+01 -0.3733449E+01 -0.3427317E+01 -0.3121262E+01 -0.2815213E+01 -0.2508899E+01  0.1643565E+01  0.1642083E+01  0.1644558E+01  0.1648420E+01  0.1652434E+01  0.1656236E+01  0.1659840E+01  0.1663360E+01  0.1666902E+01  0.1670509E+01  0.1674044E+01  0.1676903E+01  0.1677694E+01  0.1674390E+01  0.1666094E+01  0.1657576E+01  0.1666985E+01
-0.7406489E+01 -0.7100380E+01 -0.6794146E+01 -0.6487880E+01 -0.6181620E+01 -0.5875373E+01 -0.5569134E+01 -0.5262898E+01 -0.4956662E+01 -0.4650426E+01 -0.4344190E+01 -0.4037964E+01 -0.3731771E+01 -0.3425643E+01 -0.3119596E+01 -0.2813556E+01 -0.2507232E+01  0.1644738E+01  0.1641993E+01  0.1643967E+01  0.1647772E+01  0.1651907E+01  0.1655867E+01  0.1659620E+01  0.1663277E+01  0.1666953E+01  0.1670701E+01  0.1674377E+01  0.1677351E+01  0.1678164E+01  0.1674705E+01  0.1666059E+01  0.1657237E+01  0.1667239E+01
-0.7404848E+01 -0.7098740E+01 -0.6792503E+01 -0.6486233E+01 -0.6179969E+01 -0.5873718E+01 -0.5567475E+01 -0.5261235E+01 -0.4954996E+01 -0.4648755E+01 -0.4342515E+01 -0.4036286E+01 -0.3730092E+01 -0.3423968E+01 -0.3117930E+01 -0.2811899E+01 -0.2505564E+01  0.1641351E+01  0.1640248E+01  0.1642986E+01  0.1647089E+01  0.1651354E+01  0.1655420E+01  0.1659296E+01  0.1663095E+01  0.1666921E+01  0.1670818E+01  0.1674629E+01  0.1677691E+01  0.1678487E+01  0.1674842E+01  0.1665870E+01  0.1656896E+01  0.1667823E+01
-0.7403206E+01 -0.7097100E+01 -0.6790860E+01 -0.6484587E+01 -0.6178318E+01 -0.5872063E+01 -0.5565816E+01 -0.5259572E+01 -0.4953329E+01 -0.4647084E+01 -0.4340840E+01 -0.4034608E+01 -0.3728413E+01 -0.3422293E+01 -0.3116264E+01 -0.2810242E+01 -0.2503896E+01  0.1642614E+01  0.1640196E+01  0.1642411E+01  0.1646451E+01  0.1650836E+01  0.1655059E+01  0.1659083E+01  0.1663017E+01  0.1666977E+01  0.1671013E+01  0.1674963E+01  0.1678134E+01  0.1678942E+01  0.1675126E+01  0.1665795E+01  0.1656553E+01  0.1668230E+01
-0.7401566E+01 -0.7095462E+01 -0.6789219E+01 -0.6482941E+01 -0.6176668E+01 -0.5870408E+01 -0.5564157E+01 -0.5257909E+01 -0.4951662E+01 -0.4645413E+01 -0.4339165E+01 -0.4032930E+01 -0.3726734E+01 -0.3420617E+01 -0.3114598E+01 -0.2808586E+01 -0.2502227E+01  0.1639041E+01  0.1638363E+01  0.1641396E+01  0.1645756E+01  0.1650276E+01  0.1654606E+01  0.1658754E+01  0.1662831E+01  0.1666942E+01  0.1671128E+01  0.1675213E+01  0.1678469E+01  0.1679249E+01  0.1675229E+01  0.1665555E+01  0.1656170E+01  0.1668873E+01
-0.7399926E+01 -0.7093823E+01 -0.6787578E+01 -0.6481296E+01 -0.6175018E+01 -0.5868754E+01 -0.5562498E+01 -0.5256246E+01 -0.4949995E+01 -0.4643741E+01 -0.4337489E+01 -0.4031251E+01 -0.3725054E+01 -0.3418942E+01 -0.3112933E+01 -0.2806930E+01 -0.2500558E+01  0.1640404E+01  0.1638355E+01  0.1640841E+01  0.1645129E+01  0.1649767E+01  0.1654254E+01  0.1658548E+01  0.1662758E+01  0.1667001E+01  0.1671326E+01  0.1675547E+01  0.1678907E+01  0.1679687E+01  0.1675481E+01  0.1665442E+01  0.1655830E+01  0.1669450E+01
-0.7398289E+01 -0.7092187E+01 -0.6785938E+01 -0.6479651E+01 -0.6173369E+01 -0.5867100E+01 -0.5560840E+01 -0.5254584E+01 -0.4948328E+01 -0.4642070E+01 -0.4335813E+01 -0.4029571E+01 -0.3723374E+01 -0.3417266E+01 -0.3111268E+01 -0.2805275E+01 -0.2498888E+01  0.1636646E+01  0.1636435E+01  0.1639792E+01  0.1644420E+01  0.1649200E+01  0.1653794E+01  0.1658213E+01  0.1662568E+01  0.1666964E+01  0.1671439E+01  0.1675795E+01  0.1679235E+01  0.1679978E+01  0.1675550E+01  0.1665152E+01  0.1655412E+01  0.1670172E+01
-0.7396651E+01 -0.7090550E+01 -0.6784299E+01 -0.6478007E+01 -0.6171720E+01 -0.5865446E+01 -0.5559182E+01 -0.5252921E+01 -0.4946661E+01 -0.4640398E+01 -0.4334137E+01 -0.4027892E+01 -0.3721694E+01 -0.3415591E+01 -0.3109603E+01 -0.2803620E+01 -0.2497217E+01  0.1638118E+01  0.1636478E+01  0.1639260E+01  0.1643806E+01  0.1648701E+01  0.1653450E+01  0.1658014E+01  0.1662500E+01  0.1667027E+01  0.1671639E+01  0.1676129E+01  0.1679667E+01  0.1680398E+01  0.1675769E+01  0.1665003E+01  0.1655082E+01  0.1670936E+01
-0.7395017E+01 -0.7088916E+01 -0.6782661E+01 -0.6476364E+01 -0.6170072E+01 -0.5863794E+01 -0.5557524E+01 -0.5251259E+01 -0.4944994E+01 -0.4638726E+01 -0.4332461E+01 -0.4026212E+01 -0.3720013E+01 -0.3413915E+01 -0.3107938E+01 -0.2801965E+01 -0.2495545E+01  0.1634174E+01  0.1634472E+01  0.1638177E+01  0.1643084E+01  0.1648126E+01  0.1652984E+01  0.1657673E+01  0.1662305E+01  0.1666986E+01  0.1671751E+01  0.1676375E+01  0.1679990E+01  0.1680672E+01  0.1675803E+01  0.1664665E+01  0.1654635E+01  0.1671756E+01
-0.7393381E+01 -0.7087281E+01 -0.6781023E+01 -0.6474722E+01 -0.6168425E+01 -0.5862141E+01 -0.5555867E+01 -0.5249597E+01 -0.4943327E+01 -0.4637054E+01 -0.4330784E+01 -0.4024531E+01 -0.3718332E+01 -0.3412239E+01 -0.3106274E+01 -0.2800311E+01 -0.2493872E+01  0.1635764E+01  0.1634571E+01  0.1637670E+01  0.1642484E+01  0.1647637E+01  0.1652648E+01  0.1657481E+01  0.1662243E+01  0.1667054E+01  0.1671953E+01  0.1676709E+01  0.1680415E+01  0.1681075E+01  0.1675990E+01  0.1664483E+01  0.1654324E+01  0.1672726E+01
-0.7391750E+01 -0.7085649E+01 -0.6779387E+01 -0.6473080E+01 -0.6166777E+01 -0.5860489E+01 -0.5554210E+01 -0.5247935E+01 -0.4941660E+01 -0.4635382E+01 -0.4329107E+01 -0.4022851E+01 -0.3716651E+01 -0.3410563E+01 -0.3104610E+01 -0.2798657E+01 -0.2492198E+01  0.1631637E+01  0.1632479E+01  0.1636553E+01  0.1641749E+01  0.1647054E+01  0.1652175E+01  0.1657134E+01  0.1662044E+01  0.1667010E+01  0.1672064E+01  0.1676953E+01  0.1680731E+01  0.1681330E+01  0.1675989E+01  0.1664098E+01  0.1653855E+01  0.1673663E+01
-0.7390116E+01 -0.7084016E+01 -0.6777751E+01 -0.6471439E+01 -0.6165131E+01 -0.5858837E+01 -0.5552553E+01 -0.5246273E+01 -0.4939992E+01 -0.4633710E+01 -0.4327430E+01 -0.4021170E+01 -0.3714969E+01 -0.3408887E+01 -0.3102946E+01 -0.2797003E+01 -0.2490524E+01  0.1633353E+01  0.1632641E+01  0.1636075E+01  0.1641164E+01  0.1646575E+01  0.1651848E+01  0.1656950E+01  0.1661987E+01  0.1667081E+01  0.1672268E+01  0.1677287E+01  0.1681150E+01  0.1681715E+01  0.1676145E+01  0.1663887E+01  0.1653569E+01  0.1674858E+01
-0.7388487E+01 -0.7082386E+01 -0.6776116E+01 -0.6469799E+01 -0.6163485E+01 -0.5857185E+01 -0.5550896E+01 -0.5244611E+01 -0.4938325E+01 -0.4632038E+01 -0.4325752E+01 -0.4019488E+01 -0.3713287E+01 -0.3407211E+01 -0.3101282E+01 -0.2795350E+01 -0.2488848E+01  0.1629044E+01  0.1630462E+01  0.1634923E+01  0.1640414E+01  0.1645984E+01  0.1651368E+01  0.1656596E+01  0.1661782E+01  0.1667034E+01  0.1672377E+01  0.1677529E+01  0.1681460E+01  0.1681953E+01  0.1676109E+01  0.1663455E+01  0.1653084E+01  0.1675932E+01
-0.7386856E+01 -0.7080755E+01 -0.6774481E+01 -0.6468159E+01 -0.6161839E+01 -0.5855534E+01 -0.5549240E+01 -0.5242949E+01 -0.4936658E+01 -0.4630365E+01 -0.4324075E+01 -0.4017806E+01 -0.3711605E+01 -0.3405534E+01 -0.3099619E+01 -0.2793697E+01 -0.2487170E+01  0.1630894E+01  0.1630692E+01  0.1634477E+01  0.1639845E+01  0.1645516E+01  0.1651050E+01  0.1656419E+01  0.1661732E+01  0.1667110E+01  0.1672583E+01  0.1677861E+01  0.1681871E+01  0.1682318E+01  0.1676234E+01  0.1663218E+01  0.1652834E+01  0.1677372E+01
-0.7385230E+01 -0.7079127E+01 -0.6772848E+01 -0.6466520E+01 -0.6160194E+01 -0.5853884E+01 -0.5547584E+01 -0.5241288E+01 -0.4934991E+01 -0.4628692E+01 -0.4322396E+01 -0.4016124E+01 -0.3709922E+01 -0.3403858E+01 -0.3097956E+01 -0.2792045E+01 -0.2485492E+01  0.1626405E+01  0.1628428E+01  0.1633290E+01  0.1639080E+01  0.1644916E+01  0.1650562E+01  0.1656059E+01  0.1661522E+01  0.1667060E+01  0.1672690E+01  0.1678101E+01  0.1682174E+01  0.1682537E+01  0.1676162E+01  0.1662743E+01  0.1652340E+01  0.1678603E+01
-0.7383602E+01 -0.7077498E+01 -0.6771215E+01 -0.6464881E+01 -0.6158550E+01 -0.5852234E+01 -0.5545928E+01 -0.5239626E+01 -0.4933324E+01 -0.4627020E+01 -0.4320718E+01 -0.4014441E+01 -0.3708239E+01 -0.3402182E+01 -0.3096294E+01 -0.2790393E+01 -0.2483811E+01  0.1628398E+01  0.1628730E+01  0.1632878E+01  0.1638529E+01  0.1644460E+01  0.1650254E+01  0.1655889E+01  0.1661477E+01  0.1667139E+01  0.1672898E+01  0.1678432E+01  0.1682577E+01  0.1682884E+01  0.1676256E+01  0.1662483E+01  0.1652133E+01  0.1680307E+01
-0.7381978E+01 -0.7075871E+01 -0.6769583E+01 -0.6463243E+01 -0.6156906E+01 -0.5850584E+01 -0.5544272E+01 -0.5237965E+01 -0.4931657E+01 -0.4625347E+01 -0.4319039E+01 -0.4012759E+01 -0.3706556E+01 -0.3400506E+01 -0.3094632E+01 -0.2788741E+01 -0.2482130E+01  0.1623730E+01  0.1626382E+01  0.1631656E+01  0.1637749E+01  0.1643850E+01  0.1649757E+01  0.1655522E+01  0.1661262E+01  0.1667086E+01  0.1673004E+01  0.1678670E+01  0.1682873E+01  0.1683084E+01  0.1676149E+01  0.1661967E+01  0.1651637E+01  0.1681716E+01
-0.7380352E+01 -0.7074245E+01 -0.6767952E+01 -0.6461606E+01 -0.6155263E+01 -0.5848934E+01 -0.5542617E+01 -0.5236304E+01 -0.4929990E+01 -0.4623673E+01 -0.4317360E+01 -0.4011075E+01 -0.3704873E+01 -0.3398830E+01 -0.3092970E+01 -0.2787090E+01 -0.2480446E+01  0.1625873E+01  0.1626761E+01  0.1631280E+01  0.1637215E+01  0.1643405E+01  0.1649458E+01  0.1655360E+01  0.1661223E+01  0.1667169E+01  0.1673214E+01  0.1678999E+01  0.1683267E+01  0.1683411E+01  0.1676214E+01  0.1661688E+01  0.1651482E+01  0.1683706E+01
-0.7378731E+01 -0.7072620E+01 -0.6766322E+01 -0.6459970E+01 -0.6153620E+01 -0.5847285E+01 -0.5540962E+01 -0.5234643E+01 -0.4928323E+01 -0.4622000E+01 -0.4315681E+01 -0.4009392E+01 -0.3703189E+01 -0.3397153E+01 -0.3091309E+01 -0.2785439E+01 -0.2478761E+01  0.1621029E+01  0.1624327E+01  0.1630022E+01  0.1636420E+01  0.1642785E+01  0.1648953E+01  0.1654986E+01  0.1661003E+01  0.1667113E+01  0.1673318E+01  0.1679235E+01  0.1683556E+01  0.1683592E+01  0.1676072E+01  0.1661133E+01  0.1650991E+01  0.1685314E+01
