 0.1000000E-02  0.1660328E+01  0.1657693E+01  0.1660455E+01  0.1663486E+01  0.1665342E+01  0.1666179E+01  0.1666491E+01  0.1666629E+01  0.1666754E+01  0.1666909E+01  0.1667041E+01  0.1666965E+01  0.1666286E+01  0.1664469E+01  0.1661401E+01  0.1658830E+01  0.1662672E+01
 0.2000000E-02  0.1660983E+01  0.1657634E+01  0.1659956E+01  0.1662853E+01  0.1664763E+01  0.1665735E+01  0.1666199E+01  0.1666487E+01  0.1666757E+01  0.1667057E+01  0.1667340E+01  0.1667414E+01  0.1666861E+01  0.1665078E+01  0.1661850E+01  0.1658841E+01  0.1662082E+01
 0.3000000E-02  0.1659678E+01  0.1656982E+01  0.1659443E+01  0.1662347E+01  0.1664288E+01  0.1665343E+01  0.1665926E+01  0.1666349E+01  0.1666760E+01  0.1667200E+01  0.1667618E+01  0.1667810E+01  0.1667332E+01  0.1665559E+01  0.1662290E+01  0.1659342E+01  0.1663156E+01
 0.4000000E-02  0.1660352E+01  0.1656891E+01  0.1658916E+01  0.1661702E+01  0.1663709E+01  0.1664903E+01  0.1665640E+01  0.1666211E+01  0.1666767E+01  0.1667353E+01  0.1667921E+01  0.1668263E+01  0.1667905E+01  0.1666153E+01  0.1662706E+01  0.1659319E+01  0.1662592E+01
 0.5000000E-02  0.1658898E+01  0.1656147E+01  0.1658358E+01  0.1661177E+01  0.1663227E+01  0.1664507E+01  0.1665364E+01  0.1666071E+01  0.1666767E+01  0.1667493E+01  0.1668197E+01  0.1668655E+01  0.1668367E+01  0.1666610E+01  0.1663096E+01  0.1659733E+01  0.1663555E+01
 0.6000000E-02  0.1659592E+01  0.1656027E+01  0.1657806E+01  0.1660522E+01  0.1662648E+01  0.1664072E+01  0.1665082E+01  0.1665938E+01  0.1666778E+01  0.1667650E+01  0.1668504E+01  0.1669110E+01  0.1668936E+01  0.1667187E+01  0.1663477E+01  0.1659673E+01  0.1663021E+01
 0.7000000E-02  0.1657983E+01  0.1655191E+01  0.1657205E+01  0.1659980E+01  0.1662159E+01  0.1663672E+01  0.1664803E+01  0.1665794E+01  0.1666775E+01  0.1667788E+01  0.1668777E+01  0.1669498E+01  0.1669388E+01  0.1667620E+01  0.1663817E+01  0.1660002E+01  0.1663882E+01
 0.8000000E-02  0.1658699E+01  0.1655048E+01  0.1656632E+01  0.1659317E+01  0.1661582E+01  0.1663242E+01  0.1664527E+01  0.1665665E+01  0.1666790E+01  0.1667949E+01  0.1669089E+01  0.1669956E+01  0.1669952E+01  0.1668177E+01  0.1664160E+01  0.1659906E+01  0.1663384E+01
 0.9000000E-02  0.1656928E+01  0.1654120E+01  0.1655988E+01  0.1658759E+01  0.1661086E+01  0.1662839E+01  0.1664244E+01  0.1665518E+01  0.1666785E+01  0.1668085E+01  0.1669359E+01  0.1670339E+01  0.1670394E+01  0.1668586E+01  0.1664449E+01  0.1660152E+01  0.1664155E+01
 0.1000000E-01  0.1657669E+01  0.1653958E+01  0.1655398E+01  0.1658090E+01  0.1660512E+01  0.1662414E+01  0.1663974E+01  0.1665395E+01  0.1666804E+01  0.1668250E+01  0.1669675E+01  0.1670798E+01  0.1670952E+01  0.1669122E+01  0.1664753E+01  0.1660018E+01  0.1663698E+01
