 0.1600000E-01  0.5562713E-03  0.3246589E-02  0.1267216E-01  0.4386447E-01  0.1282980E+00  0.2983203E+00  0.5478536E+00  0.8016719E+00  0.9420366E+00  0.8918514E+00  0.6788522E+00  0.4122087E+00  0.1972505E+00  0.7423815E-01  0.2353354E-01  0.7032323E-02  0.1483163E-02
 0.1700000E-01  0.5568164E-03  0.3218129E-02  0.1260975E-01  0.4369707E-01  0.1275510E+00  0.2963073E+00  0.5444619E+00  0.7979263E+00  0.9396032E+00  0.8917441E+00  0.6806440E+00  0.4145435E+00  0.1989998E+00  0.7512563E-01  0.2388118E-01  0.7169307E-02  0.1523246E-02
 0.1800000E-01  0.5303718E-03  0.3104569E-02  0.1219212E-01  0.4249036E-01  0.1250598E+00  0.2925468E+00  0.5404590E+00  0.7955691E+00  0.9404951E+00  0.8958760E+00  0.6862578E+00  0.4194415E+00  0.2020098E+00  0.7643595E-01  0.2431614E-01  0.7325508E-02  0.1568800E-02
 0.1900000E-01  0.5329563E-03  0.3083321E-02  0.1214880E-01  0.4235631E-01  0.1243383E+00  0.2905028E+00  0.5369340E+00  0.7915927E+00  0.9378082E+00  0.8955940E+00  0.6880057E+00  0.4218314E+00  0.2038380E+00  0.7737237E-01  0.2467964E-01  0.7467497E-02  0.1611053E-02
 0.2000000E-01  0.5066393E-03  0.2970924E-02  0.1172895E-01  0.4115185E-01  0.1218922E+00  0.2868608E+00  0.5331003E+00  0.7893870E+00  0.9387800E+00  0.8997397E+00  0.6936127E+00  0.4267361E+00  0.2068673E+00  0.7869768E-01  0.2511939E-01  0.7625935E-02  0.1658038E-02
 0.2100000E-01  0.5111638E-03  0.2956940E-02  0.1170523E-01  0.4105053E-01  0.1211923E+00  0.2847799E+00  0.5294385E+00  0.7851812E+00  0.9358449E+00  0.8992889E+00  0.6953208E+00  0.4291834E+00  0.2087756E+00  0.7968414E-01  0.2549912E-01  0.7772839E-02  0.1702428E-02
 0.2200000E-01  0.4848477E-03  0.2845363E-02  0.1128265E-01  0.3984840E-01  0.1187938E+00  0.2812618E+00  0.5257801E+00  0.7831301E+00  0.9368933E+00  0.9034396E+00  0.7009118E+00  0.4340898E+00  0.2118238E+00  0.8102575E-01  0.2594422E-01  0.7933417E-02  0.1750819E-02
 0.2300000E-01  0.4912049E-03  0.2838683E-02  0.1127907E-01  0.3977918E-01  0.1181116E+00  0.2791383E+00  0.5219779E+00  0.7786966E+00  0.9337159E+00  0.9028261E+00  0.7025840E+00  0.4365964E+00  0.2138135E+00  0.8206336E-01  0.2634061E-01  0.8085152E-02  0.1797308E-02
 0.2400000E-01  0.4647703E-03  0.2727557E-02  0.1085321E-01  0.3857956E-01  0.1157630E+00  0.2757493E+00  0.5185008E+00  0.7768027E+00  0.9348375E+00  0.9069734E+00  0.7081502E+00  0.4414995E+00  0.2168800E+00  0.8342260E-01  0.2679169E-01  0.8247776E-02  0.1847076E-02
 0.2500000E-01  0.4728478E-03  0.2728201E-02  0.1087031E-01  0.3854183E-01  0.1150946E+00  0.2735775E+00  0.5145551E+00  0.7721438E+00  0.9314238E+00  0.9062035E+00  0.7097902E+00  0.4440669E+00  0.2189522E+00  0.8451248E-01  0.2720527E-01  0.8404272E-02  0.1895623E-02
 0.2600000E-01  0.4461848E-03  0.2617135E-02  0.1044056E-01  0.3734492E-01  0.1127986E+00  0.2703226E+00  0.5112648E+00  0.7704092E+00  0.9326148E+00  0.9103388E+00  0.7153230E+00  0.4489620E+00  0.2220365E+00  0.8589072E-01  0.2766299E-01  0.8568858E-02  0.1946733E-02
 0.2700000E-01  0.4558674E-03  0.2625108E-02  0.1047889E-01  0.3733807E-01  0.1121401E+00  0.2680967E+00  0.5071726E+00  0.7655275E+00  0.9289714E+00  0.9094187E+00  0.7169343E+00  0.4515916E+00  0.2241921E+00  0.8703399E-01  0.2809433E-01  0.8730055E-02  0.1997295E-02
 0.2800000E-01  0.4288773E-03  0.2513691E-02  0.1004462E-01  0.3614414E-01  0.1098992E+00  0.2649809E+00  0.5040740E+00  0.7639539E+00  0.9302279E+00  0.9135339E+00  0.7224251E+00  0.4564738E+00  0.2272939E+00  0.8843262E-01  0.2855944E-01  0.8896525E-02  0.2049707E-02
 0.2900000E-01  0.4400502E-03  0.2528983E-02  0.1010473E-01  0.3616758E-01  0.1092466E+00  0.2626954E+00  0.4998327E+00  0.7588524E+00  0.9263618E+00  0.9124700E+00  0.7240110E+00  0.4591666E+00  0.2295336E+00  0.8963039E-01  0.2900920E-01  0.9062378E-02  0.2102236E-02
 0.3000000E-01  0.4126459E-03  0.2416785E-02  0.9665246E-02  0.3497691E-01  0.1070636E+00  0.2597235E+00  0.4969305E+00  0.7574411E+00  0.9276797E+00  0.9165568E+00  0.7294517E+00  0.4640315E+00  0.2326523E+00  0.9105079E-01  0.2948249E-01  0.9230673E-02  0.2155907E-02
 0.3100000E-01  0.4251969E-03  0.2439377E-02  0.9747685E-02  0.3503005E-01  0.1064130E+00  0.2573728E+00  0.4925375E+00  0.7521231E+00  0.9235979E+00  0.9153557E+00  0.7310154E+00  0.4667882E+00  0.2349766E+00  0.9230418E-01  0.2995139E-01  0.9401153E-02  0.2210354E-02
 0.3200000E-01  0.3973036E-03  0.2325955E-02  0.9302250E-02  0.3384298E-01  0.1042908E+00  0.2545495E+00  0.4898358E+00  0.7508749E+00  0.9249730E+00  0.9194059E+00  0.7363980E+00  0.4716312E+00  0.2381118E+00  0.9374776E-01  0.3043373E-01  0.9571229E-02  0.2265236E-02
 0.3300000E-01  0.4111260E-03  0.2355817E-02  0.9407555E-02  0.3392523E-01  0.1036382E+00  0.2521282E+00  0.4852891E+00  0.7453443E+00  0.9206832E+00  0.9180741E+00  0.7379424E+00  0.4744523E+00  0.2405211E+00  0.9505786E-01  0.3092259E-01  0.9746326E-02  0.2321546E-02
 0.3400000E-01  0.3826807E-03  0.2240717E-02  0.8955390E-02  0.3274212E-01  0.1015796E+00  0.2494580E+00  0.4827917E+00  0.7442594E+00  0.9221109E+00  0.9220801E+00  0.7432592E+00  0.4792692E+00  0.2436723E+00  0.9652600E-01  0.3141490E-01  0.9918160E-02  0.2377590E-02
 0.3500000E-01  0.3976753E-03  0.2277817E-02  0.9084086E-02  0.3285288E-01  0.1009212E+00  0.2469609E+00  0.4780894E+00  0.7385204E+00  0.9176209E+00  0.9206241E+00  0.7447870E+00  0.4821548E+00  0.2461668E+00  0.9789389E-01  0.3192458E-01  0.1009788E-01  0.2435708E-02
 0.3600000E-01  0.3686263E-03  0.2160580E-02  0.8624370E-02  0.3167412E-01  0.9892909E-01  0.2444481E+00  0.4757995E+00  0.7375987E+00  0.9190967E+00  0.9245781E+00  0.7500305E+00  0.4869412E+00  0.2493334E+00  0.9938799E-01  0.3242785E-01  0.1027148E-01  0.2492860E-02
 0.3700000E-01  0.3847029E-03  0.2204883E-02  0.8776964E-02  0.3181280E-01  0.9826088E-01  0.2418700E+00  0.4709400E+00  0.7316557E+00  0.9144145E+00  0.9230046E+00  0.7515443E+00  0.4898913E+00  0.2519132E+00  0.1008147E+00  0.3295930E-01  0.1045586E-01  0.2552726E-02
 0.3800000E-01  0.3550085E-03  0.2085043E-02  0.8308837E-02  0.3063877E-01  0.9633828E-01  0.2395188E+00  0.4688604E+00  0.7308966E+00  0.9159338E+00  0.9268993E+00  0.7567075E+00  0.4946433E+00  0.2550948E+00  0.1023361E+00  0.3347459E-01  0.1063125E-01  0.2610932E-02
 0.3900000E-01  0.3720874E-03  0.2136524E-02  0.8485814E-02  0.3080478E-01  0.9565649E-01  0.2368549E+00  0.4638426E+00  0.7247545E+00  0.9110676E+00  0.9252148E+00  0.7582095E+00  0.4976573E+00  0.2577595E+00  0.1038227E+00  0.3402882E-01  0.1082036E-01  0.2672484E-02
 0.4000000E-01  0.3417145E-03  0.2013614E-02  0.8008379E-02  0.2963588E-01  0.9380636E-01  0.2346692E+00  0.4619756E+00  0.7241569E+00  0.9126257E+00  0.9290430E+00  0.7632855E+00  0.5023709E+00  0.2609556E+00  0.1053728E+00  0.3455725E-01  0.1099759E-01  0.2731688E-02
 0.4100000E-01  0.3597278E-03  0.2072258E-02  0.8210198E-02  0.2982864E-01  0.9310722E-01  0.2319147E+00  0.4567985E+00  0.7178209E+00  0.9075839E+00  0.9272539E+00  0.7647778E+00  0.5054483E+00  0.2637050E+00  0.1069202E+00  0.3513532E-01  0.1119152E-01  0.2794861E-02
 0.4200000E-01  0.3286502E-03  0.1945808E-02  0.7722528E-02  0.2866526E-01  0.9133252E-01  0.2298982E+00  0.4551461E+00  0.7173834E+00  0.9091758E+00  0.9310087E+00  0.7697602E+00  0.5101198E+00  0.2669149E+00  0.1085002E+00  0.3567807E-01  0.1137071E-01  0.2855004E-02
 0.4300000E-01  0.3475424E-03  0.2011617E-02  0.7949618E-02  0.2888415E-01  0.9061234E-01  0.2270487E+00  0.4498092E+00  0.7108590E+00  0.9039671E+00  0.9291216E+00  0.7712446E+00  0.5132597E+00  0.2697486E+00  0.1101095E+00  0.3628113E-01  0.1156957E-01  0.2919735E-02
 0.4400000E-01  0.3157389E-03  0.1881159E-02  0.7450761E-02  0.2772669E-01  0.8891606E-01  0.2252050E+00  0.4483726E+00  0.7105797E+00  0.9055880E+00  0.9327966E+00  0.7761274E+00  0.5178854E+00  0.2729717E+00  0.1117207E+00  0.3683943E-01  0.1175085E-01  0.2980759E-02
 0.4500000E-01  0.3354674E-03  0.1954157E-02  0.7703519E-02  0.2797112E-01  0.8817122E-01  0.2222563E+00  0.4428757E+00  0.7038725E+00  0.9002210E+00  0.9308177E+00  0.7776054E+00  0.5210866E+00  0.2758889E+00  0.1133926E+00  0.3746866E-01  0.1195481E-01  0.3046981E-02
 0.4600000E-01  0.3029205E-03  0.1819224E-02  0.7192505E-02  0.2681995E-01  0.8655631E-01  0.2205886E+00  0.4416560E+00  0.7037491E+00  0.9018658E+00  0.9344065E+00  0.7823828E+00  0.5256630E+00  0.2791246E+00  0.1150363E+00  0.3804381E-01  0.1213836E-01  0.3108828E-02
 0.4700000E-01  0.3234559E-03  0.1899463E-02  0.7471288E-02  0.2708929E-01  0.8578328E-01  0.2175366E+00  0.4359991E+00  0.6968653E+00  0.8963494E+00  0.9323422E+00  0.7838560E+00  0.5289240E+00  0.2821245E+00  0.1167717E+00  0.3870045E-01  0.1234762E-01  0.3176474E-02
 0.4800000E-01  0.2901491E-03  0.1759589E-02  0.6947139E-02  0.2594479E-01  0.8425266E-01  0.2160481E+00  0.4349968E+00  0.6968951E+00  0.8980132E+00  0.9358389E+00  0.7885226E+00  0.5334480E+00  0.2853722E+00  0.1184491E+00  0.3929379E-01  0.1253367E-01  0.3239085E-02
 0.4900000E-01  0.3114759E-03  0.1847151E-02  0.7252268E-02  0.2623839E-01  0.8344801E-01  0.2128891E+00  0.4291805E+00  0.6898409E+00  0.8923561E+00  0.9336952E+00  0.7899920E+00  0.5367672E+00  0.2884536E+00  0.1202488E+00  0.3997913E-01  0.1274849E-01  0.3308090E-02
 0.5000000E-01  0.2773923E-03  0.1701870E-02  0.6714001E-02  0.2510091E-01  0.8200454E-01  0.2115825E+00  0.4283955E+00  0.6900209E+00  0.8940340E+00  0.9370942E+00  0.7945429E+00  0.5412354E+00  0.2917126E+00  0.1219609E+00  0.4059205E-01  0.1293731E-01  0.3371410E-02
