 0.1000000E-02 -0.7447829E+01 -0.7141646E+01 -0.6835457E+01 -0.6529268E+01 -0.6223080E+01 -0.5916892E+01 -0.5610706E+01 -0.5304520E+01 -0.4998333E+01 -0.4692147E+01 -0.4385961E+01 -0.4079774E+01 -0.3773589E+01 -0.3467404E+01 -0.3161221E+01 -0.2855038E+01 -0.2548848E+01
 0.2000000E-02 -0.7446168E+01 -0.7139988E+01 -0.6833797E+01 -0.6527605E+01 -0.6221415E+01 -0.5915227E+01 -0.5609040E+01 -0.5302853E+01 -0.4996666E+01 -0.4690480E+01 -0.4384293E+01 -0.4078107E+01 -0.3771922E+01 -0.3465739E+01 -0.3159559E+01 -0.2853379E+01 -0.2547186E+01
 0.3000000E-02 -0.7444509E+01 -0.7138331E+01 -0.6832137E+01 -0.6525942E+01 -0.6219750E+01 -0.5913561E+01 -0.5607374E+01 -0.5301187E+01 -0.4995000E+01 -0.4688813E+01 -0.4382626E+01 -0.4076439E+01 -0.3770255E+01 -0.3464074E+01 -0.3157897E+01 -0.2851719E+01 -0.2545522E+01
 0.4000000E-02 -0.7442848E+01 -0.7136674E+01 -0.6830479E+01 -0.6524281E+01 -0.6218087E+01 -0.5911896E+01 -0.5605708E+01 -0.5299521E+01 -0.4993333E+01 -0.4687145E+01 -0.4380958E+01 -0.4074771E+01 -0.3768587E+01 -0.3462408E+01 -0.3156234E+01 -0.2850060E+01 -0.2543860E+01
 0.5000000E-02 -0.7441190E+01 -0.7135018E+01 -0.6828820E+01 -0.6522620E+01 -0.6216424E+01 -0.5910232E+01 -0.5604043E+01 -0.5297854E+01 -0.4991666E+01 -0.4685478E+01 -0.4379289E+01 -0.4073102E+01 -0.3766918E+01 -0.3460741E+01 -0.3154571E+01 -0.2848400E+01 -0.2542196E+01
 0.6000000E-02 -0.7439530E+01 -0.7133362E+01 -0.6827162E+01 -0.6520959E+01 -0.6214761E+01 -0.5908568E+01 -0.5602378E+01 -0.5296189E+01 -0.4989999E+01 -0.4683810E+01 -0.4377621E+01 -0.4071433E+01 -0.3765249E+01 -0.3459074E+01 -0.3152908E+01 -0.2846741E+01 -0.2540533E+01
 0.7000000E-02 -0.7437872E+01 -0.7131707E+01 -0.6825505E+01 -0.6519299E+01 -0.6213099E+01 -0.5906904E+01 -0.5600713E+01 -0.5294523E+01 -0.4988333E+01 -0.4682142E+01 -0.4375952E+01 -0.4069764E+01 -0.3763580E+01 -0.3457406E+01 -0.3151244E+01 -0.2845081E+01 -0.2538869E+01
 0.8000000E-02 -0.7436213E+01 -0.7130052E+01 -0.6823849E+01 -0.6517640E+01 -0.6211437E+01 -0.5905241E+01 -0.5599048E+01 -0.5292857E+01 -0.4986666E+01 -0.4680474E+01 -0.4374283E+01 -0.4068094E+01 -0.3761910E+01 -0.3455738E+01 -0.3149580E+01 -0.2843421E+01 -0.2537206E+01
 0.9000000E-02 -0.7434556E+01 -0.7128398E+01 -0.6822193E+01 -0.6515981E+01 -0.6209776E+01 -0.5903578E+01 -0.5597384E+01 -0.5291192E+01 -0.4984999E+01 -0.4678806E+01 -0.4372614E+01 -0.4066423E+01 -0.3760240E+01 -0.3454069E+01 -0.3147915E+01 -0.2841761E+01 -0.2535542E+01
 0.1000000E-01 -0.7432899E+01 -0.7126744E+01 -0.6820537E+01 -0.6514323E+01 -0.6208116E+01 -0.5901916E+01 -0.5595720E+01 -0.5289526E+01 -0.4983332E+01 -0.4677138E+01 -0.4370944E+01 -0.4064753E+01 -0.3758569E+01 -0.3452400E+01 -0.3146251E+01 -0.2840101E+01 -0.2533878E+01
 0.1100000E-01 -0.7431243E+01 -0.7125091E+01 -0.6818882E+01 -0.6512665E+01 -0.6206456E+01 -0.5900254E+01 -0.5594056E+01 -0.5287861E+01 -0.4981665E+01 -0.4675470E+01 -0.4369274E+01 -0.4063081E+01 -0.3756897E+01 -0.3450731E+01 -0.3144586E+01 -0.2838440E+01 -0.2532214E+01
 0.1200000E-01 -0.7429586E+01 -0.7123438E+01 -0.6817228E+01 -0.6511008E+01 -0.6204796E+01 -0.5898592E+01 -0.5592393E+01 -0.5286196E+01 -0.4979999E+01 -0.4673801E+01 -0.4367604E+01 -0.4061410E+01 -0.3755225E+01 -0.3449061E+01 -0.3142920E+01 -0.2836780E+01 -0.2530550E+01
 0.1300000E-01 -0.7427932E+01 -0.7121786E+01 -0.6815575E+01 -0.6509352E+01 -0.6203137E+01 -0.5896931E+01 -0.5590730E+01 -0.5284531E+01 -0.4978332E+01 -0.4672132E+01 -0.4365933E+01 -0.4059738E+01 -0.3753553E+01 -0.3447390E+01 -0.3141255E+01 -0.2835120E+01 -0.2528885E+01
 0.1400000E-01 -0.7426277E+01 -0.7120135E+01 -0.6813922E+01 -0.6507697E+01 -0.6201479E+01 -0.5895270E+01 -0.5589067E+01 -0.5282866E+01 -0.4976665E+01 -0.4670464E+01 -0.4364262E+01 -0.4058065E+01 -0.3751880E+01 -0.3445720E+01 -0.3139589E+01 -0.2833460E+01 -0.2527221E+01
 0.1500000E-01 -0.7424624E+01 -0.7118485E+01 -0.6812270E+01 -0.6506042E+01 -0.6199821E+01 -0.5893610E+01 -0.5587404E+01 -0.5281201E+01 -0.4974998E+01 -0.4668795E+01 -0.4362591E+01 -0.4056392E+01 -0.3750207E+01 -0.3444048E+01 -0.3137924E+01 -0.2831801E+01 -0.2525556E+01
 0.1600000E-01 -0.7422970E+01 -0.7116835E+01 -0.6810619E+01 -0.6504387E+01 -0.6198164E+01 -0.5891950E+01 -0.5585742E+01 -0.5279537E+01 -0.4973331E+01 -0.4667125E+01 -0.4360920E+01 -0.4054719E+01 -0.3748533E+01 -0.3442377E+01 -0.3136258E+01 -0.2830141E+01 -0.2523891E+01
 0.1700000E-01 -0.7421319E+01 -0.7115186E+01 -0.6808968E+01 -0.6502734E+01 -0.6196507E+01 -0.5890290E+01 -0.5584080E+01 -0.5277872E+01 -0.4971665E+01 -0.4665456E+01 -0.4359248E+01 -0.4053045E+01 -0.3746859E+01 -0.3440705E+01 -0.3134592E+01 -0.2828481E+01 -0.2522226E+01
 0.1800000E-01 -0.7419667E+01 -0.7113537E+01 -0.6807318E+01 -0.6501081E+01 -0.6194851E+01 -0.5888631E+01 -0.5582418E+01 -0.5276208E+01 -0.4969998E+01 -0.4663787E+01 -0.4357576E+01 -0.4051371E+01 -0.3745184E+01 -0.3439032E+01 -0.3132925E+01 -0.2826822E+01 -0.2520561E+01
 0.1900000E-01 -0.7418017E+01 -0.7111890E+01 -0.6805669E+01 -0.6499428E+01 -0.6193195E+01 -0.5886973E+01 -0.5580757E+01 -0.5274544E+01 -0.4968331E+01 -0.4662117E+01 -0.4355904E+01 -0.4049697E+01 -0.3743509E+01 -0.3437360E+01 -0.3131259E+01 -0.2825163E+01 -0.2518896E+01
