 0.2000000E-01 -0.7416367E+01 -0.7110243E+01 -0.6804021E+01 -0.6497777E+01 -0.6191540E+01 -0.5885314E+01 -0.5579096E+01 -0.5272880E+01 -0.4966664E+01 -0.4660447E+01 -0.4354231E+01 -0.4048022E+01 -0.3741833E+01 -0.3435687E+01 -0.3129593E+01 -0.2823504E+01 -0.2517231E+01
 0.2100000E-01 -0.7414719E+01 -0.7108597E+01 -0.6802373E+01 -0.6496126E+01 -0.6189885E+01 -0.5883656E+01 -0.5577435E+01 -0.5271216E+01 -0.4964997E+01 -0.4658777E+01 -0.4352558E+01 -0.4046347E+01 -0.3740157E+01 -0.3434013E+01 -0.3127927E+01 -0.2821845E+01 -0.2515565E+01
 0.2200000E-01 -0.7413070E+01 -0.7106952E+01 -0.6800726E+01 -0.6494475E+01 -0.6188231E+01 -0.5881999E+01 -0.5575774E+01 -0.5269552E+01 -0.4963330E+01 -0.4657107E+01 -0.4350885E+01 -0.4044671E+01 -0.3738481E+01 -0.3432340E+01 -0.3126260E+01 -0.2820187E+01 -0.2513899E+01
 0.2300000E-01 -0.7411425E+01 -0.7105308E+01 -0.6799080E+01 -0.6492825E+01 -0.6186578E+01 -0.5880342E+01 -0.5574114E+01 -0.5267888E+01 -0.4961663E+01 -0.4655437E+01 -0.4349212E+01 -0.4042995E+01 -0.3736804E+01 -0.3430666E+01 -0.3124594E+01 -0.2818528E+01 -0.2512233E+01
 0.2400000E-01 -0.7409778E+01 -0.7103664E+01 -0.6797434E+01 -0.6491176E+01 -0.6184925E+01 -0.5878685E+01 -0.5572453E+01 -0.5266225E+01 -0.4959996E+01 -0.4653767E+01 -0.4347538E+01 -0.4041318E+01 -0.3735127E+01 -0.3428992E+01 -0.3122928E+01 -0.2816870E+01 -0.2510566E+01
 0.2500000E-01 -0.7408134E+01 -0.7102022E+01 -0.6795790E+01 -0.6489528E+01 -0.6183272E+01 -0.5877029E+01 -0.5570794E+01 -0.5264561E+01 -0.4958329E+01 -0.4652096E+01 -0.4345864E+01 -0.4039641E+01 -0.3733449E+01 -0.3427317E+01 -0.3121262E+01 -0.2815213E+01 -0.2508899E+01
 0.2600000E-01 -0.7406489E+01 -0.7100380E+01 -0.6794146E+01 -0.6487880E+01 -0.6181620E+01 -0.5875373E+01 -0.5569134E+01 -0.5262898E+01 -0.4956662E+01 -0.4650426E+01 -0.4344190E+01 -0.4037964E+01 -0.3731771E+01 -0.3425643E+01 -0.3119596E+01 -0.2813556E+01 -0.2507232E+01
 0.2700000E-01 -0.7404848E+01 -0.7098740E+01 -0.6792503E+01 -0.6486233E+01 -0.6179969E+01 -0.5873718E+01 -0.5567475E+01 -0.5261235E+01 -0.4954996E+01 -0.4648755E+01 -0.4342515E+01 -0.4036286E+01 -0.3730092E+01 -0.3423968E+01 -0.3117930E+01 -0.2811899E+01 -0.2505564E+01
 0.2800000E-01 -0.7403206E+01 -0.7097100E+01 -0.6790860E+01 -0.6484587E+01 -0.6178318E+01 -0.5872063E+01 -0.5565816E+01 -0.5259572E+01 -0.4953329E+01 -0.4647084E+01 -0.4340840E+01 -0.4034608E+01 -0.3728413E+01 -0.3422293E+01 -0.3116264E+01 -0.2810242E+01 -0.2503896E+01
 0.2900000E-01 -0.7401566E+01 -0.7095462E+01 -0.6789219E+01 -0.6482941E+01 -0.6176668E+01 -0.5870408E+01 -0.5564157E+01 -0.5257909E+01 -0.4951662E+01 -0.4645413E+01 -0.4339165E+01 -0.4032930E+01 -0.3726734E+01 -0.3420617E+01 -0.3114598E+01 -0.2808586E+01 -0.2502227E+01
 0.3000000E-01 -0.7399926E+01 -0.7093823E+01 -0.6787578E+01 -0.6481296E+01 -0.6175018E+01 -0.5868754E+01 -0.5562498E+01 -0.5256246E+01 -0.4949995E+01 -0.4643741E+01 -0.4337489E+01 -0.4031251E+01 -0.3725054E+01 -0.3418942E+01 -0.3112933E+01 -0.2806930E+01 -0.2500558E+01
 0.3100000E-01 -0.7398289E+01 -0.7092187E+01 -0.6785938E+01 -0.6479651E+01 -0.6173369E+01 -0.5867100E+01 -0.5560840E+01 -0.5254584E+01 -0.4948328E+01 -0.4642070E+01 -0.4335813E+01 -0.4029571E+01 -0.3723374E+01 -0.3417266E+01 -0.3111268E+01 -0.2805275E+01 -0.2498888E+01
 0.3200000E-01 -0.7396651E+01 -0.7090550E+01 -0.6784299E+01 -0.6478007E+01 -0.6171720E+01 -0.5865446E+01 -0.5559182E+01 -0.5252921E+01 -0.4946661E+01 -0.4640398E+01 -0.4334137E+01 -0.4027892E+01 -0.3721694E+01 -0.3415591E+01 -0.3109603E+01 -0.2803620E+01 -0.2497217E+01
 0.3300000E-01 -0.7395017E+01 -0.7088916E+01 -0.6782661E+01 -0.6476364E+01 -0.6170072E+01 -0.5863794E+01 -0.5557524E+01 -0.5251259E+01 -0.4944994E+01 -0.4638726E+01 -0.4332461E+01 -0.4026212E+01 -0.3720013E+01 -0.3413915E+01 -0.3107938E+01 -0.2801965E+01 -0.2495545E+01
 0.3400000E-01 -0.7393381E+01 -0.7087281E+01 -0.6781023E+01 -0.6474722E+01 -0.6168425E+01 -0.5862141E+01 -0.5555867E+01 -0.5249597E+01 -0.4943327E+01 -0.4637054E+01 -0.4330784E+01 -0.4024531E+01 -0.3718332E+01 -0.3412239E+01 -0.3106274E+01 -0.2800311E+01 -0.2493872E+01
 0.3500000E-01 -0.7391750E+01 -0.7085649E+01 -0.6779387E+01 -0.6473080E+01 -0.6166777E+01 -0.5860489E+01 -0.5554210E+01 -0.5247935E+01 -0.4941660E+01 -0.4635382E+01 -0.4329107E+01 -0.4022851E+01 -0.3716651E+01 -0.3410563E+01 -0.3104610E+01 -0.2798657E+01 -0.2492198E+01
 0.3600000E-01 -0.7390116E+01 -0.7084016E+01 -0.6777751E+01 -0.6471439E+01 -0.6165131E+01 -0.5858837E+01 -0.5552553E+01 -0.5246273E+01 -0.4939992E+01 -0.4633710E+01 -0.4327430E+01 -0.4021170E+01 -0.3714969E+01 -0.3408887E+01 -0.3102946E+01 -0.2797003E+01 -0.2490524E+01
 0.3700000E-01 -0.7388487E+01 -0.7082386E+01 -0.6776116E+01 -0.6469799E+01 -0.6163485E+01 -0.5857185E+01 -0.5550896E+01 -0.5244611E+01 -0.4938325E+01 -0.4632038E+01 -0.4325752E+01 -0.4019488E+01 -0.3713287E+01 -0.3407211E+01 -0.3101282E+01 -0.2795350E+01 -0.2488848E+01
 0.3800000E-01 -0.7386856E+01 -0.7080755E+01 -0.6774481E+01 -0.6468159E+01 -0.6161839E+01 -0.5855534E+01 -0.5549240E+01 -0.5242949E+01 -0.4936658E+01 -0.4630365E+01 -0.4324075E+01 -0.4017806E+01 -0.3711605E+01 -0.3405534E+01 -0.3099619E+01 -0.2793697E+01 -0.2487170E+01
 0.3900000E-01 -0.7385230E+01 -0.7079127E+01 -0.6772848E+01 -0.6466520E+01 -0.6160194E+01 -0.5853884E+01 -0.5547584E+01 -0.5241288E+01 -0.4934991E+01 -0.4628692E+01 -0.4322396E+01 -0.4016124E+01 -0.3709922E+01 -0.3403858E+01 -0.3097956E+01 -0.2792045E+01 -0.2485492E+01
 0.4000000E-01 -0.7383602E+01 -0.7077498E+01 -0.6771215E+01 -0.6464881E+01 -0.6158550E+01 -0.5852234E+01 -0.5545928E+01 -0.5239626E+01 -0.4933324E+01 -0.4627020E+01 -0.4320718E+01 -0.4014441E+01 -0.3708239E+01 -0.3402182E+01 -0.3096294E+01 -0.2790393E+01 -0.2483811E+01
 0.4100000E-01 -0.7381978E+01 -0.7075871E+01 -0.6769583E+01 -0.6463243E+01 -0.6156906E+01 -0.5850584E+01 -0.5544272E+01 -0.5237965E+01 -0.4931657E+01 -0.4625347E+01 -0.4319039E+01 -0.4012759E+01 -0.3706556E+01 -0.3400506E+01 -0.3094632E+01 -0.2788741E+01 -0.2482130E+01
 0.4200000E-01 -0.7380352E+01 -0.7074245E+01 -0.6767952E+01 -0.6461606E+01 -0.6155263E+01 -0.5848934E+01 -0.5542617E+01 -0.5236304E+01 -0.4929990E+01 -0.4623673E+01 -0.4317360E+01 -0.4011075E+01 -0.3704873E+01 -0.3398830E+01 -0.3092970E+01 -0.2787090E+01 -0.2480446E+01
 0.4300000E-01 -0.7378731E+01 -0.7072620E+01 -0.6766322E+01 -0.6459970E+01 -0.6153620E+01 -0.5847285E+01 -0.5540962E+01 -0.5234643E+01 -0.4928323E+01 -0.4622000E+01 -0.4315681E+01 -0.4009392E+01 -0.3703189E+01 -0.3397153E+01 -0.3091309E+01 -0.2785439E+01 -0.2478761E+01
 0.4400000E-01 -0.7377108E+01 -0.7070996E+01 -0.6764692E+01 -0.6458334E+01 -0.6151978E+01 -0.5845637E+01 -0.5539307E+01 -0.5232982E+01 -0.4926656E+01 -0.4620327E+01 -0.4314002E+01 -0.4007708E+01 -0.3701505E+01 -0.3395477E+01 -0.3089648E+01 -0.2783788E+01 -0.2477073E+01
 0.4500000E-01 -0.7375489E+01 -0.7069373E+01 -0.6763064E+01 -0.6456699E+01 -0.6150336E+01 -0.5843989E+01 -0.5537653E+01 -0.5231321E+01 -0.4924988E+01 -0.4618653E+01 -0.4312322E+01 -0.4006024E+01 -0.3699821E+01 -0.3393801E+01 -0.3087988E+01 -0.2782137E+01 -0.2475384E+01
 0.4600000E-01 -0.7373869E+01 -0.7067750E+01 -0.6761436E+01 -0.6455064E+01 -0.6148695E+01 -0.5842341E+01 -0.5535998E+01 -0.5229660E+01 -0.4923321E+01 -0.4616979E+01 -0.4310642E+01 -0.4004339E+01 -0.3698137E+01 -0.3392125E+01 -0.3086328E+01 -0.2780487E+01 -0.2473692E+01
 0.4700000E-01 -0.7372253E+01 -0.7066130E+01 -0.6759809E+01 -0.6453430E+01 -0.6147054E+01 -0.5840693E+01 -0.5534345E+01 -0.5228000E+01 -0.4921654E+01 -0.4615305E+01 -0.4308961E+01 -0.4002654E+01 -0.3696453E+01 -0.3390450E+01 -0.3084669E+01 -0.2778837E+01 -0.2471997E+01
 0.4800000E-01 -0.7370635E+01 -0.7064509E+01 -0.6758183E+01 -0.6451797E+01 -0.6145414E+01 -0.5839046E+01 -0.5532691E+01 -0.5226339E+01 -0.4919987E+01 -0.4613631E+01 -0.4307281E+01 -0.4000969E+01 -0.3694768E+01 -0.3388774E+01 -0.3083010E+01 -0.2777187E+01 -0.2470300E+01
 0.4900000E-01 -0.7369022E+01 -0.7062891E+01 -0.6756558E+01 -0.6450165E+01 -0.6143774E+01 -0.5837400E+01 -0.5531037E+01 -0.5224679E+01 -0.4918320E+01 -0.4611957E+01 -0.4305600E+01 -0.3999283E+01 -0.3693083E+01 -0.3387099E+01 -0.3081351E+01 -0.2775538E+01 -0.2468601E+01
 0.5000000E-01 -0.7367406E+01 -0.7061272E+01 -0.6754933E+01 -0.6448533E+01 -0.6142135E+01 -0.5835753E+01 -0.5529384E+01 -0.5223019E+01 -0.4916652E+01 -0.4610282E+01 -0.4303918E+01 -0.3997597E+01 -0.3691398E+01 -0.3385423E+01 -0.3079693E+01 -0.2773888E+01 -0.2466898E+01
