-0.8773467E+01  0.1296338E-05  0.5463038E-09
-0.8748436E+01  0.2191935E-05  0.1052811E-08
-0.8723404E+01  0.3669300E-05  0.2008691E-08
-0.8698373E+01  0.6081138E-05  0.3794213E-08
-0.8673342E+01  0.9977753E-05  0.7095395E-08
-0.8648310E+01  0.1620790E-04  0.1313644E-07
-0.8623279E+01  0.2606556E-04  0.2407824E-07
-0.8598248E+01  0.4150051E-04  0.4369364E-07
-0.8573217E+01  0.6541630E-04  0.7849785E-07
-0.8548185E+01  0.1020856E-03  0.1396187E-06
-0.8523154E+01  0.1577210E-03  0.2458530E-06
-0.8498123E+01  0.2412463E-03  0.4286014E-06
-0.8473091E+01  0.3653238E-03  0.7397378E-06
-0.8448060E+01  0.5476984E-03  0.1264004E-05
-0.8423029E+01  0.8129261E-03  0.2138282E-05
-0.8397997E+01  0.1194557E-02  0.3581193E-05
-0.8372966E+01  0.1737836E-02  0.5937953E-05
-0.8347935E+01  0.2502978E-02  0.9747470E-05
-0.8322904E+01  0.3569040E-02  0.1584139E-04
-0.8297872E+01  0.5038391E-02  0.2548829E-04
-0.8272841E+01  0.7041717E-02  0.4060079E-04
-0.8247810E+01  0.9743421E-02  0.6402865E-04
-0.8222778E+01  0.1334721E-01  0.9996786E-04
-0.8197747E+01  0.1810155E-01  0.1545228E-03
-0.8172716E+01  0.2430453E-01  0.2364673E-03
-0.8147685E+01  0.3230760E-01  0.3582578E-03
-0.8122653E+01  0.4251757E-01  0.5373613E-03
-0.8097622E+01  0.5539600E-01  0.7979640E-03
-0.8072591E+01  0.7145531E-01  0.1173131E-02
-0.8047559E+01  0.9125083E-01  0.1707480E-02
-0.8022528E+01  0.1153680E+00  0.2460431E-02
-0.7997497E+01  0.1444042E+00  0.3510046E-02
-0.7972466E+01  0.1789455E+00  0.4957476E-02
-0.7947434E+01  0.2195370E+00  0.6931938E-02
-0.7922403E+01  0.2666496E+00  0.9596102E-02
-0.7897372E+01  0.3206419E+00  0.1315168E-01
-0.7872340E+01  0.3817208E+00  0.1784488E-01
-0.7847309E+01  0.4499016E+00  0.2397135E-01
-0.7822278E+01  0.5249712E+00  0.3187993E-01
-0.7797247E+01  0.6064563E+00  0.4197478E-01
-0.7772215E+01  0.6936011E+00  0.5471491E-01
-0.7747184E+01  0.7853553E+00  0.7061047E-01
-0.7722153E+01  0.8803772E+00  0.9021499E-01
-0.7697121E+01  0.9770517E+00  0.1141128E+00
-0.7672090E+01  0.1073526E+01  0.1429014E+00
-0.7647059E+01  0.1167760E+01  0.1771677E+00
-0.7622028E+01  0.1257595E+01  0.2174597E+00
-0.7596996E+01  0.1340832E+01  0.2642527E+00
-0.7571965E+01  0.1415318E+01  0.3179113E+00
-0.7546934E+01  0.1479040E+01  0.3786508E+00
-0.7521902E+01  0.1530213E+01  0.4464963E+00
-0.7496871E+01  0.1567365E+01  0.5212464E+00
-0.7471840E+01  0.1589405E+01  0.6024409E+00
-0.7446809E+01  0.1595677E+01  0.6893377E+00
-0.7421777E+01  0.1585995E+01  0.7809006E+00
-0.7396746E+01  0.1560647E+01  0.8758014E+00
-0.7371715E+01  0.1520386E+01  0.9724376E+00
-0.7346683E+01  0.1466389E+01  0.1068966E+01
-0.7321652E+01  0.1400201E+01  0.1163355E+01
