 0.1000000E-02  0.2993675E+01  0.2994112E+01  0.2994548E+01  0.2994984E+01  0.2995420E+01  0.2995856E+01  0.2996293E+01  0.2996729E+01  0.2997165E+01  0.2997601E+01  0.2998037E+01  0.2998473E+01  0.2998910E+01  0.2999346E+01  0.2999782E+01  0.3000218E+01  0.3000654E+01  0.3001090E+01  0.3001527E+01  0.3001963E+01  0.3002399E+01  0.3002829E+01  0.3003130E+01  0.3002234E+01  0.2997800E+01  0.2995144E+01  0.3005577E+01  0.3015071E+01  0.3011732E+01  0.3007585E+01
 0.2000000E-02  0.2987351E+01  0.2988223E+01  0.2989096E+01  0.2989968E+01  0.2990840E+01  0.2991713E+01  0.2992585E+01  0.2993457E+01  0.2994330E+01  0.2995202E+01  0.2996074E+01  0.2996947E+01  0.2997819E+01  0.2998691E+01  0.2999564E+01  0.3000436E+01  0.3001309E+01  0.3002181E+01  0.3003053E+01  0.3003926E+01  0.3004798E+01  0.3005658E+01  0.3006257E+01  0.3004448E+01  0.2995558E+01  0.2990309E+01  0.3011249E+01  0.3030153E+01  0.3023420E+01  0.3015152E+01
 0.3000000E-02  0.2981026E+01  0.2982335E+01  0.2983643E+01  0.2984952E+01  0.2986261E+01  0.2987569E+01  0.2988878E+01  0.2990186E+01  0.2991495E+01  0.2992803E+01  0.2994112E+01  0.2995420E+01  0.2996729E+01  0.2998037E+01  0.2999346E+01  0.3000654E+01  0.3001963E+01  0.3003271E+01  0.3004580E+01  0.3005888E+01  0.3007197E+01  0.3008487E+01  0.3009381E+01  0.3006643E+01  0.2993272E+01  0.2985495E+01  0.3017018E+01  0.3045245E+01  0.3035066E+01  0.3022702E+01
 0.4000000E-02  0.2974702E+01  0.2976447E+01  0.2978191E+01  0.2979936E+01  0.2981681E+01  0.2983425E+01  0.2985170E+01  0.2986915E+01  0.2988660E+01  0.2990404E+01  0.2992149E+01  0.2993894E+01  0.2995638E+01  0.2997383E+01  0.2999128E+01  0.3000872E+01  0.3002617E+01  0.3004362E+01  0.3006106E+01  0.3007851E+01  0.3009595E+01  0.3011316E+01  0.3012502E+01  0.3008817E+01  0.2990944E+01  0.2980704E+01  0.3022882E+01  0.3060347E+01  0.3046669E+01  0.3030236E+01
 0.5000000E-02  0.2968378E+01  0.2970558E+01  0.2972739E+01  0.2974920E+01  0.2977101E+01  0.2979282E+01  0.2981463E+01  0.2983644E+01  0.2985824E+01  0.2988005E+01  0.2990186E+01  0.2992367E+01  0.2994548E+01  0.2996729E+01  0.2998910E+01  0.3001090E+01  0.3003271E+01  0.3005452E+01  0.3007633E+01  0.3009814E+01  0.3011994E+01  0.3014144E+01  0.3015620E+01  0.3010971E+01  0.2988574E+01  0.2975934E+01  0.3028843E+01  0.3075457E+01  0.3058228E+01  0.3037752E+01
 0.6000000E-02  0.2962053E+01  0.2964670E+01  0.2967287E+01  0.2969904E+01  0.2972521E+01  0.2975138E+01  0.2977755E+01  0.2980372E+01  0.2982989E+01  0.2985606E+01  0.2988223E+01  0.2990840E+01  0.2993457E+01  0.2996074E+01  0.2998691E+01  0.3001309E+01  0.3003926E+01  0.3006543E+01  0.3009160E+01  0.3011777E+01  0.3014393E+01  0.3016973E+01  0.3018736E+01  0.3013105E+01  0.2986160E+01  0.2971189E+01  0.3034900E+01  0.3090576E+01  0.3069744E+01  0.3045252E+01
 0.7000000E-02  0.2955729E+01  0.2958782E+01  0.2961836E+01  0.2964889E+01  0.2967942E+01  0.2970995E+01  0.2974048E+01  0.2977101E+01  0.2980154E+01  0.2983208E+01  0.2986261E+01  0.2989314E+01  0.2992367E+01  0.2995420E+01  0.2998473E+01  0.3001527E+01  0.3004580E+01  0.3007633E+01  0.3010686E+01  0.3013739E+01  0.3016792E+01  0.3019801E+01  0.3021848E+01  0.3015218E+01  0.2983704E+01  0.2966467E+01  0.3041054E+01  0.3105701E+01  0.3081217E+01  0.3052736E+01
 0.8000000E-02  0.2949405E+01  0.2952894E+01  0.2956384E+01  0.2959873E+01  0.2963362E+01  0.2966852E+01  0.2970341E+01  0.2973830E+01  0.2977320E+01  0.2980809E+01  0.2984298E+01  0.2987787E+01  0.2991277E+01  0.2994766E+01  0.2998255E+01  0.3001745E+01  0.3005234E+01  0.3008723E+01  0.3012213E+01  0.3015702E+01  0.3019190E+01  0.3022628E+01  0.3024957E+01  0.3017311E+01  0.2981206E+01  0.2961770E+01  0.3047304E+01  0.3120833E+01  0.3092646E+01  0.3060202E+01
 0.9000000E-02  0.2943081E+01  0.2947007E+01  0.2950932E+01  0.2954858E+01  0.2958783E+01  0.2962708E+01  0.2966634E+01  0.2970559E+01  0.2974485E+01  0.2978410E+01  0.2982336E+01  0.2986261E+01  0.2990186E+01  0.2994112E+01  0.2998037E+01  0.3001963E+01  0.3005888E+01  0.3009814E+01  0.3013739E+01  0.3017664E+01  0.3021589E+01  0.3025456E+01  0.3028063E+01  0.3019382E+01  0.2978665E+01  0.2957099E+01  0.3053650E+01  0.3135971E+01  0.3104031E+01  0.3067653E+01
 0.1000000E-01  0.2936758E+01  0.2941119E+01  0.2945481E+01  0.2949842E+01  0.2954204E+01  0.2958565E+01  0.2962927E+01  0.2967288E+01  0.2971650E+01  0.2976012E+01  0.2980373E+01  0.2984735E+01  0.2989096E+01  0.2993458E+01  0.2997819E+01  0.3002181E+01  0.3006542E+01  0.3010904E+01  0.3015265E+01  0.3019627E+01  0.3023987E+01  0.3028283E+01  0.3031166E+01  0.3021432E+01  0.2976082E+01  0.2952454E+01  0.3060093E+01  0.3151114E+01  0.3115372E+01  0.3075088E+01
 0.1100000E-01  0.2930434E+01  0.2935232E+01  0.2940029E+01  0.2944827E+01  0.2949625E+01  0.2954422E+01  0.2959220E+01  0.2964018E+01  0.2968815E+01  0.2973613E+01  0.2978411E+01  0.2983208E+01  0.2988006E+01  0.2992804E+01  0.2997601E+01  0.3002399E+01  0.3007196E+01  0.3011994E+01  0.3016792E+01  0.3021589E+01  0.3026386E+01  0.3031110E+01  0.3034266E+01  0.3023460E+01  0.2973457E+01  0.2947836E+01  0.3066633E+01  0.3166261E+01  0.3126670E+01  0.3082506E+01
 0.1200000E-01  0.2924111E+01  0.2929345E+01  0.2934578E+01  0.2939812E+01  0.2945046E+01  0.2950279E+01  0.2955513E+01  0.2960747E+01  0.2965981E+01  0.2971214E+01  0.2976448E+01  0.2981682E+01  0.2986916E+01  0.2992149E+01  0.2997383E+01  0.3002617E+01  0.3007851E+01  0.3013084E+01  0.3018318E+01  0.3023552E+01  0.3028784E+01  0.3033937E+01  0.3037362E+01  0.3025467E+01  0.2970789E+01  0.2943246E+01  0.3073269E+01  0.3181411E+01  0.3137923E+01  0.3089908E+01
 0.1300000E-01  0.2917788E+01  0.2923458E+01  0.2929127E+01  0.2934797E+01  0.2940467E+01  0.2946137E+01  0.2951807E+01  0.2957476E+01  0.2963146E+01  0.2968816E+01  0.2974486E+01  0.2980156E+01  0.2985825E+01  0.2991495E+01  0.2997165E+01  0.3002835E+01  0.3008505E+01  0.3014175E+01  0.3019844E+01  0.3025514E+01  0.3031182E+01  0.3036764E+01  0.3040455E+01  0.3027451E+01  0.2968080E+01  0.2938684E+01  0.3080001E+01  0.3196564E+01  0.3149133E+01  0.3097295E+01
 0.1400000E-01  0.2911465E+01  0.2917571E+01  0.2923677E+01  0.2929783E+01  0.2935888E+01  0.2941994E+01  0.2948100E+01  0.2954206E+01  0.2960312E+01  0.2966418E+01  0.2972524E+01  0.2978629E+01  0.2984735E+01  0.2990841E+01  0.2996947E+01  0.3003053E+01  0.3009159E+01  0.3015265E+01  0.3021371E+01  0.3027476E+01  0.3033580E+01  0.3039590E+01  0.3043544E+01  0.3029413E+01  0.2965328E+01  0.2934151E+01  0.3086830E+01  0.3211719E+01  0.3160298E+01  0.3104666E+01
 0.1500000E-01  0.2905142E+01  0.2911684E+01  0.2918226E+01  0.2924768E+01  0.2931310E+01  0.2937852E+01  0.2944394E+01  0.2950936E+01  0.2957478E+01  0.2964020E+01  0.2970561E+01  0.2977103E+01  0.2983645E+01  0.2990187E+01  0.2996729E+01  0.3003271E+01  0.3009813E+01  0.3016355E+01  0.3022897E+01  0.3029439E+01  0.3035978E+01  0.3042416E+01  0.3046630E+01  0.3031353E+01  0.2962534E+01  0.2929648E+01  0.3093756E+01  0.3226874E+01  0.3171419E+01  0.3112022E+01
 0.1600000E-01  0.2898820E+01  0.2905798E+01  0.2912776E+01  0.2919754E+01  0.2926732E+01  0.2933710E+01  0.2940688E+01  0.2947666E+01  0.2954643E+01  0.2961621E+01  0.2968599E+01  0.2975577E+01  0.2982555E+01  0.2989533E+01  0.2996511E+01  0.3003489E+01  0.3010467E+01  0.3017445E+01  0.3024423E+01  0.3031401E+01  0.3038376E+01  0.3045241E+01  0.3049712E+01  0.3033270E+01  0.2959699E+01  0.2925175E+01  0.3100778E+01  0.3242030E+01  0.3182496E+01  0.3119362E+01
