 0.3000000E+01 -0.5703496E+00 -0.5462514E+00 -0.5095526E+00 -0.4623916E+00 -0.4065557E+00 -0.3435375E+00 -0.2745829E+00 -0.2007306E+00 -0.1228465E+00 -0.4165092E-01  0.4225673E-01  0.1283787E+00  0.2163021E+00  0.3056848E+00  0.3962438E+00  0.4877455E+00  0.5799974E+00  0.6728411E+00  0.7661468E+00  0.8598083E+00
 0.3200000E+01 -0.6081066E+00 -0.5824375E+00 -0.5433255E+00 -0.4930518E+00 -0.4335229E+00 -0.3663311E+00 -0.2928056E+00 -0.2140548E+00 -0.1310022E+00 -0.4441677E-01  0.4506228E-01  0.1369038E+00  0.2306672E+00  0.3259876E+00  0.4225628E+00  0.5201438E+00  0.6185251E+00  0.7175377E+00  0.8170431E+00  0.9169282E+00
 0.3400000E+01 -0.6458121E+00 -0.6185791E+00 -0.5770605E+00 -0.5236801E+00 -0.4604637E+00 -0.3891037E+00 -0.3110124E+00 -0.2273678E+00 -0.1391515E+00 -0.4718052E-01  0.4786561E-01  0.1454225E+00  0.2450218E+00  0.3462756E+00  0.4488631E+00  0.5525193E+00  0.6570260E+00  0.7622035E+00  0.8679048E+00  0.9740094E+00
 0.3600000E+01 -0.6834632E+00 -0.6546735E+00 -0.6107551E+00 -0.5542743E+00 -0.4873766E+00 -0.4118539E+00 -0.3292022E+00 -0.2406690E+00 -0.1472938E+00 -0.4994205E-01  0.5066657E-01  0.1539342E+00  0.2593650E+00  0.3665480E+00  0.4751435E+00  0.5848707E+00  0.6954985E+00  0.8068368E+00  0.9187296E+00  0.1031050E+01
 0.3800000E+01 -0.7210566E+00 -0.6907180E+00 -0.6444070E+00 -0.5848327E+00 -0.5142599E+00 -0.4345806E+00 -0.3473741E+00 -0.2539576E+00 -0.1554287E+00 -0.5270123E-01  0.5346502E-01  0.1624388E+00  0.2736964E+00  0.3868040E+00  0.5014028E+00  0.6171965E+00  0.7339410E+00  0.8514355E+00  0.9695155E+00  0.1088046E+01
 0.4000000E+01 -0.7585892E+00 -0.7267099E+00 -0.6780140E+00 -0.6153533E+00 -0.5411121E+00 -0.4572825E+00 -0.3655272E+00 -0.2672331E+00 -0.1635559E+00 -0.5545792E-01  0.5626085E-01  0.1709357E+00  0.2880152E+00  0.4070426E+00  0.5276399E+00  0.6494954E+00  0.7723518E+00  0.8959979E+00  0.1020260E+01  0.1144997E+01
 0.4200000E+01 -0.7960578E+00 -0.7626464E+00 -0.7115736E+00 -0.6458340E+00 -0.5679315E+00 -0.4799582E+00 -0.3836603E+00 -0.2804946E+00 -0.1716750E+00 -0.5821201E-01  0.5905390E-01  0.1794246E+00  0.3023208E+00  0.4272628E+00  0.5538538E+00  0.6817659E+00  0.8107294E+00  0.9405220E+00  0.1070962E+01  0.1201900E+01
 0.4400000E+01 -0.8334595E+00 -0.7985250E+00 -0.7450836E+00 -0.6762730E+00 -0.5947166E+00 -0.5026065E+00 -0.4017727E+00 -0.2937417E+00 -0.1797855E+00 -0.6096336E-01  0.6184404E-01  0.1879050E+00  0.3166126E+00  0.4474640E+00  0.5800432E+00  0.7140068E+00  0.8490720E+00  0.9850061E+00  0.1121618E+01  0.1258753E+01
 0.4600000E+01 -0.8707910E+00 -0.8343428E+00 -0.7785418E+00 -0.7066684E+00 -0.6214658E+00 -0.5252262E+00 -0.4198633E+00 -0.3069734E+00 -0.1878871E+00 -0.6371185E-01  0.6463115E-01  0.1963767E+00  0.3308899E+00  0.4676450E+00  0.6062070E+00  0.7462167E+00  0.8873782E+00  0.1029448E+01  0.1172227E+01  0.1315552E+01
 0.4800000E+01 -0.9080494E+00 -0.8700972E+00 -0.8119457E+00 -0.7370182E+00 -0.6481774E+00 -0.5478159E+00 -0.4379311E+00 -0.3201894E+00 -0.1959794E+00 -0.6645735E-01  0.6741508E-01  0.2048392E+00  0.3451522E+00  0.4878052E+00  0.6323441E+00  0.7783941E+00  0.9256463E+00  0.1073847E+01  0.1222787E+01  0.1372297E+01
 0.5000000E+01 -0.9452315E+00 -0.9057856E+00 -0.8452932E+00 -0.7673205E+00 -0.6748500E+00 -0.5703745E+00 -0.4559753E+00 -0.3333887E+00 -0.2040619E+00 -0.6919974E-01  0.7019571E-01  0.2132921E+00  0.3593987E+00  0.5079436E+00  0.6584535E+00  0.8105378E+00  0.9638747E+00  0.1118199E+01  0.1273295E+01  0.1428984E+01
 0.5200000E+01 -0.9823343E+00 -0.9414053E+00 -0.8785821E+00 -0.7975734E+00 -0.7014820E+00 -0.5929007E+00 -0.4739948E+00 -0.3465708E+00 -0.2121344E+00 -0.7193890E-01  0.7297290E-01  0.2217350E+00  0.3736289E+00  0.5280593E+00  0.6845339E+00  0.8426464E+00  0.1002062E+01  0.1162505E+01  0.1323750E+01  0.1485612E+01
 0.5400000E+01 -0.1019355E+01 -0.9769538E+00 -0.9118099E+00 -0.8277751E+00 -0.7280717E+00 -0.6153932E+00 -0.4919888E+00 -0.3597351E+00 -0.2201963E+00 -0.7467470E-01  0.7574653E-01  0.2301676E+00  0.3878420E+00  0.5481514E+00  0.7105844E+00  0.8747186E+00  0.1040206E+01  0.1206761E+01  0.1374149E+01  0.1542178E+01
 0.5600000E+01 -0.1056290E+01 -0.1012428E+01 -0.9449747E+00 -0.8579237E+00 -0.7546177E+00 -0.6378508E+00 -0.5099563E+00 -0.3728809E+00 -0.2282474E+00 -0.7740702E-01  0.7851646E-01  0.2385895E+00  0.4020376E+00  0.5682192E+00  0.7366037E+00  0.9067530E+00  0.1078306E+01  0.1250966E+01  0.1424490E+01  0.1598680E+01
 0.5800000E+01 -0.1093136E+01 -0.1047826E+01 -0.9780740E+00 -0.8880172E+00 -0.7811185E+00 -0.6602724E+00 -0.5278963E+00 -0.3860074E+00 -0.2362872E+00 -0.8013574E-01  0.8128256E-01  0.2470003E+00  0.4162150E+00  0.5882618E+00  0.7625909E+00  0.9387483E+00  0.1116360E+01  0.1295119E+01  0.1474772E+01  0.1655115E+01
 0.6000000E+01 -0.1129892E+01 -0.1083145E+01 -0.1011106E+01 -0.9180539E+00 -0.8075725E+00 -0.6826566E+00 -0.5458080E+00 -0.3991142E+00 -0.2443154E+00 -0.8286073E-01  0.8404471E-01  0.2553997E+00  0.4303735E+00  0.6082783E+00  0.7885447E+00  0.9707032E+00  0.1154367E+01  0.1339217E+01  0.1524993E+01  0.1711481E+01
 0.6200000E+01 -0.1166553E+01 -0.1118382E+01 -0.1044068E+01 -0.9480319E+00 -0.8339781E+00 -0.7050023E+00 -0.5636904E+00 -0.4122005E+00 -0.2523316E+00 -0.8558188E-01  0.8680277E-01  0.2637872E+00  0.4445127E+00  0.6282678E+00  0.8144643E+00  0.1002616E+01  0.1192324E+01  0.1383258E+01  0.1575149E+01  0.1767777E+01
 0.6400000E+01 -0.1203117E+01 -0.1153535E+01 -0.1076957E+01 -0.9779493E+00 -0.8603340E+00 -0.7273082E+00 -0.5815426E+00 -0.4252657E+00 -0.2603355E+00 -0.8829906E-01  0.8955662E-01  0.2721625E+00  0.4586317E+00  0.6482296E+00  0.8403484E+00  0.1034487E+01  0.1230231E+01  0.1427242E+01  0.1625241E+01  0.1824000E+01
 0.6600000E+01 -0.1239580E+01 -0.1188602E+01 -0.1109773E+01 -0.1007804E+01 -0.8866385E+00 -0.7495732E+00 -0.5993637E+00 -0.4383092E+00 -0.2683265E+00 -0.9101216E-01  0.9230614E-01  0.2805253E+00  0.4727302E+00  0.6681628E+00  0.8661960E+00  0.1066313E+01  0.1268086E+01  0.1471165E+01  0.1675264E+01  0.1880147E+01
 0.6800000E+01 -0.1275940E+01 -0.1223579E+01 -0.1142513E+01 -0.1037595E+01 -0.9128902E+00 -0.7717961E+00 -0.6171528E+00 -0.4513303E+00 -0.2763045E+00 -0.9372106E-01  0.9505119E-01  0.2888751E+00  0.4868074E+00  0.6880665E+00  0.8920062E+00  0.1098093E+01  0.1305887E+01  0.1515028E+01  0.1725218E+01  0.1936217E+01
 0.7000000E+01 -0.1312195E+01 -0.1258464E+01 -0.1175174E+01 -0.1067320E+01 -0.9390876E+00 -0.7939757E+00 -0.6349090E+00 -0.4643284E+00 -0.2842689E+00 -0.9642563E-01  0.9779166E-01  0.2972117E+00  0.5008628E+00  0.7079400E+00  0.9177777E+00  0.1129826E+01  0.1343633E+01  0.1558827E+01  0.1775101E+01  0.1992208E+01
 0.7200000E+01 -0.1348340E+01 -0.1293255E+01 -0.1207754E+01 -0.1096977E+01 -0.9652292E+00 -0.8161109E+00 -0.6526315E+00 -0.4773029E+00 -0.2922195E+00 -0.9912578E-01  0.1005274E+00  0.3055346E+00  0.5148958E+00  0.7277825E+00  0.9435097E+00  0.1161512E+01  0.1381323E+01  0.1602561E+01  0.1824911E+01  0.2048116E+01
 0.7400000E+01 -0.1384374E+01 -0.1327949E+01 -0.1240252E+01 -0.1126565E+01 -0.9913136E+00 -0.8382004E+00 -0.6703192E+00 -0.4902532E+00 -0.3001559E+00 -0.1018214E+00  0.1032584E+00  0.3138436E+00  0.5289058E+00  0.7475931E+00  0.9692010E+00  0.1193148E+01  0.1418955E+01  0.1646228E+01  0.1874645E+01  0.2103941E+01
 0.7600000E+01 -0.1420293E+01 -0.1362544E+01 -0.1272664E+01 -0.1156081E+01 -0.1017339E+01 -0.8602431E+00 -0.6879715E+00 -0.5031786E+00 -0.3080778E+00 -0.1045123E+00  0.1059843E+00  0.3221381E+00  0.5428922E+00  0.7673710E+00  0.9948507E+00  0.1224733E+01  0.1456527E+01  0.1689827E+01  0.1924302E+01  0.2159680E+01
 0.7800000E+01 -0.1456094E+01 -0.1397037E+01 -0.1304990E+01 -0.1185524E+01 -0.1043305E+01 -0.8822379E+00 -0.7055873E+00 -0.5160786E+00 -0.3159847E+00 -0.1071984E+00  0.1087052E+00  0.3304180E+00  0.5568545E+00  0.7871155E+00  0.1020458E+01  0.1256267E+01  0.1494038E+01  0.1733356E+01  0.1973880E+01  0.2215331E+01
 0.8000000E+01 -0.1491775E+01 -0.1431426E+01 -0.1337227E+01 -0.1214893E+01 -0.1069209E+01 -0.9041836E+00 -0.7231659E+00 -0.5289526E+00 -0.3238763E+00 -0.1098797E+00  0.1114210E+00  0.3386829E+00  0.5707920E+00  0.8068258E+00  0.1046021E+01  0.1287748E+01  0.1531487E+01  0.1776814E+01  0.2023377E+01  0.2270892E+01
 0.8200000E+01 -0.1527334E+01 -0.1465709E+01 -0.1369373E+01 -0.1244185E+01 -0.1095050E+01 -0.9260792E+00 -0.7407063E+00 -0.5418000E+00 -0.3317523E+00 -0.1125559E+00  0.1141314E+00  0.3469323E+00  0.5847043E+00  0.8265010E+00  0.1071540E+01  0.1319174E+01  0.1568873E+01  0.1820198E+01  0.2072792E+01  0.2326361E+01
 0.8400000E+01 -0.1562766E+01 -0.1499882E+01 -0.1401426E+01 -0.1273398E+01 -0.1120827E+01 -0.9479234E+00 -0.7582078E+00 -0.5546201E+00 -0.3396123E+00 -0.1152271E+00  0.1168363E+00  0.3551660E+00  0.5985908E+00  0.8461404E+00  0.1097013E+01  0.1350545E+01  0.1606193E+01  0.1863507E+01  0.2122121E+01  0.2381735E+01
 0.8600000E+01 -0.1598070E+01 -0.1533945E+01 -0.1433384E+01 -0.1302532E+01 -0.1146538E+01 -0.9697153E+00 -0.7756695E+00 -0.5674124E+00 -0.3474560E+00 -0.1178930E+00  0.1195358E+00  0.3633837E+00  0.6124509E+00  0.8657433E+00  0.1122439E+01  0.1381860E+01  0.1643446E+01  0.1906740E+01  0.2171365E+01  0.2437013E+01
 0.8800000E+01 -0.1633243E+01 -0.1567894E+01 -0.1465245E+01 -0.1331584E+01 -0.1172182E+01 -0.9914536E+00 -0.7930905E+00 -0.5801763E+00 -0.3552830E+00 -0.1205535E+00  0.1222295E+00  0.3715850E+00  0.6262840E+00  0.8853088E+00  0.1147818E+01  0.1413116E+01  0.1680632E+01  0.1949895E+01  0.2220521E+01  0.2492193E+01
 0.9000000E+01 -0.1668282E+01 -0.1601727E+01 -0.1497007E+01 -0.1360553E+01 -0.1197758E+01 -0.1013137E+01 -0.8104701E+00 -0.5929112E+00 -0.3630931E+00 -0.1232086E+00  0.1249175E+00  0.3797695E+00  0.6400897E+00  0.9048363E+00  0.1173148E+01  0.1444314E+01  0.1717748E+01  0.1992971E+01  0.2269586E+01  0.2547273E+01
 0.9200000E+01 -0.1703185E+01 -0.1635442E+01 -0.1528668E+01 -0.1389437E+01 -0.1223263E+01 -0.1034765E+01 -0.8278074E+00 -0.6056166E+00 -0.3708858E+00 -0.1258582E+00  0.1275997E+00  0.3879370E+00  0.6538674E+00  0.9243250E+00  0.1198429E+01  0.1475451E+01  0.1754794E+01  0.2035965E+01  0.2318560E+01  0.2602251E+01
 0.9400000E+01 -0.1737948E+01 -0.1669036E+01 -0.1560226E+01 -0.1418235E+01 -0.1248698E+01 -0.1056337E+01 -0.8451016E+00 -0.6182919E+00 -0.3786609E+00 -0.1285021E+00  0.1302758E+00  0.3960872E+00  0.6676165E+00  0.9437741E+00  0.1223659E+01  0.1506528E+01  0.1791768E+01  0.2078876E+01  0.2367441E+01  0.2657125E+01
 0.9600000E+01 -0.1772569E+01 -0.1702508E+01 -0.1591679E+01 -0.1446944E+01 -0.1274060E+01 -0.1077850E+01 -0.8623519E+00 -0.6309366E+00 -0.3864180E+00 -0.1311403E+00  0.1329458E+00  0.4042196E+00  0.6813365E+00  0.9631829E+00  0.1248838E+01  0.1537542E+01  0.1828668E+01  0.2121704E+01  0.2416227E+01  0.2711893E+01
 0.9800000E+01 -0.1807047E+01 -0.1735855E+01 -0.1623026E+01 -0.1475564E+01 -0.1299348E+01 -0.1099305E+01 -0.8795575E+00 -0.6435500E+00 -0.3941567E+00 -0.1337726E+00  0.1356096E+00  0.4123340E+00  0.6950270E+00  0.9825508E+00  0.1273965E+01  0.1568492E+01  0.1865494E+01  0.2164445E+01  0.2464915E+01  0.2766553E+01
 0.1000000E+02 -0.1841377E+01 -0.1769074E+01 -0.1654263E+01 -0.1504092E+01 -0.1324561E+01 -0.1120700E+01 -0.8967177E+00 -0.6561317E+00 -0.4018769E+00 -0.1363989E+00  0.1382670E+00  0.4204301E+00  0.7086874E+00  0.1001877E+01  0.1299038E+01  0.1599378E+01  0.1902244E+01  0.2207100E+01  0.2513506E+01  0.2821103E+01
 0.1020000E+02 -0.1875557E+01 -0.1802164E+01 -0.1685390E+01 -0.1532527E+01 -0.1349698E+01 -0.1142034E+01 -0.9138316E+00 -0.6686811E+00 -0.4095781E+00 -0.1390192E+00  0.1409181E+00  0.4285076E+00  0.7223171E+00  0.1021161E+01  0.1324057E+01  0.1630198E+01  0.1938917E+01  0.2249665E+01  0.2561996E+01  0.2875542E+01
 0.1040000E+02 -0.1909586E+01 -0.1835123E+01 -0.1716405E+01 -0.1560868E+01 -0.1374756E+01 -0.1163306E+01 -0.9308985E+00 -0.6811976E+00 -0.4172600E+00 -0.1416333E+00  0.1435626E+00  0.4365661E+00  0.7359158E+00  0.1040401E+01  0.1349022E+01  0.1660952E+01  0.1975511E+01  0.2292141E+01  0.2610384E+01  0.2929867E+01
 0.1060000E+02 -0.1943460E+01 -0.1867948E+01 -0.1747306E+01 -0.1589113E+01 -0.1399737E+01 -0.1184515E+01 -0.9479177E+00 -0.6936808E+00 -0.4249224E+00 -0.1442411E+00  0.1462005E+00  0.4446053E+00  0.7494828E+00  0.1059598E+01  0.1373930E+01  0.1691637E+01  0.2012025E+01  0.2334525E+01  0.2658669E+01  0.2984077E+01
 0.1080000E+02 -0.1977178E+01 -0.1900637E+01 -0.1778090E+01 -0.1617260E+01 -0.1424636E+01 -0.1205660E+01 -0.9648883E+00 -0.7061301E+00 -0.4325649E+00 -0.1468426E+00  0.1488316E+00  0.4526251E+00  0.7630177E+00  0.1078750E+01  0.1398782E+01  0.1722254E+01  0.2048459E+01  0.2376816E+01  0.2706849E+01  0.3038170E+01
 0.1100000E+02 -0.2010736E+01 -0.1933188E+01 -0.1808757E+01 -0.1645309E+01 -0.1449455E+01 -0.1226740E+01 -0.9818097E+00 -0.7185450E+00 -0.4401872E+00 -0.1494375E+00  0.1514558E+00  0.4606250E+00  0.7765201E+00  0.1097858E+01  0.1423576E+01  0.1752801E+01  0.2084810E+01  0.2419013E+01  0.2754923E+01  0.3092145E+01
 0.1120000E+02 -0.2044132E+01 -0.1965599E+01 -0.1839304E+01 -0.1673257E+01 -0.1474191E+01 -0.1247755E+01 -0.9986811E+00 -0.7309249E+00 -0.4477890E+00 -0.1520260E+00  0.1540732E+00  0.4686047E+00  0.7899894E+00  0.1116919E+01  0.1448312E+01  0.1783277E+01  0.2121078E+01  0.2461113E+01  0.2802888E+01  0.3145998E+01
 0.1140000E+02 -0.2077364E+01 -0.1997868E+01 -0.1869730E+01 -0.1701103E+01 -0.1498842E+01 -0.1268703E+01 -0.1015502E+01 -0.7432695E+00 -0.4553701E+00 -0.1546078E+00  0.1566834E+00  0.4765641E+00  0.8034251E+00  0.1135934E+01  0.1472989E+01  0.1813681E+01  0.2157262E+01  0.2503117E+01  0.2850743E+01  0.3199730E+01
 0.1160000E+02 -0.2110429E+01 -0.2029993E+01 -0.1900032E+01 -0.1728845E+01 -0.1523409E+01 -0.1289583E+01 -0.1032271E+01 -0.7555781E+00 -0.4629301E+00 -0.1571828E+00  0.1592866E+00  0.4845027E+00  0.8168268E+00  0.1154902E+01  0.1497605E+01  0.1844012E+01  0.2193359E+01  0.2545022E+01  0.2898488E+01  0.3253338E+01
 0.1180000E+02 -0.2143326E+01 -0.2061972E+01 -0.1930210E+01 -0.1756483E+01 -0.1547890E+01 -0.1310394E+01 -0.1048988E+01 -0.7678504E+00 -0.4704687E+00 -0.1597510E+00  0.1618825E+00  0.4924204E+00  0.8301941E+00  0.1173822E+01  0.1522161E+01  0.1874269E+01  0.2229370E+01  0.2586828E+01  0.2946119E+01  0.3306820E+01
 0.1200000E+02 -0.2176052E+01 -0.2093803E+01 -0.1960262E+01 -0.1784014E+01 -0.1572283E+01 -0.1331135E+01 -0.1065652E+01 -0.7800857E+00 -0.4779857E+00 -0.1623123E+00  0.1644710E+00  0.5003168E+00  0.8435265E+00  0.1192693E+01  0.1546655E+01  0.1904451E+01  0.2265293E+01  0.2628532E+01  0.2993637E+01  0.3360174E+01
 0.1220000E+02 -0.2208604E+01 -0.2125484E+01 -0.1990185E+01 -0.1811438E+01 -0.1596588E+01 -0.1351807E+01 -0.1082263E+01 -0.7922837E+00 -0.4854809E+00 -0.1648665E+00  0.1670522E+00  0.5081917E+00  0.8568235E+00  0.1211516E+01  0.1571086E+01  0.1934558E+01  0.2301127E+01  0.2670134E+01  0.3041039E+01  0.3413400E+01
 0.1240000E+02 -0.2240981E+01 -0.2157012E+01 -0.2019978E+01 -0.1838752E+01 -0.1620803E+01 -0.1372406E+01 -0.1098820E+01 -0.8044439E+00 -0.4929538E+00 -0.1674137E+00  0.1696258E+00  0.5160448E+00  0.8700847E+00  0.1230289E+01  0.1595454E+01  0.1964587E+01  0.2336870E+01  0.2711632E+01  0.3088324E+01  0.3466496E+01
 0.1260000E+02 -0.2273179E+01 -0.2188387E+01 -0.2049640E+01 -0.1865956E+01 -0.1644928E+01 -0.1392934E+01 -0.1115321E+01 -0.8165657E+00 -0.5004042E+00 -0.1699536E+00  0.1721918E+00  0.5238758E+00  0.8833097E+00  0.1249012E+01  0.1619759E+01  0.1994539E+01  0.2372522E+01  0.2753025E+01  0.3135490E+01  0.3519459E+01
 0.1280000E+02 -0.2305198E+01 -0.2219606E+01 -0.2079169E+01 -0.1893049E+01 -0.1668960E+01 -0.1413388E+01 -0.1131768E+01 -0.8286488E+00 -0.5078319E+00 -0.1724863E+00  0.1747501E+00  0.5316845E+00  0.8964980E+00  0.1267684E+01  0.1643998E+01  0.2024412E+01  0.2408082E+01  0.2794312E+01  0.3182536E+01  0.3572289E+01
 0.1300000E+02 -0.2337035E+01 -0.2250668E+01 -0.2108564E+01 -0.1920028E+01 -0.1692900E+01 -0.1433768E+01 -0.1148158E+01 -0.8406926E+00 -0.5152367E+00 -0.1750116E+00  0.1773006E+00  0.5394706E+00  0.9096492E+00  0.1286305E+01  0.1668172E+01  0.2054206E+01  0.2443548E+01  0.2835492E+01  0.3229461E+01  0.3624984E+01
 0.1320000E+02 -0.2368687E+01 -0.2281570E+01 -0.2137822E+01 -0.1946893E+01 -0.1716746E+01 -0.1454074E+01 -0.1164491E+01 -0.8526968E+00 -0.5226182E+00 -0.1775294E+00  0.1798432E+00  0.5472339E+00  0.9227629E+00  0.1304874E+01  0.1692279E+01  0.2083919E+01  0.2478919E+01  0.2876563E+01  0.3276264E+01  0.3677542E+01
 0.1340000E+02 -0.2400153E+01 -0.2312310E+01 -0.2166942E+01 -0.1973642E+01 -0.1740496E+01 -0.1474303E+01 -0.1180766E+01 -0.8646609E+00 -0.5299761E+00 -0.1800397E+00  0.1823779E+00  0.5549741E+00  0.9358387E+00  0.1323390E+01  0.1716320E+01  0.2113551E+01  0.2514195E+01  0.2917524E+01  0.3322942E+01  0.3729962E+01
 0.1360000E+02 -0.2431430E+01 -0.2342888E+01 -0.2195924E+01 -0.2000275E+01 -0.1764151E+01 -0.1494456E+01 -0.1196984E+01 -0.8765844E+00 -0.5373103E+00 -0.1825424E+00  0.1849045E+00  0.5626910E+00  0.9488762E+00  0.1341853E+01  0.1740293E+01  0.2143101E+01  0.2549375E+01  0.2958375E+01  0.3369495E+01  0.3782242E+01
 0.1380000E+02 -0.2462517E+01 -0.2373300E+01 -0.2224764E+01 -0.2026789E+01 -0.1787708E+01 -0.1514532E+01 -0.1213143E+01 -0.8884670E+00 -0.5446205E+00 -0.1850374E+00  0.1874229E+00  0.5703843E+00  0.9618750E+00  0.1360263E+01  0.1764198E+01  0.2172568E+01  0.2584457E+01  0.2999113E+01  0.3415922E+01  0.3834382E+01
 0.1400000E+02 -0.2493412E+01 -0.2403547E+01 -0.2253462E+01 -0.2053183E+01 -0.1811167E+01 -0.1534530E+01 -0.1229243E+01 -0.9003083E+00 -0.5519064E+00 -0.1875247E+00  0.1899332E+00  0.5780538E+00  0.9748347E+00  0.1378618E+01  0.1788033E+01  0.2201950E+01  0.2619440E+01  0.3039738E+01  0.3462221E+01  0.3886379E+01
