 0.0000000E+00  0.3220157E-03  0.1519197E-02  0.7146561E-02  0.2499628E-01  0.6853033E-01  0.1457947E+00  0.2412566E+00  0.3103167E+00  0.3103167E+00  0.2412566E+00  0.1457947E+00  0.6853033E-01  0.2499628E-01  0.7146561E-02  0.1519197E-02  0.3220157E-03
 0.2000000E+00  0.3219886E-03  0.1519256E-02  0.7146690E-02  0.2499686E-01  0.6853126E-01  0.1457954E+00  0.2412558E+00  0.3103143E+00  0.3103143E+00  0.2412561E+00  0.1457960E+00  0.6853207E-01  0.2499753E-01  0.7147078E-02  0.1519404E-02  0.3220439E-03
 0.4000000E+00  0.3219039E-03  0.1519430E-02  0.7147071E-02  0.2499860E-01  0.6853406E-01  0.1457976E+00  0.2412535E+00  0.3103070E+00  0.3103071E+00  0.2412544E+00  0.1458000E+00  0.6853732E-01  0.2500131E-01  0.7148635E-02  0.1520028E-02  0.3221279E-03
 0.6000000E+00  0.3217619E-03  0.1519720E-02  0.7147707E-02  0.2500151E-01  0.6853874E-01  0.1458011E+00  0.2412495E+00  0.3102950E+00  0.3102951E+00  0.2412515E+00  0.1458065E+00  0.6854608E-01  0.2500760E-01  0.7151232E-02  0.1521069E-02  0.3222683E-03
 0.8000000E+00  0.3215630E-03  0.1520124E-02  0.7148599E-02  0.2500558E-01  0.6854529E-01  0.1458060E+00  0.2412439E+00  0.3102780E+00  0.3102783E+00  0.2412475E+00  0.1458157E+00  0.6855835E-01  0.2501642E-01  0.7154871E-02  0.1522524E-02  0.3224658E-03
 0.1000000E+01  0.3213077E-03  0.1520644E-02  0.7149751E-02  0.2501083E-01  0.6855371E-01  0.1458124E+00  0.2412368E+00  0.3102563E+00  0.3102567E+00  0.2412424E+00  0.1458274E+00  0.6857413E-01  0.2502776E-01  0.7159554E-02  0.1524394E-02  0.3227216E-03
 0.1200000E+01  0.3209970E-03  0.1521278E-02  0.7151166E-02  0.2501725E-01  0.6856403E-01  0.1458201E+00  0.2412280E+00  0.3102297E+00  0.3102303E+00  0.2412362E+00  0.1458418E+00  0.6859342E-01  0.2504162E-01  0.7165284E-02  0.1526678E-02  0.3230368E-03
 0.1400000E+01  0.3206317E-03  0.1522026E-02  0.7152848E-02  0.2502485E-01  0.6857623E-01  0.1458293E+00  0.2412176E+00  0.3101982E+00  0.3101991E+00  0.2412287E+00  0.1458588E+00  0.6861622E-01  0.2505800E-01  0.7172064E-02  0.1529373E-02  0.3234133E-03
 0.1600000E+01  0.3202129E-03  0.1522889E-02  0.7154804E-02  0.2503363E-01  0.6859034E-01  0.1458399E+00  0.2412056E+00  0.3101619E+00  0.3101631E+00  0.2412202E+00  0.1458785E+00  0.6864253E-01  0.2507690E-01  0.7179897E-02  0.1532478E-02  0.3238530E-03
 0.1800000E+01  0.3197420E-03  0.1523866E-02  0.7157038E-02  0.2504360E-01  0.6860635E-01  0.1458519E+00  0.2411920E+00  0.3101207E+00  0.3101223E+00  0.2412105E+00  0.1459007E+00  0.6867234E-01  0.2509831E-01  0.7188788E-02  0.1535992E-02  0.3243582E-03
 0.2000000E+01  0.3192205E-03  0.1524956E-02  0.7159559E-02  0.2505477E-01  0.6862428E-01  0.1458653E+00  0.2411768E+00  0.3100747E+00  0.3100767E+00  0.2411997E+00  0.1459255E+00  0.6870566E-01  0.2512223E-01  0.7198742E-02  0.1539912E-02  0.3249312E-03
 0.2200000E+01  0.3186500E-03  0.1526160E-02  0.7162375E-02  0.2506715E-01  0.6864413E-01  0.1458801E+00  0.2411600E+00  0.3100238E+00  0.3100263E+00  0.2411877E+00  0.1459529E+00  0.6874247E-01  0.2514867E-01  0.7209764E-02  0.1544236E-02  0.3255748E-03
 0.2400000E+01  0.3180325E-03  0.1527478E-02  0.7165494E-02  0.2508075E-01  0.6866592E-01  0.1458963E+00  0.2411415E+00  0.3099681E+00  0.3099712E+00  0.2411746E+00  0.1459828E+00  0.6878279E-01  0.2517761E-01  0.7221859E-02  0.1548962E-02  0.3262921E-03
 0.2600000E+01  0.3173698E-03  0.1528908E-02  0.7168925E-02  0.2509557E-01  0.6868966E-01  0.1459139E+00  0.2411214E+00  0.3099075E+00  0.3099112E+00  0.2411604E+00  0.1460154E+00  0.6882661E-01  0.2520906E-01  0.7235034E-02  0.1554088E-02  0.3270862E-03
 0.2800000E+01  0.3166644E-03  0.1530451E-02  0.7172680E-02  0.2511164E-01  0.6871537E-01  0.1459329E+00  0.2410997E+00  0.3098420E+00  0.3098465E+00  0.2411450E+00  0.1460505E+00  0.6887392E-01  0.2524301E-01  0.7249296E-02  0.1559611E-02  0.3279604E-03
 0.3000000E+01  0.3159186E-03  0.1532108E-02  0.7176770E-02  0.2512895E-01  0.6874306E-01  0.1459533E+00  0.2410763E+00  0.3097717E+00  0.3097769E+00  0.2411284E+00  0.1460882E+00  0.6892473E-01  0.2527945E-01  0.7264651E-02  0.1565529E-02  0.3289184E-03
 0.3200000E+01  0.3151349E-03  0.1533877E-02  0.7181208E-02  0.2514753E-01  0.6877274E-01  0.1459752E+00  0.2410512E+00  0.3096965E+00  0.3097026E+00  0.2411108E+00  0.1461284E+00  0.6897902E-01  0.2531840E-01  0.7281107E-02  0.1571839E-02  0.3299640E-03
 0.3400000E+01  0.3143163E-03  0.1535760E-02  0.7186006E-02  0.2516739E-01  0.6880443E-01  0.1459984E+00  0.2410245E+00  0.3096165E+00  0.3096236E+00  0.2410919E+00  0.1461711E+00  0.6903680E-01  0.2535984E-01  0.7298672E-02  0.1578538E-02  0.3311009E-03
 0.3600000E+01  0.3134657E-03  0.1537756E-02  0.7191178E-02  0.2518854E-01  0.6883816E-01  0.1460230E+00  0.2409961E+00  0.3095315E+00  0.3095397E+00  0.2410720E+00  0.1462164E+00  0.6909807E-01  0.2540376E-01  0.7317352E-02  0.1585625E-02  0.3323332E-03
 0.3800000E+01  0.3125862E-03  0.1539866E-02  0.7196740E-02  0.2521101E-01  0.6887394E-01  0.1460490E+00  0.2409660E+00  0.3094417E+00  0.3094512E+00  0.2410509E+00  0.1462641E+00  0.6916281E-01  0.2545018E-01  0.7337158E-02  0.1593097E-02  0.3336650E-03
 0.4000000E+01  0.3116813E-03  0.1542091E-02  0.7202708E-02  0.2523480E-01  0.6891179E-01  0.1460764E+00  0.2409341E+00  0.3093470E+00  0.3093578E+00  0.2410287E+00  0.1463144E+00  0.6923103E-01  0.2549907E-01  0.7358097E-02  0.1600952E-02  0.3351006E-03
 0.4200000E+01  0.3107546E-03  0.1544432E-02  0.7209099E-02  0.2525995E-01  0.6895173E-01  0.1461051E+00  0.2409006E+00  0.3092474E+00  0.3092597E+00  0.2410053E+00  0.1463671E+00  0.6930272E-01  0.2555045E-01  0.7380177E-02  0.1609188E-02  0.3366441E-03
 0.4400000E+01  0.3098098E-03  0.1546889E-02  0.7215930E-02  0.2528647E-01  0.6899378E-01  0.1461353E+00  0.2408654E+00  0.3091430E+00  0.3091569E+00  0.2409808E+00  0.1464224E+00  0.6937788E-01  0.2560430E-01  0.7403408E-02  0.1617802E-02  0.3382999E-03
