 0.5906658E+00  0.3220157E-03  0.3220157E-03  0.0000000E+00
 0.6985770E+00  0.1519197E-02  0.1519197E-02  0.0000000E+00
 0.8064883E+00  0.7146561E-02  0.7146561E-02  0.0000000E+00
 0.9143995E+00  0.2499628E-01  0.2499628E-01  0.0000000E+00
 0.1022311E+01  0.6853033E-01  0.6853033E-01  0.0000000E+00
 0.1130222E+01  0.1457947E+00  0.1457947E+00  0.0000000E+00
 0.1238133E+01  0.2412566E+00  0.2412566E+00  0.0000000E+00
 0.1346044E+01  0.3103167E+00  0.3103167E+00  0.0000000E+00
 0.1453956E+01  0.3103167E+00  0.3103167E+00  0.0000000E+00
 0.1561867E+01  0.2412566E+00  0.2412566E+00  0.0000000E+00
 0.1669778E+01  0.1457947E+00  0.1457947E+00  0.0000000E+00
 0.1777689E+01  0.6853033E-01  0.6853033E-01  0.0000000E+00
 0.1885601E+01  0.2499628E-01  0.2499628E-01  0.0000000E+00
 0.1993512E+01  0.7146561E-02  0.7146561E-02  0.0000000E+00
 0.2101423E+01  0.1519197E-02  0.1519197E-02  0.0000000E+00
 0.2209334E+01  0.3220157E-03  0.3220157E-03  0.0000000E+00
